"label","col 1","col 2","col 3","col 4","row_type","anbr","indentme","roworder","newrows"
"Median","0.92","0.93","0.93","0.93","VALUE",5,2,24,0
"Geometric mean","0.92","0.93","0.93","0.93","VALUE",5,2,25,0
"Min, max","0.86, 1.01","0.86, 0.99","0.86, 1.00","0.85, 1.01","VALUE",5,2,26,0
"CV (%)","4.8","4.4","4.0","4.4","VALUE",5,2,27,0
"Interquartile range","0.89, 0.96","0.90, 0.96","0.92, 0.96","0.90, 0.97","VALUE",5,2,28,0
"Day 1 - 1.5h Post-dose","","","","","HEADER",6,0,28,1
"N","19","17","19","41","N",6,1,29,0
"Mean (SD)","1.19 (0.05)","1.20 (0.05)","1.21 (0.04)","1.20 (0.05)","VALUE",6,2,30,0
"Median","1.19","1.20","1.21","1.20","VALUE",6,2,31,0
"Geometric mean","1.19","1.20","1.21","1.20","VALUE",6,2,32,0
"Min, max","1.11, 1.29","1.12, 1.27","1.12, 1.28","1.11, 1.29","VALUE",6,2,33,0
"CV (%)","4.5","4.0","3.6","4.0","VALUE",6,2,34,0
"Interquartile range","1.15, 1.24","1.16, 1.23","1.19, 1.24","1.17, 1.24","VALUE",6,2,35,0
"Day 1 - 2h Post-dose","","","","","HEADER",7,0,35,1
"N","19","17","19","41","N",7,1,36,0
"Mean (SD)","1.38 (0.06)","1.39 (0.05)","1.40 (0.05)","1.39 (0.05)","VALUE",7,2,37,0
"Median","1.37","1.39","1.40","1.39","VALUE",7,2,38,0
"Geometric mean","1.38","1.39","1.40","1.39","VALUE",7,2,39,0
"Min, max","1.30, 1.49","1.31, 1.47","1.31, 1.48","1.29, 1.49","VALUE",7,2,40,0
"CV (%)","4.3","3.8","3.3","3.7","VALUE",7,2,41,0
"Interquartile range","1.33, 1.43","1.35, 1.43","1.37, 1.43","1.36, 1.44","VALUE",7,2,42,0
"Day 1 - 4h Post-dose","","","","","HEADER",8,0,42,1
"N","19","17","19","41","N",8,1,43,0
"Mean (SD)","1.73 (0.07)","1.74 (0.06)","1.75 (0.05)","1.74 (0.05)","VALUE",8,2,44,0
"Median","1.70","1.73","1.75","1.74","VALUE",8,2,45,0
"Geometric mean","1.73","1.73","1.75","1.74","VALUE",8,2,46,0
"Min, max","1.65, 1.83","1.66, 1.82","1.66, 1.82","1.64, 1.83","VALUE",8,2,47,0
"CV (%)","3.9","3.2","2.7","3.1","VALUE",8,2,48,0
"Interquartile range","1.67, 1.79","1.69, 1.77","1.72, 1.79","1.70, 1.78","VALUE",8,2,49,0
"Day 1 - 0-6h Post-dose","","","","","HEADER",9,0,49,1
"N","19","17","19","41","N",9,1,50,0
"Mean (SD)","26.99 (1.30)","26.68 (1.48)","26.87 (1.56)","26.55 (1.45)","VALUE",9,2,51,0
"Median","27.03","26.33","26.59","26.62","VALUE",9,2,52,0
"Geometric mean","26.96","26.65","26.83","26.51","VALUE",9,2,53,0
"Min, max","24.64, 28.88","24.59, 28.82","24.60, 29.15","24.53, 29.25","VALUE",9,2,54,0
"CV (%)","4.8","5.5","5.8","5.5","VALUE",9,2,55,0
"Interquartile range","25.92, 28.09","25.43, 28.45","25.50, 28.30","25.43, 27.51","VALUE",9,2,56,0
"Day 1 - 6h Post-dose","","","","","HEADER",10,0,56,1
"N","19","17","19","41","N",10,1,57,0
"Mean (SD)","1.82 (0.07)","1.82 (0.06)","1.83 (0.05)","1.82 (0.05)","VALUE",10,2,58,0
"Median","1.77","1.81","1.85","1.82","VALUE",10,2,59,0
"Geometric mean","1.81","1.82","1.83","1.82","VALUE",10,2,60,0
"Min, max","1.74, 1.91","1.74, 1.91","1.75, 1.90","1.73, 1.90","VALUE",10,2,61,0
"CV (%)","3.8","3.0","2.6","2.9","VALUE",10,2,62,0
"Interquartile range","1.75, 1.89","1.79, 1.85","1.80, 1.88","1.78, 1.87","VALUE",10,2,63,0
"Day 1 - 8h Post-dose","","","","","HEADER",11,0,63,1
"N","19","17","19","41","N",11,1,64,0
"Mean (SD)","1.84 (0.07)","1.84 (0.06)","1.85 (0.05)","1.84 (0.05)","VALUE",11,2,65,0
"Median","1.79","1.84","1.86","1.84","VALUE",11,2,66,0
"Geometric mean","1.84","1.84","1.85","1.84","VALUE",11,2,67,0
"Min, max","1.76, 1.93","1.76, 1.94","1.78, 1.92","1.75, 1.92","VALUE",11,2,68,0
"CV (%)","3.7","3.0","2.6","2.8","VALUE",11,2,69,0
"Interquartile range","1.77, 1.91","1.81, 1.88","1.81, 1.90","1.80, 1.89","VALUE",11,2,70,0
"Day 1 - 6-12h Post-dose","","","","","HEADER",12,0,70,1
"N","19","17","19","41","N",12,1,71,0
"Mean (SD)","22.83 (1.45)","22.48 (1.65)","22.69 (1.75)","22.33 (1.62)","VALUE",12,2,72,0
"Median","22.87","22.10","22.39","22.42","VALUE",12,2,73,0
"Geometric mean","22.78","22.42","22.62","22.27","VALUE",12,2,74,0
"Min, max","20.19, 24.93","20.12, 24.86","20.14, 25.23","20.06, 25.34","VALUE",12,2,75,0
"CV (%)","6.4","7.4","7.7","7.3","VALUE",12,2,76,0
"Interquartile range","21.63, 24.05","21.08, 24.46","21.16, 24.29","21.08, 23.41","VALUE",12,2,77,0
"Day 1 - 12h Post-dose","","","","","HEADER",13,0,77,1
"N","19","17","19","41","N",13,1,78,0
"Mean (SD)","0.55 (0.03)","0.55 (0.03)","0.56 (0.03)","0.55 (0.03)","VALUE",13,2,79,0
"Median","0.55","0.55","0.55","0.54","VALUE",13,2,80,0
"Geometric mean","0.55","0.55","0.55","0.54","VALUE",13,2,81,0
"Min, max","0.49, 0.61","0.50, 0.59","0.51, 0.62","0.50, 0.62","VALUE",13,2,82,0
"CV (%)","5.4","5.5","5.9","5.2","VALUE",13,2,83,0
"Interquartile range","0.54, 0.57","0.53, 0.57","0.54, 0.58","0.53, 0.57","VALUE",13,2,84,0
"Day 1 - 16h Post-dose","","","","","HEADER",14,0,84,1
"N","19","17","19","41","N",14,1,85,0
"Mean (SD)","0.17 (0.02)","0.16 (0.02)","0.17 (0.02)","0.16 (0.02)","VALUE",14,2,86,0
"Median","0.17","0.16","0.16","0.16","VALUE",14,2,87,0
"Geometric mean","0.17","0.16","0.17","0.16","VALUE",14,2,88,0
"Min, max","0.13, 0.19","0.14, 0.19","0.14, 0.20","0.14, 0.20","VALUE",14,2,89,0
"CV (%)","9.1","10.2","11.0","9.9","VALUE",14,2,90,0
"Interquartile range","0.16, 0.18","0.15, 0.18","0.15, 0.18","0.15, 0.17","VALUE",14,2,91,0
"Day 1 - 12-24h Post-dose","","","","","HEADER",15,0,91,1
"N","19","17","19","41","N",15,1,92,0
"Mean (SD)","14.50 (1.76)","14.07 (2.00)","14.32 (2.12)","13.89 (1.97)","VALUE",15,2,93,0
"Median","14.56","13.62","13.97","14.01","VALUE",15,2,94,0
"Geometric mean","14.39","13.94","14.18","13.75","VALUE",15,2,95,0
"Min, max","11.28, 17.03","11.20, 16.95","11.22, 17.39","11.13, 17.52","VALUE",15,2,96,0
"CV (%)","12.2","14.2","14.8","14.2","VALUE",15,2,97,0
"Interquartile range","13.04, 15.98","12.38, 16.47","12.47, 16.27","12.37, 15.21","VALUE",15,2,98,0
"Day 2 - 24h Post-dose","","","","","HEADER",16,0,98,1
"N","19","17","19","41","N",16,1,99,0
"Mean (SD)","0.02 (0.00)","0.01 (0.00)","0.02 (0.00)","0.01 (0.00)","VALUE",16,2,100,0
"Median","0.01","0.01","0.01","0.01","VALUE",16,2,101,0
"Geometric mean","0.01","0.01","0.01","0.01","VALUE",16,2,102,0
"Min, max","0.01, 0.02","0.01, 0.02","0.01, 0.02","0.01, 0.02","VALUE",16,2,103,0
"CV (%)","17.3","20.2","21.5","20.1","VALUE",16,2,104,0
"Interquartile range","0.01, 0.02","0.01, 0.02","0.01, 0.02","0.01, 0.02","VALUE",16,2,105,0
"Day 2 - Pre-dose","","","","","HEADER",17,0,105,1
"N","19","16","19","40","N",17,1,106,0
"Mean (SD)","0.02 (0.00)","0.01 (0.00)","0.02 (0.00)","0.01 (0.00)","VALUE",17,2,107,0
"Median","0.01","0.01","0.01","0.01","VALUE",17,2,108,0
"Geometric mean","0.01","0.01","0.01","0.01","VALUE",17,2,109,0
"Min, max","0.01, 0.02","0.01, 0.02","0.01, 0.02","0.01, 0.02","VALUE",17,2,110,0
"CV (%)","17.3","19.5","21.5","20.3","VALUE",17,2,111,0
"Interquartile range","0.01, 0.02","0.01, 0.02","0.01, 0.02","0.01, 0.02","VALUE",17,2,112,0
"Day 2 - 36h Post-dose","","","","","HEADER",18,0,112,1
"N","19","17","19","41","N",18,1,113,0
"Mean (SD)","0.00 (0.00)","0.00 (0.00)","0.00 (0.00)","0.00 (0.00)","VALUE",18,2,114,0
"Median","0.00","0.00","0.00","0.00","VALUE",18,2,115,0
"Geometric mean","0.01","0.01","0.01","0.01","VALUE",18,2,116,0
"Min, max","0.00, 0.00","0.00, 0.00","0.00, 0.00","0.00, 0.00","VALUE",18,2,117,0
"CV (%)","0.0","0.0","0.0","0.0","VALUE",18,2,118,0
"Interquartile range","0.00, 0.00","0.00, 0.00","0.00, 0.00","0.00, 0.00","VALUE",18,2,119,0
"Day 2 - 24-48h Post-dose","","","","","HEADER",19,0,119,1
"N","19","17","19","41","N",19,1,120,0
"Mean (SD)","0.18 (0.40)","0.24 (0.41)","0.30 (0.57)","0.20 (0.52)","VALUE",19,2,121,0
"Median","0.00","0.00","0.00","0.00","VALUE",19,2,122,0
"Geometric mean","0.01","0.02","0.02","0.01","VALUE",19,2,123,0
"Min, max","0.00, 1.24","0.00, 1.13","0.00, 1.71","0.00, 1.89","VALUE",19,2,124,0
"CV (%)","220.2","167.0","190.7","260.5","VALUE",19,2,125,0
"Interquartile range","0.00, 0.00","0.00, 0.49","0.00, 0.23","0.00, 0.00","VALUE",19,2,126,0
"Day 3 - 48h Post-dose","","","","","HEADER",20,0,126,1
"N","19","17","19","41","N",20,1,127,0
"Mean (SD)","0.00 (0.00)","0.00 (0.00)","0.00 (0.00)","0.00 (0.00)","VALUE",20,2,128,0
"Median","0.00","0.00","0.00","0.00","VALUE",20,2,129,0
"Geometric mean","0.01","0.01","0.01","0.01","VALUE",20,2,130,0
"Min, max","0.00, 0.00","0.00, 0.00","0.00, 0.00","0.00, 0.00","VALUE",20,2,131,0
"CV (%)","0.0","0.0","0.0","0.0","VALUE",20,2,132,0
"Interquartile range","0.00, 0.00","0.00, 0.00","0.00, 0.00","0.00, 0.00","VALUE",20,2,133,0
"Day 3 - Pre-dose","","","","","HEADER",21,0,133,1
"N","18","16","19","39","N",21,1,134,0
"Mean (SD)","0.00 (0.00)","0.00 (0.00)","0.00 (0.00)","0.00 (0.00)","VALUE",21,2,135,0
"Median","0.00","0.00","0.00","0.00","VALUE",21,2,136,0
"Geometric mean","0.01","0.01","0.01","0.01","VALUE",21,2,137,0
"Min, max","0.00, 0.00","0.00, 0.00","0.00, 0.00","0.00, 0.00","VALUE",21,2,138,0
"CV (%)","0.0","0.0","0.0","0.0","VALUE",21,2,139,0
"Interquartile range","0.00, 0.00","0.00, 0.00","0.00, 0.00","0.00, 0.00","VALUE",21,2,140,0
