"label","col 1","col 2","col 3","col 4","col 5","row_type","anbr","indentme","roworder","newrows"
"Uncoded: augmentin","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,31,0
"Uncoded: beconase","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,32,0
"Uncoded: biaxin","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,33,0
"Uncoded: bromatane dx","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,34,0
"Uncoded: cefaclor","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,35,0
"Uncoded: ceftin","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,36,0
"Uncoded: cephalexin","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,37,0
"Uncoded: cephalosporin c","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,38,0
"Uncoded: chloral hydrate","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,39,0
"Uncoded: cimetidine","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,40,0
"Uncoded: cipro","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,41,0
"Uncoded: coricidin d","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,42,0
"Uncoded: corticosteroids, dermatological preparations","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,43,0
"Uncoded: dalmane","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,44,0
"Uncoded: demerol","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,45,0
"Uncoded: diabeta","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,46,0
"Uncoded: diltiazem hydrochloride","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,47,0
"Uncoded: diphenhydramine hydrochloride","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,48,0
"Uncoded: diprolene cream","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,49,0
"Uncoded: donepezil hydrochloride","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,50,0
"Uncoded: doxycycline","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,51,0
"Uncoded: droperidol","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,52,0
"Uncoded: estrace","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,53,0
"Uncoded: fluocinolone acetonide","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,54,0
"Uncoded: fluoroplex","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,55,0
"Uncoded: furosemide","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,56,0
"Uncoded: general anesthesia","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,57,0
"Uncoded: glyburide","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,58,0
"Uncoded: guiatuss","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,59,0
"Uncoded: halotussin-dm","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,60,0
"Uncoded: herbal preparation","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,61,0
"Uncoded: hydrocodone","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,62,0
"Uncoded: hydrocodone w/apap","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,63,0
"Uncoded: hydrocortisone valerate","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,64,0
"Uncoded: icy hot","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,65,0
"Uncoded: influenza virus vaccine","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,66,0
"Uncoded: keflex","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,67,0
"Uncoded: kenalog","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,68,0
"Uncoded: lac-hydrin","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,69,0
"Uncoded: lansoprazole","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,70,0
"Uncoded: lipitor","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,71,0
"Uncoded: lomotil","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,72,0
"Uncoded: magnesium oxide","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,73,0
"Uncoded: mavik","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,74,0
"Uncoded: maxzide","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,75,0
"Uncoded: melatonin","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,76,0
"Uncoded: metamucil","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,77,0
"Uncoded: metronidazole","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,78,0
"Uncoded: mevacor","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,79,0
"Uncoded: monopril","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,80,0
"Uncoded: mylanta","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,81,0
"Uncoded: naproxen","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,82,0
"Uncoded: neo-synephrine","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,83,0
"Uncoded: olanzapine","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,84,0
"Uncoded: pepcid","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,85,0
"Uncoded: persantine","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,86,0
"Uncoded: pertussin syrup","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,87,0
"Uncoded: phenazopyridine","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,88,0
"Uncoded: phenergan","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,89,0
"Uncoded: pilocarpine hydrochloride","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,90,0
"Uncoded: pneumovax","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,91,0
"Uncoded: polysporin","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,92,0
"Uncoded: polysporin ointment","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,93,0
"Uncoded: potassium chloride","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,94,0
"Uncoded: prednisone","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,95,0
"Uncoded: premarin vaginal cream","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,96,0
"Uncoded: prempro","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,97,0
"Uncoded: preparation h","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,98,0
"Uncoded: promethazine hcl w/codeine","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,99,0
"Uncoded: propulsid","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,100,0
"Uncoded: pseudoephedrine hydrochloride","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,101,0
"Uncoded: rocephin","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,102,0
"Uncoded: sinemet","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,103,0
"Uncoded: sulfacetamide","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,104,0
"Uncoded: terazol","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,105,0
"Uncoded: topicort","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,106,0
"Uncoded: toradol","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,107,0
"Uncoded: triamcinolone","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,108,0
"Uncoded: trimox","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,109,0
"Uncoded: tums","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,110,0
"Uncoded: tylenol extra strength","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,111,0
"Uncoded: tylenol sinus","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,112,0
"Uncoded: tylenol w/codeine no. 3","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,113,0
"Uncoded: vicks formula 44d","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,114,0
"Uncoded: vitamin b12","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,115,0
"Uncoded: westcort","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,116,0
"Uncoded: zantac","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,117,0
"Uncoded: zithromax","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,118,0
"Uncoded: zocor","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,119,0
"Systemic hormonal preparations, excl.","7 (13.2%)","9 (12.3%)","16 (12.7%)","1 (1.7%)","17 (9.2%)","VALUE",4,0,119,1
"Hydrocortisone","7 (13.2%)","9 (12.3%)","16 (12.7%)","1 (1.7%)","17 (9.2%)","VALUE",4,1,120,0
"Nervous system","1 (1.9%)","3 (4.1%)","4 (3.2%)","2 (3.4%)","6 (3.2%)","VALUE",5,0,120,1
"Donepezil hydrochloride","1 (1.9%)","1 (1.4%)","2 (1.6%)","1 (1.7%)","3 (1.6%)","VALUE",5,1,121,0
"Acetylsalicylic acid","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","2 (1.1%)","VALUE",5,1,122,0
"Haloperidol","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",5,1,123,0
"Paroxetine hydrochloride","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",5,1,124,0
"Cardiovascular system","1 (1.9%)","3 (4.1%)","4 (3.2%)","0","4 (2.2%)","VALUE",6,0,124,1
"Doxazosin mesilate","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","2 (1.1%)","VALUE",6,1,125,0
"Digoxin","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",6,1,126,0
"Losartan potassium","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",6,1,127,0
"Alimentary tract and metabolism","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","2 (1.1%)","VALUE",7,0,127,1
"Cimetidine","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",7,1,128,0
"Loperamide hydrochloride","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",7,1,129,0
"Dermatologicals","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",8,0,129,1
"Clobetasol propionate","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",8,1,130,0
"Respiratory system","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",9,0,130,1
"Guaifenesin","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",9,1,131,0
