"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows","newpage"
"RASH","0","0","0","1 (14.3%)","-14.3 (-40.2, 11.6)","-14.3 (-40.2, 11.6)","VALUE",5,1,26,0,0
"Infections and infestations","2 (25.0%)","0","2 (15.4%)","1 (14.3%)","10.7 (-28.9, 50.4)","-14.3 (-40.2, 11.6)","VALUE",6,0,26,1,0
"HORDEOLUM","1 (12.5%)","0","1 (7.7%)","0","12.5 (-10.4, 35.4)","0.0 (0.0, 0.0)","VALUE",6,1,27,0,0
"RHINITIS","1 (12.5%)","0","1 (7.7%)","0","12.5 (-10.4, 35.4)","0.0 (0.0, 0.0)","VALUE",6,1,28,0,0
"UPPER RESPIRATORY TRACT INFECTION","1 (12.5%)","0","1 (7.7%)","0","12.5 (-10.4, 35.4)","0.0 (0.0, 0.0)","VALUE",6,1,29,0,0
"CERVICITIS","0","0","0","1 (14.3%)","-14.3 (-40.2, 11.6)","-14.3 (-40.2, 11.6)","VALUE",6,1,30,0,0
"VAGINAL MYCOSIS","0","0","0","1 (14.3%)","-14.3 (-40.2, 11.6)","-14.3 (-40.2, 11.6)","VALUE",6,1,31,0,0
"Nervous system disorders","2 (25.0%)","0","2 (15.4%)","0","25.0 (-5.0, 55.0)","0.0 (0.0, 0.0)","VALUE",7,0,31,1,0
"DIZZINESS","1 (12.5%)","0","1 (7.7%)","0","12.5 (-10.4, 35.4)","0.0 (0.0, 0.0)","VALUE",7,1,32,0,0
"PAROSMIA","1 (12.5%)","0","1 (7.7%)","0","12.5 (-10.4, 35.4)","0.0 (0.0, 0.0)","VALUE",7,1,33,0,0
"Musculoskeletal and connective tissue disorders","1 (12.5%)","0","1 (7.7%)","0","12.5 (-10.4, 35.4)","0.0 (0.0, 0.0)","VALUE",8,0,33,1,0
"FLANK PAIN","1 (12.5%)","0","1 (7.7%)","0","12.5 (-10.4, 35.4)","0.0 (0.0, 0.0)","VALUE",8,1,34,0,0
"Psychiatric disorders","1 (12.5%)","0","1 (7.7%)","0","12.5 (-10.4, 35.4)","0.0 (0.0, 0.0)","VALUE",9,0,34,1,0
"LIBIDO DECREASED","1 (12.5%)","0","1 (7.7%)","0","12.5 (-10.4, 35.4)","0.0 (0.0, 0.0)","VALUE",9,1,35,0,0
"LISTLESS","1 (12.5%)","0","1 (7.7%)","0","12.5 (-10.4, 35.4)","0.0 (0.0, 0.0)","VALUE",9,1,36,0,0
"Renal and urinary disorders","1 (12.5%)","0","1 (7.7%)","0","12.5 (-10.4, 35.4)","0.0 (0.0, 0.0)","VALUE",10,0,36,1,0
"CALCULUS URETHRAL","1 (12.5%)","0","1 (7.7%)","0","12.5 (-10.4, 35.4)","0.0 (0.0, 0.0)","VALUE",10,1,37,0,0
"Cardiac disorders","0","0","0","1 (14.3%)","-14.3 (-40.2, 11.6)","-14.3 (-40.2, 11.6)","VALUE",11,0,37,1,0
"ATRIOVENTRICULAR BLOCK SECOND DEGREE","0","0","0","1 (14.3%)","-14.3 (-40.2, 11.6)","-14.3 (-40.2, 11.6)","VALUE",11,1,38,0,0
"Reproductive system and breast disorders","0","0","0","2 (28.6%)","-28.6 (-62.0, 4.9)","-28.6 (-62.0, 4.9)","VALUE",12,0,38,1,0
"ERECTILE DYSFUNCTION","0","0","0","1 (14.3%)","-14.3 (-40.2, 11.6)","-14.3 (-40.2, 11.6)","VALUE",12,1,39,0,0
"PELVIC PAIN","0","0","0","1 (14.3%)","-14.3 (-40.2, 11.6)","-14.3 (-40.2, 11.6)","VALUE",12,1,40,0,0
"Age Group: ≥65 to <75 years","16","17","33","19","","","VALUE",2,0,0,0,1
""," "," "," "," "," "," ","VALUE",2,0,1,0,0
"Subjects with ≥1 SAE","13 (81.2%)","14 (82.4%)","27 (81.8%)","11 (57.9%)","23.4 (-5.9, 52.7)","24.5 (-4.2, 53.1)","VALUE",2,0,2,0,0
""," "," "," "," "," "," ","VALUE",2,0,3,0,0
"General disorders and administration site conditions","5 (31.2%)","9 (52.9%)","14 (42.4%)","5 (26.3%)","4.9 (-25.2, 35.1)","26.6 (-4.3, 57.5)","VALUE",2,0,4,0,0
"APPLICATION SITE PRURITUS","3 (18.8%)","3 (17.6%)","6 (18.2%)","0","18.8 (-0.4, 37.9)","17.6 (-0.5, 35.8)","VALUE",2,1,5,0,0
"APPLICATION SITE ERYTHEMA","2 (12.5%)","2 (11.8%)","4 (12.1%)","1 (5.3%)","7.2 (-11.8, 26.3)","6.5 (-11.8, 24.8)","VALUE",2,1,6,0,0
"APPLICATION SITE IRRITATION","1 (6.2%)","2 (11.8%)","3 (9.1%)","0","6.2 (-5.6, 18.1)","11.8 (-3.6, 27.1)","VALUE",2,1,7,0,0
"APPLICATION SITE VESICLES","1 (6.2%)","1 (5.9%)","2 (6.1%)","0","6.2 (-5.6, 18.1)","5.9 (-5.3, 17.1)","VALUE",2,1,8,0,0
"APPLICATION SITE DERMATITIS","1 (6.2%)","0","1 (3.0%)","3 (15.8%)","-9.5 (-29.8, 10.7)","-15.8 (-32.2, 0.6)","VALUE",2,1,9,0,0
"APPLICATION SITE URTICARIA","0","1 (5.9%)","1 (3.0%)","0","0.0 (0.0, 0.0)","5.9 (-5.3, 17.1)","VALUE",2,1,10,0,0
"CHEST DISCOMFORT","0","1 (5.9%)","1 (3.0%)","0","0.0 (0.0, 0.0)","5.9 (-5.3, 17.1)","VALUE",2,1,11,0,0
"FATIGUE","1 (6.2%)","0","1 (3.0%)","0","6.2 (-5.6, 18.1)","0.0 (0.0, 0.0)","VALUE",2,1,12,0,0
"PYREXIA","0","1 (5.9%)","1 (3.0%)","0","0.0 (0.0, 0.0)","5.9 (-5.3, 17.1)","VALUE",2,1,13,0,0
"OEDEMA PERIPHERAL","0","0","0","1 (5.3%)","-5.3 (-15.3, 4.8)","-5.3 (-15.3, 4.8)","VALUE",2,1,14,0,0
"Skin and subcutaneous tissue disorders","8 (50.0%)","4 (23.5%)","12 (36.4%)","3 (15.8%)","34.2 (4.7, 63.7)","7.7 (-18.2, 33.7)","VALUE",3,0,14,1,0
"PRURITUS","5 (31.2%)","3 (17.6%)","8 (24.2%)","0","31.2 (8.5, 54.0)","17.6 (-0.5, 35.8)","VALUE",3,1,15,0,0
"HYPERHIDROSIS","2 (12.5%)","1 (5.9%)","3 (9.1%)","1 (5.3%)","7.2 (-11.8, 26.3)","0.6 (-14.4, 15.6)","VALUE",3,1,16,0,0
"ERYTHEMA","0","2 (11.8%)","2 (6.1%)","0","0.0 (0.0, 0.0)","11.8 (-3.6, 27.1)","VALUE",3,1,17,0,0
"RASH","1 (6.2%)","1 (5.9%)","2 (6.1%)","2 (10.5%)","-4.3 (-22.5, 13.9)","-4.6 (-22.4, 13.1)","VALUE",3,1,18,0,0
"RASH MACULO-PAPULAR","1 (6.2%)","0","1 (3.0%)","0","6.2 (-5.6, 18.1)","0.0 (0.0, 0.0)","VALUE",3,1,19,0,0
"RASH PRURITIC","1 (6.2%)","0","1 (3.0%)","0","6.2 (-5.6, 18.1)","0.0 (0.0, 0.0)","VALUE",3,1,20,0,0
"SKIN IRRITATION","1 (6.2%)","0","1 (3.0%)","0","6.2 (-5.6, 18.1)","0.0 (0.0, 0.0)","VALUE",3,1,21,0,0
"URTICARIA","0","1 (5.9%)","1 (3.0%)","0","0.0 (0.0, 0.0)","5.9 (-5.3, 17.1)","VALUE",3,1,22,0,0
"Nervous system disorders","4 (25.0%)","1 (5.9%)","5 (15.2%)","2 (10.5%)","14.5 (-10.8, 39.8)","-4.6 (-22.4, 13.1)","VALUE",4,0,22,1,0
"DIZZINESS","1 (6.2%)","1 (5.9%)","2 (6.1%)","0","6.2 (-5.6, 18.1)","5.9 (-5.3, 17.1)","VALUE",4,1,23,0,0
"HEADACHE","1 (6.2%)","1 (5.9%)","2 (6.1%)","1 (5.3%)","1.0 (-14.6, 16.5)","0.6 (-14.4, 15.6)","VALUE",4,1,24,0,0
"COGNITIVE DISORDER","1 (6.2%)","0","1 (3.0%)","0","6.2 (-5.6, 18.1)","0.0 (0.0, 0.0)","VALUE",4,1,25,0,0
"PARTIAL SEIZURES WITH SECONDARY GENERALISATION","1 (6.2%)","0","1 (3.0%)","0","6.2 (-5.6, 18.1)","0.0 (0.0, 0.0)","VALUE",4,1,26,0,0
"STUPOR","0","1 (5.9%)","1 (3.0%)","0","0.0 (0.0, 0.0)","5.9 (-5.3, 17.1)","VALUE",4,1,27,0,0
"TRANSIENT ISCHAEMIC ATTACK","0","1 (5.9%)","1 (3.0%)","0","0.0 (0.0, 0.0)","5.9 (-5.3, 17.1)","VALUE",4,1,28,0,0
"PARKINSON'S DISEASE","0","0","0","1 (5.3%)","-5.3 (-15.3, 4.8)","-5.3 (-15.3, 4.8)","VALUE",4,1,29,0,0
"Investigations","1 (6.2%)","1 (5.9%)","2 (6.1%)","3 (15.8%)","-9.5 (-29.8, 10.7)","-9.9 (-29.8, 9.9)","VALUE",5,0,29,1,0
"BLOOD CHOLESTEROL INCREASED","1 (6.2%)","0","1 (3.0%)","0","6.2 (-5.6, 18.1)","0.0 (0.0, 0.0)","VALUE",5,1,30,0,0
"WEIGHT DECREASED","0","1 (5.9%)","1 (3.0%)","0","0.0 (0.0, 0.0)","5.9 (-5.3, 17.1)","VALUE",5,1,31,0,0
"BLOOD CREATINE PHOSPHOKINASE INCREASED","0","0","0","1 (5.3%)","-5.3 (-15.3, 4.8)","-5.3 (-15.3, 4.8)","VALUE",5,1,32,0,0
"ELECTROCARDIOGRAM ST SEGMENT DEPRESSION","0","0","0","1 (5.3%)","-5.3 (-15.3, 4.8)","-5.3 (-15.3, 4.8)","VALUE",5,1,33,0,0
"ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED","0","0","0","1 (5.3%)","-5.3 (-15.3, 4.8)","-5.3 (-15.3, 4.8)","VALUE",5,1,34,0,0
"ELECTROCARDIOGRAM T WAVE INVERSION","0","0","0","1 (5.3%)","-5.3 (-15.3, 4.8)","-5.3 (-15.3, 4.8)","VALUE",5,1,35,0,0
"Reproductive system and breast disorders","2 (12.5%)","0","2 (6.1%)","0","12.5 (-3.7, 28.7)","0.0 (0.0, 0.0)","VALUE",6,0,35,1,0
"BENIGN PROSTATIC HYPERPLASIA","1 (6.2%)","0","1 (3.0%)","0","6.2 (-5.6, 18.1)","0.0 (0.0, 0.0)","VALUE",6,1,36,0,0
"ERECTILE DYSFUNCTION","1 (6.2%)","0","1 (3.0%)","0","6.2 (-5.6, 18.1)","0.0 (0.0, 0.0)","VALUE",6,1,37,0,0
"Respiratory, thoracic and mediastinal disorders","1 (6.2%)","1 (5.9%)","2 (6.1%)","1 (5.3%)","1.0 (-14.6, 16.5)","0.6 (-14.4, 15.6)","VALUE",7,0,37,1,0
"ALLERGIC GRANULOMATOUS ANGIITIS","1 (6.2%)","0","1 (3.0%)","0","6.2 (-5.6, 18.1)","0.0 (0.0, 0.0)","VALUE",7,1,38,0,0
"DYSPHONIA","0","1 (5.9%)","1 (3.0%)","0","0.0 (0.0, 0.0)","5.9 (-5.3, 17.1)","VALUE",7,1,39,0,0
"POSTNASAL DRIP","0","0","0","1 (5.3%)","-5.3 (-15.3, 4.8)","-5.3 (-15.3, 4.8)","VALUE",7,1,40,0,0
"Cardiac disorders","0","1 (5.9%)","1 (3.0%)","1 (5.3%)","-5.3 (-15.3, 4.8)","0.6 (-14.4, 15.6)","VALUE",8,0,40,1,0
"SINUS BRADYCARDIA","0","1 (5.9%)","1 (3.0%)","0","0.0 (0.0, 0.0)","5.9 (-5.3, 17.1)","VALUE",8,1,41,0,0
"SINUS ARRHYTHMIA","0","0","0","1 (5.3%)","-5.3 (-15.3, 4.8)","-5.3 (-15.3, 4.8)","VALUE",8,1,42,0,0
"Eye disorders","0","1 (5.9%)","1 (3.0%)","1 (5.3%)","-5.3 (-15.3, 4.8)","0.6 (-14.4, 15.6)","VALUE",9,0,42,1,0
"VISION BLURRED","0","1 (5.9%)","1 (3.0%)","0","0.0 (0.0, 0.0)","5.9 (-5.3, 17.1)","VALUE",9,1,43,0,0
"CONJUNCTIVITIS","0","0","0","1 (5.3%)","-5.3 (-15.3, 4.8)","-5.3 (-15.3, 4.8)","VALUE",9,1,44,0,0
"Gastrointestinal disorders","1 (6.2%)","0","1 (3.0%)","2 (10.5%)","-4.3 (-22.5, 13.9)","-10.5 (-24.3, 3.3)","VALUE",10,0,44,1,0
"VOMITING","1 (6.2%)","0","1 (3.0%)","0","6.2 (-5.6, 18.1)","0.0 (0.0, 0.0)","VALUE",10,1,45,0,0
"DIARRHOEA","0","0","0","1 (5.3%)","-5.3 (-15.3, 4.8)","-5.3 (-15.3, 4.8)","VALUE",10,1,46,0,0
"GLOSSITIS","0","0","0","1 (5.3%)","-5.3 (-15.3, 4.8)","-5.3 (-15.3, 4.8)","VALUE",10,1,47,0,0
"Infections and infestations","0","1 (5.9%)","1 (3.0%)","1 (5.3%)","-5.3 (-15.3, 4.8)","0.6 (-14.4, 15.6)","VALUE",11,0,47,1,0
"NASOPHARYNGITIS","0","1 (5.9%)","1 (3.0%)","0","0.0 (0.0, 0.0)","5.9 (-5.3, 17.1)","VALUE",11,1,48,0,0
"INFLUENZA","0","0","0","1 (5.3%)","-5.3 (-15.3, 4.8)","-5.3 (-15.3, 4.8)","VALUE",11,1,49,0,0
"Injury, poisoning and procedural complications","0","1 (5.9%)","1 (3.0%)","0","0.0 (0.0, 0.0)","5.9 (-5.3, 17.1)","VALUE",12,0,49,1,0
"EXCORIATION","0","1 (5.9%)","1 (3.0%)","0","0.0 (0.0, 0.0)","5.9 (-5.3, 17.1)","VALUE",12,1,50,0,0
"Psychiatric disorders","0","1 (5.9%)","1 (3.0%)","0","0.0 (0.0, 0.0)","5.9 (-5.3, 17.1)","VALUE",13,0,50,1,0
"CONFUSIONAL STATE","0","1 (5.9%)","1 (3.0%)","0","0.0 (0.0, 0.0)","5.9 (-5.3, 17.1)","VALUE",13,1,51,0,0
"Vascular disorders","1 (6.2%)","0","1 (3.0%)","0","6.2 (-5.6, 18.1)","0.0 (0.0, 0.0)","VALUE",14,0,51,1,0
"WOUND HAEMORRHAGE","1 (6.2%)","0","1 (3.0%)","0","6.2 (-5.6, 18.1)","0.0 (0.0, 0.0)","VALUE",14,1,52,0,0
"Age Group: ≥75 years","29","51","80","33","","","VALUE",2,0,0,0,1
""," "," "," "," "," "," ","VALUE",2,0,1,0,0
"Subjects with ≥1 SAE","27 (93.1%)","36 (70.6%)","63 (78.8%)","23 (69.7%)","23.4 (5.2, 41.6)","0.9 (-19.2, 20.9)","VALUE",2,0,2,0,0
""," "," "," "," "," "," ","VALUE",2,0,3,0,0
"Skin and subcutaneous tissue disorders","17 (58.6%)","16 (31.4%)","33 (41.2%)","8 (24.2%)","34.4 (11.2, 57.5)","7.1 (-12.3, 26.5)","VALUE",2,0,4,0,0
"PRURITUS","6 (20.7%)","6 (11.8%)","12 (15.0%)","3 (9.1%)","11.6 (-6.1, 29.3)","2.7 (-10.5, 15.9)","VALUE",2,1,5,0,0
"ERYTHEMA","7 (24.1%)","3 (5.9%)","10 (12.5%)","3 (9.1%)","15.0 (-3.4, 33.5)","-3.2 (-15.0, 8.5)","VALUE",2,1,6,0,0
"HYPERHIDROSIS","3 (10.3%)","3 (5.9%)","6 (7.5%)","1 (3.0%)","7.3 (-5.2, 19.8)","2.9 (-5.9, 11.6)","VALUE",2,1,7,0,0
"SKIN IRRITATION","2 (6.9%)","3 (5.9%)","5 (6.2%)","3 (9.1%)","-2.2 (-15.7, 11.3)","-3.2 (-15.0, 8.5)","VALUE",2,1,8,0,0
"RASH","1 (3.4%)","3 (5.9%)","4 (5.0%)","1 (3.0%)","0.4 (-8.4, 9.3)","2.9 (-5.9, 11.6)","VALUE",2,1,9,0,0
"RASH PRURITIC","1 (3.4%)","1 (2.0%)","2 (2.5%)","0","3.4 (-3.2, 10.1)","2.0 (-1.8, 5.8)","VALUE",2,1,10,0,0
"BLISTER","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",2,1,11,0,0
"PRURITUS GENERALISED","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",2,1,12,0,0
"URTICARIA","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",2,1,13,0,0
"SKIN ULCER","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",2,1,14,0,0
"General disorders and administration site conditions","10 (34.5%)","16 (31.4%)","26 (32.5%)","4 (12.1%)","22.4 (1.8, 42.9)","19.3 (2.3, 36.2)","VALUE",3,0,14,1,0
"APPLICATION SITE ERYTHEMA","2 (6.9%)","5 (9.8%)","7 (8.8%)","0","6.9 (-2.3, 16.1)","9.8 (1.6, 18.0)","VALUE",3,1,15,0,0
"APPLICATION SITE PRURITUS","3 (10.3%)","4 (7.8%)","7 (8.8%)","2 (6.1%)","4.3 (-9.5, 18.0)","1.8 (-9.2, 12.8)","VALUE",3,1,16,0,0
"APPLICATION SITE DERMATITIS","2 (6.9%)","4 (7.8%)","6 (7.5%)","1 (3.0%)","3.9 (-7.1, 14.8)","4.8 (-4.6, 14.2)","VALUE",3,1,17,0,0
"APPLICATION SITE IRRITATION","2 (6.9%)","2 (3.9%)","4 (5.0%)","1 (3.0%)","3.9 (-7.1, 14.8)","0.9 (-7.0, 8.8)","VALUE",3,1,18,0,0
"FATIGUE","2 (6.9%)","2 (3.9%)","4 (5.0%)","0","6.9 (-2.3, 16.1)","3.9 (-1.4, 9.2)","VALUE",3,1,19,0,0
"APPLICATION SITE VESICLES","2 (6.9%)","0","2 (2.5%)","0","6.9 (-2.3, 16.1)","0.0 (0.0, 0.0)","VALUE",3,1,20,0,0
"OEDEMA PERIPHERAL","1 (3.4%)","1 (2.0%)","2 (2.5%)","1 (3.0%)","0.4 (-8.4, 9.3)","-1.1 (-8.0, 5.9)","VALUE",3,1,21,0,0
"APPLICATION SITE BLEEDING","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",3,1,22,0,0
"APPLICATION SITE DESQUAMATION","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",3,1,23,0,0
"APPLICATION SITE PAIN","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",3,1,24,0,0
"APPLICATION SITE REACTION","1 (3.4%)","0","1 (1.2%)","1 (3.0%)","0.4 (-8.4, 9.3)","-3.0 (-8.9, 2.8)","VALUE",3,1,25,0,0
"CHEST PAIN","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",3,1,26,0,0
"CHILLS","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",3,1,27,0,0
"MALAISE","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",3,1,28,0,0
"SUDDEN DEATH","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",3,1,29,0,0
"ULCER","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",3,1,30,0,0
"Nervous system disorders","5 (17.2%)","9 (17.6%)","14 (17.5%)","1 (3.0%)","14.2 (-0.7, 29.2)","14.6 (2.6, 26.6)","VALUE",4,0,30,1,0
"DIZZINESS","2 (6.9%)","2 (3.9%)","4 (5.0%)","0","6.9 (-2.3, 16.1)","3.9 (-1.4, 9.2)","VALUE",4,1,31,0,0
"HEADACHE","1 (3.4%)","2 (3.9%)","3 (3.8%)","0","3.4 (-3.2, 10.1)","3.9 (-1.4, 9.2)","VALUE",4,1,32,0,0
"SOMNOLENCE","0","2 (3.9%)","2 (2.5%)","1 (3.0%)","-3.0 (-8.9, 2.8)","0.9 (-7.0, 8.8)","VALUE",4,1,33,0,0
"BURNING SENSATION","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",4,1,34,0,0
"COORDINATION ABNORMAL","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",4,1,35,0,0
"HEMIANOPIA HOMONYMOUS","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",4,1,36,0,0
"LETHARGY","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",4,1,37,0,0
"SYNCOPE","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",4,1,38,0,0
"TRANSIENT ISCHAEMIC ATTACK","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",4,1,39,0,0
"Cardiac disorders","6 (20.7%)","6 (11.8%)","12 (15.0%)","3 (9.1%)","11.6 (-6.1, 29.3)","2.7 (-10.5, 15.9)","VALUE",5,0,39,1,0
"SINUS BRADYCARDIA","3 (10.3%)","1 (2.0%)","4 (5.0%)","0","10.3 (-0.7, 21.4)","2.0 (-1.8, 5.8)","VALUE",5,1,40,0,0
"MYOCARDIAL INFARCTION","2 (6.9%)","1 (2.0%)","3 (3.8%)","2 (6.1%)","0.8 (-11.5, 13.1)","-4.1 (-13.1, 4.9)","VALUE",5,1,41,0,0
"ATRIAL FLUTTER","1 (3.4%)","1 (2.0%)","2 (2.5%)","0","3.4 (-3.2, 10.1)","2.0 (-1.8, 5.8)","VALUE",5,1,42,0,0
"VENTRICULAR EXTRASYSTOLES","0","2 (3.9%)","2 (2.5%)","0","0.0 (0.0, 0.0)","3.9 (-1.4, 9.2)","VALUE",5,1,43,0,0
"BUNDLE BRANCH BLOCK RIGHT","0","1 (2.0%)","1 (1.2%)","1 (3.0%)","-3.0 (-8.9, 2.8)","-1.1 (-8.0, 5.9)","VALUE",5,1,44,0,0
"WOLFF-PARKINSON-WHITE SYNDROME","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",5,1,45,0,0
"SUPRAVENTRICULAR EXTRASYSTOLES","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",5,1,46,0,0
"TACHYCARDIA","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",5,1,47,0,0
"Gastrointestinal disorders","6 (20.7%)","5 (9.8%)","11 (13.8%)","1 (3.0%)","17.7 (1.8, 33.5)","6.8 (-3.3, 16.8)","VALUE",6,0,47,1,0
