"label","col 1","col 2","col 3","col 4","col 5","row_type","anbr","indentme","roworder","newrows"
"HEADACHE","4.4","1.9","2.2","2.22 (-2.38, 6.81)","-0.32 (-3.59, 2.95)","VALUE",3,0,13,0
"SKIN IRRITATION","4.4","3.9","2.2","2.19 (-2.36, 6.73)","1.71 (-2.25, 5.67)","VALUE",3,0,14,0
"FATIGUE","4.3","3.3","0.7","3.56 (-0.44, 7.57)","2.53 (-0.65, 5.71)","VALUE",3,0,15,0
"COUGH","4.3","3.2","0.7","3.55 (-0.45, 7.54)","2.47 (-0.66, 5.61)","VALUE",3,0,16,0
"APPLICATION SITE VESICLES","4.2","3.2","0.7","3.51 (-0.46, 7.49)","2.47 (-0.67, 5.62)","VALUE",3,0,17,0
"MYOCARDIAL INFARCTION","3.3","1.2","3.0","0.40 (-3.98, 4.77)","-1.71 (-5.07, 1.66)","VALUE",3,0,18,0
"SALIVARY HYPERSECRETION","3.3","0.0","0.0","3.26 (0.07, 6.45)","0.00 (0.00, 0.00)","VALUE",3,0,19,0
"DIARRHOEA","2.6","3.2","6.8","-4.27 (-9.60, 1.06)","-3.64 (-8.92, 1.63)","VALUE",3,0,20,0
"BACK PAIN","2.6","0.6","0.7","1.85 (-1.37, 5.07)","-0.10 (-1.95, 1.76)","VALUE",3,0,21,0
"UPPER RESPIRATORY TRACT INFECTION","2.6","0.6","4.5","-1.90 (-6.49, 2.69)","-3.84 (-7.60, -0.08)","VALUE",3,0,22,0
"NASAL CONGESTION","2.5","0.6","2.2","0.35 (-3.43, 4.12)","-1.56 (-4.31, 1.18)","VALUE",3,0,23,0
"MALAISE","1.7","0.6","0.0","1.69 (-0.65, 4.03)","0.62 (-0.59, 1.83)","VALUE",3,0,24,0
"RASH PRURITIC","1.7","0.6","0.0","1.69 (-0.65, 4.02)","0.61 (-0.59, 1.82)","VALUE",3,0,25,0
"APPLICATION SITE PERSPIRATION","1.7","0.0","0.0","1.68 (-0.65, 4.01)","0.00 (0.00, 0.00)","VALUE",3,0,26,0
"BURNING SENSATION","1.7","0.0","0.0","1.68 (-0.65, 4.00)","0.00 (0.00, 0.00)","VALUE",3,0,27,0
"HIP FRACTURE","1.7","0.0","0.7","0.96 (-1.76, 3.67)","-0.72 (-2.13, 0.69)","VALUE",3,0,28,0
"INSOMNIA","1.7","0.0","1.5","0.21 (-2.86, 3.28)","-1.46 (-3.48, 0.56)","VALUE",3,0,29,0
"VENTRICULAR SEPTAL DEFECT","1.7","0.6","0.0","1.66 (-0.64, 3.95)","0.62 (-0.59, 1.83)","VALUE",3,0,30,0
"CONTUSION","1.7","0.6","0.7","0.94 (-1.75, 3.63)","-0.10 (-1.95, 1.75)","VALUE",3,0,31,0
"EPISTAXIS","1.7","0.6","0.0","1.66 (-0.64, 3.95)","0.61 (-0.59, 1.82)","VALUE",3,0,32,0
"OEDEMA PERIPHERAL","1.7","0.6","0.7","0.93 (-1.76, 3.63)","-0.11 (-1.97, 1.74)","VALUE",3,0,33,0
"APPLICATION SITE PAIN","1.7","0.0","0.0","1.65 (-0.64, 3.94)","0.00 (0.00, 0.00)","VALUE",3,0,34,0
"APPLICATION SITE SWELLING","1.6","0.6","0.0","1.65 (-0.64, 3.93)","0.61 (-0.59, 1.82)","VALUE",3,0,35,0
"ATRIAL FIBRILLATION","1.6","1.2","0.7","0.93 (-1.75, 3.61)","0.53 (-1.70, 2.76)","VALUE",3,0,36,0
"SYNCOPE","1.6","3.2","0.0","1.64 (-0.63, 3.92)","3.17 (0.39, 5.95)","VALUE",3,0,37,0
"CHEST PAIN","1.6","0.0","0.0","1.63 (-0.63, 3.90)","0.00 (0.00, 0.00)","VALUE",3,0,38,0
"APPLICATION SITE DISCHARGE","0.8","0.0","0.0","0.83 (-0.79, 2.44)","0.00 (0.00, 0.00)","VALUE",3,0,39,0
"SKIN LESION EXCISION","0.8","0.0","0.0","0.83 (-0.79, 2.44)","0.00 (0.00, 0.00)","VALUE",3,0,40,0
"DELIRIUM","0.8","0.0","0.0","0.83 (-0.79, 2.44)","0.00 (0.00, 0.00)","VALUE",3,0,41,0
"STOMACH DISCOMFORT","0.8","0.0","0.0","0.82 (-0.79, 2.44)","0.00 (0.00, 0.00)","VALUE",3,0,42,0
"PAIN","0.8","0.6","0.0","0.82 (-0.79, 2.44)","0.61 (-0.59, 1.82)","VALUE",3,0,43,0
"URTICARIA","0.8","0.6","0.0","0.82 (-0.79, 2.44)","0.62 (-0.59, 1.83)","VALUE",3,0,44,0
"MYALGIA","0.8","0.0","0.0","0.82 (-0.79, 2.44)","0.00 (0.00, 0.00)","VALUE",3,0,45,0
"PHARYNGOLARYNGEAL PAIN","0.8","0.6","0.0","0.82 (-0.79, 2.44)","0.62 (-0.59, 1.83)","VALUE",3,0,46,0
"PRODUCTIVE COUGH","0.8","0.0","0.0","0.82 (-0.79, 2.44)","0.00 (0.00, 0.00)","VALUE",3,0,47,0
"ABDOMINAL DISCOMFORT","0.8","0.0","0.0","0.82 (-0.79, 2.44)","0.00 (0.00, 0.00)","VALUE",3,0,48,0
"RESPIRATORY TRACT CONGESTION","0.8","0.0","0.0","0.82 (-0.79, 2.44)","0.00 (0.00, 0.00)","VALUE",3,0,49,0
"RHINITIS","0.8","0.0","0.0","0.82 (-0.79, 2.44)","0.00 (0.00, 0.00)","VALUE",3,0,50,0
"FEELING ABNORMAL","0.8","0.0","0.0","0.82 (-0.79, 2.44)","0.00 (0.00, 0.00)","VALUE",3,0,51,0
"LIBIDO DECREASED","0.8","0.0","0.0","0.82 (-0.79, 2.44)","0.00 (0.00, 0.00)","VALUE",3,0,52,0
"LISTLESS","0.8","0.0","0.0","0.82 (-0.79, 2.44)","0.00 (0.00, 0.00)","VALUE",3,0,53,0
"VISION BLURRED","0.8","0.6","0.0","0.82 (-0.79, 2.44)","0.61 (-0.59, 1.81)","VALUE",3,0,54,0
"COGNITIVE DISORDER","0.8","0.0","0.0","0.82 (-0.79, 2.43)","0.00 (0.00, 0.00)","VALUE",3,0,55,0
"INCREASED APPETITE","0.8","0.0","0.7","0.11 (-2.03, 2.24)","-0.72 (-2.12, 0.69)","VALUE",3,0,56,0
"CHILLS","0.8","0.6","0.7","0.10 (-2.04, 2.24)","-0.10 (-1.96, 1.76)","VALUE",3,0,57,0
"ABNORMAL UTERINE BLEEDING","0.8","0.0","0.7","0.10 (-2.04, 2.24)","-0.72 (-2.13, 0.69)","VALUE",3,0,58,0
"CONFUSIONAL STATE","0.8","1.9","1.5","-0.63 (-3.21, 1.95)","0.43 (-2.50, 3.37)","VALUE",3,0,59,0
"SOMNOLENCE","0.8","1.9","1.5","-0.64 (-3.22, 1.95)","0.40 (-2.52, 3.32)","VALUE",3,0,60,0
"PRURITUS GENERALISED","0.8","0.6","0.0","0.82 (-0.79, 2.43)","0.62 (-0.59, 1.83)","VALUE",3,0,61,0
"VENTRICULAR EXTRASYSTOLES","0.8","1.3","0.0","0.82 (-0.79, 2.43)","1.25 (-0.48, 2.99)","VALUE",3,0,62,0
"AMNESIA","0.8","0.0","0.0","0.82 (-0.79, 2.43)","0.00 (0.00, 0.00)","VALUE",3,0,63,0
"LETHARGY","0.8","0.6","0.0","0.82 (-0.79, 2.43)","0.62 (-0.59, 1.83)","VALUE",3,0,64,0
"NIGHTMARE","0.8","0.0","0.0","0.82 (-0.79, 2.43)","0.00 (0.00, 0.00)","VALUE",3,0,65,0
"ABDOMINAL PAIN","0.8","1.9","0.7","0.09 (-2.05, 2.24)","1.14 (-1.41, 3.69)","VALUE",3,0,66,0
"BIOPSY","0.8","0.0","0.0","0.82 (-0.79, 2.43)","0.00 (0.00, 0.00)","VALUE",3,0,67,0
"BLOOD CHOLESTEROL INCREASED","0.8","0.0","0.0","0.82 (-0.79, 2.43)","0.00 (0.00, 0.00)","VALUE",3,0,68,0
"ALLERGIC GRANULOMATOUS ANGIITIS","0.8","0.0","0.0","0.82 (-0.79, 2.43)","0.00 (0.00, 0.00)","VALUE",3,0,69,0
"DECREASED APPETITE","0.8","0.0","0.7","0.10 (-2.05, 2.24)","-0.72 (-2.14, 0.69)","VALUE",3,0,70,0
"ALCOHOL USE","0.8","0.0","0.0","0.82 (-0.79, 2.43)","0.00 (0.00, 0.00)","VALUE",3,0,71,0
"CYSTITIS","0.8","0.0","0.7","0.10 (-2.03, 2.24)","-0.72 (-2.12, 0.69)","VALUE",3,0,72,0
"FEELING COLD","0.8","0.0","0.0","0.82 (-0.79, 2.43)","0.00 (0.00, 0.00)","VALUE",3,0,73,0
"CHEST DISCOMFORT","0.8","0.6","0.0","0.82 (-0.79, 2.42)","0.61 (-0.59, 1.81)","VALUE",3,0,74,0
"WOUND HAEMORRHAGE","0.8","0.0","0.0","0.82 (-0.79, 2.42)","0.00 (0.00, 0.00)","VALUE",3,0,75,0
"HALLUCINATION, VISUAL","0.8","0.0","0.0","0.82 (-0.78, 2.42)","0.00 (0.00, 0.00)","VALUE",3,0,76,0
"PARTIAL SEIZURES WITH SECONDARY GENERALISATION","0.8","0.0","0.0","0.82 (-0.78, 2.42)","0.00 (0.00, 0.00)","VALUE",3,0,77,0
"SUPRAVENTRICULAR EXTRASYSTOLES","0.8","0.6","0.7","0.09 (-2.04, 2.23)","-0.11 (-1.97, 1.75)","VALUE",3,0,78,0
"BIOPSY PROSTATE","0.8","0.0","0.0","0.82 (-0.78, 2.42)","0.00 (0.00, 0.00)","VALUE",3,0,79,0
"BENIGN PROSTATIC HYPERPLASIA","0.8","0.0","0.7","0.09 (-2.05, 2.23)","-0.73 (-2.15, 0.70)","VALUE",3,0,80,0
"MICTURITION URGENCY","0.8","0.6","0.7","0.09 (-2.05, 2.23)","-0.11 (-1.97, 1.75)","VALUE",3,0,81,0
"GASTROINTESTINAL HAEMORRHAGE","0.8","0.0","0.0","0.81 (-0.78, 2.41)","0.00 (0.00, 0.00)","VALUE",3,0,82,0
"ELECTROCARDIOGRAM T WAVE INVERSION","0.8","0.6","1.5","-0.65 (-3.23, 1.93)","-0.85 (-3.21, 1.51)","VALUE",3,0,83,0
"VERTIGO","0.8","0.6","0.0","0.81 (-0.78, 2.41)","0.62 (-0.59, 1.83)","VALUE",3,0,84,0
"SKIN ODOUR ABNORMAL","0.8","0.0","0.0","0.81 (-0.78, 2.40)","0.00 (0.00, 0.00)","VALUE",3,0,85,0
"TRANSIENT ISCHAEMIC ATTACK","0.8","1.2","0.0","0.81 (-0.78, 2.40)","1.23 (-0.47, 2.93)","VALUE",3,0,86,0
"DYSPNOEA","0.8","0.6","0.7","0.09 (-2.03, 2.22)","-0.10 (-1.96, 1.75)","VALUE",3,0,87,0
"ARTHRALGIA","0.8","1.2","0.7","0.10 (-2.02, 2.22)","0.52 (-1.69, 2.73)","VALUE",3,0,88,0
"ARTHRITIS","0.8","0.0","0.0","0.81 (-0.78, 2.40)","0.00 (0.00, 0.00)","VALUE",3,0,89,0
"HORDEOLUM","0.8","0.0","0.0","0.81 (-0.78, 2.40)","0.00 (0.00, 0.00)","VALUE",3,0,90,0
"SYNCOPE VASOVAGAL","0.8","0.0","0.0","0.81 (-0.78, 2.40)","0.00 (0.00, 0.00)","VALUE",3,0,91,0
"CARDIAC DISORDER","0.8","0.0","0.0","0.81 (-0.78, 2.40)","0.00 (0.00, 0.00)","VALUE",3,0,92,0
"INFLUENZA","0.8","0.6","0.7","0.09 (-2.05, 2.22)","-0.10 (-1.97, 1.77)","VALUE",3,0,93,0
"NEPHROLITHIASIS","0.8","0.0","0.7","0.08 (-2.06, 2.22)","-0.73 (-2.17, 0.70)","VALUE",3,0,94,0
"URINARY TRACT INFECTION","0.8","0.0","1.5","-0.66 (-3.25, 1.92)","-1.47 (-3.52, 0.57)","VALUE",3,0,95,0
"LOWER RESPIRATORY TRACT INFECTION","0.8","0.0","0.0","0.81 (-0.78, 2.40)","0.00 (0.00, 0.00)","VALUE",3,0,96,0
"ACROCHORDON EXCISION","0.8","0.0","0.0","0.81 (-0.78, 2.39)","0.00 (0.00, 0.00)","VALUE",3,0,97,0
"FLANK PAIN","0.8","0.0","0.0","0.81 (-0.78, 2.39)","0.00 (0.00, 0.00)","VALUE",3,0,98,0
"HYPERSOMNIA","0.8","0.0","0.0","0.81 (-0.78, 2.39)","0.00 (0.00, 0.00)","VALUE",3,0,99,0
"CALCULUS URETHRAL","0.8","0.0","0.0","0.81 (-0.78, 2.39)","0.00 (0.00, 0.00)","VALUE",3,0,100,0
"FACIAL BONES FRACTURE","0.8","0.0","0.0","0.81 (-0.78, 2.39)","0.00 (0.00, 0.00)","VALUE",3,0,101,0
"FALL","0.8","1.2","0.7","0.09 (-2.03, 2.21)","0.52 (-1.70, 2.73)","VALUE",3,0,102,0
"ACTINIC KERATOSIS","0.8","0.0","0.0","0.81 (-0.77, 2.39)","0.00 (0.00, 0.00)","VALUE",3,0,103,0
"APPLICATION SITE REACTION","0.8","0.0","0.7","0.08 (-2.05, 2.21)","-0.73 (-2.16, 0.70)","VALUE",3,0,104,0
"ERECTILE DYSFUNCTION","0.8","0.0","0.7","0.08 (-2.04, 2.21)","-0.72 (-2.14, 0.70)","VALUE",3,0,105,0
"ATRIAL FLUTTER","0.8","0.6","0.0","0.81 (-0.77, 2.39)","0.62 (-0.59, 1.83)","VALUE",3,0,106,0
"EXCORIATION","0.8","0.6","1.4","-0.64 (-3.19, 1.91)","-0.83 (-3.17, 1.52)","VALUE",3,0,107,0
"BLISTER","0.8","3.1","0.0","0.81 (-0.77, 2.39)","3.12 (0.39, 5.86)","VALUE",3,0,108,0
"MUSCLE SPASMS","0.8","0.6","0.0","0.81 (-0.77, 2.38)","0.62 (-0.60, 1.84)","VALUE",3,0,109,0
"PARAESTHESIA","0.8","0.0","0.0","0.81 (-0.77, 2.38)","0.00 (0.00, 0.00)","VALUE",3,0,110,0
"DELUSION","0.8","0.0","0.7","0.09 (-2.03, 2.20)","-0.72 (-2.13, 0.69)","VALUE",3,0,111,0
"HALLUCINATION","0.8","0.0","0.0","0.81 (-0.77, 2.38)","0.00 (0.00, 0.00)","VALUE",3,0,112,0
"BLOOD GLUCOSE INCREASED","0.8","0.6","0.0","0.81 (-0.77, 2.38)","0.62 (-0.59, 1.82)","VALUE",3,0,113,0
"PHARYNGEAL ERYTHEMA","0.8","0.0","0.0","0.80 (-0.77, 2.38)","0.00 (0.00, 0.00)","VALUE",3,0,114,0
"PROSTATE CANCER","0.8","0.0","0.0","0.80 (-0.77, 2.38)","0.00 (0.00, 0.00)","VALUE",3,0,115,0
"PAROSMIA","0.8","0.0","0.0","0.80 (-0.77, 2.38)","0.00 (0.00, 0.00)","VALUE",3,0,116,0
"APPLICATION SITE URTICARIA","0.8","1.3","0.0","0.80 (-0.77, 2.38)","1.25 (-0.48, 2.99)","VALUE",3,0,117,0
"RHINORRHOEA","0.8","0.6","0.0","0.80 (-0.77, 2.37)","0.62 (-0.60, 1.84)","VALUE",3,0,118,0
"AGITATION","0.0","1.9","1.5","-1.47 (-3.50, 0.57)","0.42 (-2.53, 3.36)","VALUE",3,0,119,0
"ALOPECIA","0.0","0.0","0.7","-0.72 (-2.12, 0.69)","-0.72 (-2.12, 0.69)","VALUE",3,0,120,0
"ANXIETY","0.0","1.9","0.0","0.00 (0.00, 0.00)","1.90 (-0.25, 4.05)","VALUE",3,0,121,0
"APPLICATION SITE BLEEDING","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.81)","VALUE",3,0,122,0
"APPLICATION SITE DESQUAMATION","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.81)","VALUE",3,0,123,0
"APPLICATION SITE DISCOLOURATION","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.81)","VALUE",3,0,124,0
"APPLICATION SITE INDURATION","0.0","0.0","0.7","-0.72 (-2.13, 0.69)","-0.72 (-2.13, 0.69)","VALUE",3,0,125,0
"APPLICATION SITE WARMTH","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.82)","VALUE",3,0,126,0
"ASTHENIA","0.0","0.6","0.7","-0.73 (-2.16, 0.70)","-0.12 (-1.99, 1.75)","VALUE",3,0,127,0
"ATRIAL HYPERTROPHY","0.0","0.0","0.7","-0.73 (-2.15, 0.70)","-0.73 (-2.15, 0.70)","VALUE",3,0,128,0
"ATRIOVENTRICULAR BLOCK FIRST DEGREE","0.0","0.6","0.7","-0.73 (-2.15, 0.70)","-0.11 (-1.98, 1.76)","VALUE",3,0,129,0
"ATRIOVENTRICULAR BLOCK SECOND DEGREE","0.0","0.0","0.7","-0.72 (-2.14, 0.70)","-0.72 (-2.14, 0.70)","VALUE",3,0,130,0
"BALANCE DISORDER","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.82)","VALUE",3,0,131,0
"BLEEDING ANOVULATORY","0.0","0.6","0.7","-0.72 (-2.12, 0.69)","-0.10 (-1.95, 1.75)","VALUE",3,0,132,0
"BLOOD ALKALINE PHOSPHATASE INCREASED","0.0","0.0","0.7","-0.72 (-2.13, 0.69)","-0.72 (-2.13, 0.69)","VALUE",3,0,133,0
"BLOOD CREATINE PHOSPHOKINASE INCREASED","0.0","0.0","0.7","-0.72 (-2.13, 0.69)","-0.72 (-2.13, 0.69)","VALUE",3,0,134,0
"BLOOD URINE PRESENT","0.0","0.0","0.7","-0.73 (-2.15, 0.70)","-0.73 (-2.15, 0.70)","VALUE",3,0,135,0
"BODY TEMPERATURE INCREASED","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.81)","VALUE",3,0,136,0
"BRADYCARDIA","0.0","0.0","0.7","-0.72 (-2.12, 0.69)","-0.72 (-2.12, 0.69)","VALUE",3,0,137,0
"BRONCHITIS","0.0","0.0","0.7","-0.72 (-2.14, 0.69)","-0.72 (-2.14, 0.69)","VALUE",3,0,138,0
"BUNDLE BRANCH BLOCK LEFT","0.0","0.0","0.7","-0.71 (-2.12, 0.69)","-0.71 (-2.12, 0.69)","VALUE",3,0,139,0
"BUNDLE BRANCH BLOCK RIGHT","0.0","0.6","0.7","-0.72 (-2.14, 0.69)","-0.10 (-1.97, 1.76)","VALUE",3,0,140,0
"CARDIAC FAILURE CONGESTIVE","0.0","0.0","0.7","-0.72 (-2.13, 0.69)","-0.72 (-2.13, 0.69)","VALUE",3,0,141,0
"CATARACT OPERATION","0.0","0.6","0.7","-0.72 (-2.15, 0.70)","-0.11 (-1.97, 1.76)","VALUE",3,0,142,0
"CELLULITIS","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.82)","VALUE",3,0,143,0
"CERUMEN IMPACTION","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.82)","VALUE",3,0,144,0
"CERVICITIS","0.0","0.0","0.7","-0.73 (-2.16, 0.70)","-0.73 (-2.16, 0.70)","VALUE",3,0,145,0
"COLD SWEAT","0.0","0.0","0.7","-0.72 (-2.12, 0.69)","-0.72 (-2.12, 0.69)","VALUE",3,0,146,0
"COLON CANCER","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.81)","VALUE",3,0,147,0
"COMPLETED SUICIDE","0.0","0.0","0.7","-0.72 (-2.13, 0.69)","-0.72 (-2.13, 0.69)","VALUE",3,0,148,0
"COMPLEX PARTIAL SEIZURES","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.81)","VALUE",3,0,149,0
"CONJUNCTIVAL HAEMORRHAGE","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.82)","VALUE",3,0,150,0
"CONJUNCTIVITIS","0.0","0.0","0.7","-0.72 (-2.12, 0.69)","-0.72 (-2.12, 0.69)","VALUE",3,0,151,0
"CONSTIPATION","0.0","0.0","0.7","-0.73 (-2.15, 0.70)","-0.73 (-2.15, 0.70)","VALUE",3,0,152,0
"COORDINATION ABNORMAL","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.82)","VALUE",3,0,153,0
"CYSTOSCOPY","0.0","0.0","0.7","-0.73 (-2.15, 0.70)","-0.73 (-2.15, 0.70)","VALUE",3,0,154,0
"DEHYDRATION","0.0","0.0","0.7","-0.73 (-2.15, 0.70)","-0.73 (-2.15, 0.70)","VALUE",3,0,155,0
"DEPRESSED MOOD","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.59, 1.82)","VALUE",3,0,156,0
"DERMATITIS CONTACT","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.60, 1.84)","VALUE",3,0,157,0
"DIABETES MELLITUS","0.0","0.0","0.7","-0.72 (-2.12, 0.69)","-0.72 (-2.12, 0.69)","VALUE",3,0,158,0
"DISORIENTATION","0.0","0.0","0.7","-0.72 (-2.14, 0.70)","-0.72 (-2.14, 0.70)","VALUE",3,0,159,0
"DISTURBANCE IN SEXUAL AROUSAL","0.0","0.6","0.7","-0.71 (-2.11, 0.69)","-0.10 (-1.95, 1.76)","VALUE",3,0,160,0
"DRUG ERUPTION","0.0","0.0","0.7","-0.72 (-2.12, 0.69)","-0.72 (-2.12, 0.69)","VALUE",3,0,161,0
"DYSPEPSIA","0.0","0.6","0.7","-0.73 (-2.16, 0.70)","-0.11 (-1.99, 1.77)","VALUE",3,0,162,0
"DYSPHAGIA","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.81)","VALUE",3,0,163,0
"DYSPHONIA","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.59, 1.82)","VALUE",3,0,164,0
"DYSURIA","0.0","0.6","0.7","-0.73 (-2.16, 0.70)","-0.12 (-1.99, 1.74)","VALUE",3,0,165,0
"EAR INFECTION","0.0","0.0","1.5","-1.45 (-3.46, 0.56)","-1.45 (-3.46, 0.56)","VALUE",3,0,166,0
"EAR PAIN","0.0","0.0","0.7","-0.72 (-2.13, 0.69)","-0.72 (-2.13, 0.69)","VALUE",3,0,167,0
"ELECTROCARDIOGRAM ST SEGMENT DEPRESSION","0.0","0.6","3.0","-2.99 (-5.91, -0.06)","-2.37 (-5.53, 0.80)","VALUE",3,0,168,0
"ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED","0.0","0.6","0.7","-0.72 (-2.14, 0.69)","-0.11 (-1.97, 1.76)","VALUE",3,0,169,0
"EMPHYSEMA","0.0","0.0","0.7","-0.73 (-2.15, 0.70)","-0.73 (-2.15, 0.70)","VALUE",3,0,170,0
"EYE ALLERGY","0.0","0.0","0.7","-0.72 (-2.13, 0.69)","-0.72 (-2.13, 0.69)","VALUE",3,0,171,0
"EYE LASER SURGERY","0.0","0.0","0.7","-0.73 (-2.16, 0.70)","-0.73 (-2.16, 0.70)","VALUE",3,0,172,0
"EYE PRURITUS","0.0","0.0","0.7","-0.72 (-2.13, 0.69)","-0.72 (-2.13, 0.69)","VALUE",3,0,173,0
"EYE SWELLING","0.0","0.0","0.7","-0.72 (-2.13, 0.69)","-0.72 (-2.13, 0.69)","VALUE",3,0,174,0
"FLATULENCE","0.0","0.0","0.7","-0.73 (-2.16, 0.70)","-0.73 (-2.16, 0.70)","VALUE",3,0,175,0
"FOOD CRAVING","0.0","0.6","0.7","-0.72 (-2.12, 0.69)","-0.11 (-1.95, 1.74)","VALUE",3,0,176,0
"GASTROENTERITIS VIRAL","0.0","0.0","0.7","-0.73 (-2.16, 0.70)","-0.73 (-2.16, 0.70)","VALUE",3,0,177,0
"GASTROOESOPHAGEAL REFLUX DISEASE","0.0","0.0","0.7","-0.73 (-2.16, 0.70)","-0.73 (-2.16, 0.70)","VALUE",3,0,178,0
"GLOSSITIS","0.0","0.0","0.7","-0.72 (-2.12, 0.69)","-0.72 (-2.12, 0.69)","VALUE",3,0,179,0
"HAEMOPTYSIS","0.0","0.0","0.7","-0.71 (-2.11, 0.69)","-0.71 (-2.11, 0.69)","VALUE",3,0,180,0
"HEART RATE INCREASED","0.0","0.0","0.7","-0.72 (-2.12, 0.69)","-0.72 (-2.12, 0.69)","VALUE",3,0,181,0
"HEART RATE IRREGULAR","0.0","0.0","0.7","-0.72 (-2.13, 0.69)","-0.72 (-2.13, 0.69)","VALUE",3,0,182,0
"HEMIANOPIA HOMONYMOUS","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.59, 1.83)","VALUE",3,0,183,0
"HIATUS HERNIA","0.0","0.0","0.7","-0.71 (-2.12, 0.69)","-0.71 (-2.12, 0.69)","VALUE",3,0,184,0
"HOT FLUSH","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.60, 1.84)","VALUE",3,0,185,0
"HYPERBILIRUBINAEMIA","0.0","0.0","0.7","-0.72 (-2.14, 0.69)","-0.72 (-2.14, 0.69)","VALUE",3,0,186,0
"HYPERSENSITIVITY","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.80)","VALUE",3,0,187,0
"HYPERTENSION","0.0","0.6","0.7","-0.73 (-2.15, 0.70)","-0.11 (-1.98, 1.75)","VALUE",3,0,188,0
"HYPONATRAEMIA","0.0","0.0","0.7","-0.72 (-2.13, 0.69)","-0.72 (-2.13, 0.69)","VALUE",3,0,189,0
"HYPOTENSION","0.0","0.6","1.5","-1.46 (-3.48, 0.56)","-0.84 (-3.20, 1.51)","VALUE",3,0,190,0
"INCONTINENCE","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.59, 1.83)","VALUE",3,0,191,0
"INFLAMMATION","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.60, 1.84)","VALUE",3,0,192,0
"IRRITABILITY","0.0","0.6","0.7","-0.72 (-2.14, 0.69)","-0.10 (-1.97, 1.76)","VALUE",3,0,193,0
