"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows"
"OEDEMA PERIPHERAL","1 (1.4%)","0","1 (1.8%)","0","0","0","VALUE",5,1,24,0
"PAIN","0","0","0","0","0","0","VALUE",5,1,25,0
"ASTHENIA","1 (1.4%)","0","0","0","0","1 (8.3%)","VALUE",5,1,26,0
"Nervous system disorders","18 (24.7%)","2 (2.7%)","6 (10.9%)","5 (12.8%)","3 (12.5%)","2 (16.7%)","VALUE",6,0,26,1
"DIZZINESS","8 (11.0%)","1 (1.4%)","2 (3.6%)","1 (2.6%)","2 (8.3%)","2 (16.7%)","VALUE",6,1,27,0
"HEADACHE","3 (4.1%)","0","0","1 (2.6%)","0","2 (16.7%)","VALUE",6,1,28,0
"COGNITIVE DISORDER","0","0","0","0","0","0","VALUE",6,1,29,0
"PARTIAL SEIZURES WITH SECONDARY GENERALISATION","0","0","0","0","0","0","VALUE",6,1,30,0
"SYNCOPE","3 (4.1%)","0","1 (1.8%)","2 (5.1%)","0","0","VALUE",6,1,31,0
"TRANSIENT ISCHAEMIC ATTACK","2 (2.7%)","0","1 (1.8%)","0","0","1 (8.3%)","VALUE",6,1,32,0
"STUPOR","1 (1.4%)","0","0","0","0","1 (8.3%)","VALUE",6,1,33,0
"Gastrointestinal disorders","10 (13.7%)","2 (2.7%)","2 (3.6%)","3 (7.7%)","2 (8.3%)","1 (8.3%)","VALUE",7,0,33,1
"NAUSEA","2 (2.7%)","0","1 (1.8%)","0","1 (4.2%)","0","VALUE",7,1,34,0
"VOMITING","2 (2.7%)","0","0","2 (5.1%)","0","0","VALUE",7,1,35,0
"SALIVARY HYPERSECRETION","0","0","0","0","0","0","VALUE",7,1,36,0
"DIARRHOEA","3 (4.1%)","0","1 (1.8%)","2 (5.1%)","0","0","VALUE",7,1,37,0
"STOMACH DISCOMFORT","0","0","0","0","0","0","VALUE",7,1,38,0
"GLOSSITIS","0","0","0","0","0","0","VALUE",7,1,39,0
"RECTAL HAEMORRHAGE","1 (1.4%)","0","0","0","0","1 (8.3%)","VALUE",7,1,40,0
"Cardiac disorders","11 (15.1%)","1 (1.4%)","1 (1.8%)","6 (15.4%)","1 (4.2%)","2 (16.7%)","VALUE",8,0,40,1
"SINUS BRADYCARDIA","4 (5.5%)","1 (1.4%)","1 (1.8%)","1 (2.6%)","1 (4.2%)","0","VALUE",8,1,41,0
"MYOCARDIAL INFARCTION","1 (1.4%)","0","0","0","0","1 (8.3%)","VALUE",8,1,42,0
"ATRIAL FIBRILLATION","2 (2.7%)","0","0","1 (2.6%)","0","1 (8.3%)","VALUE",8,1,43,0
"VENTRICULAR EXTRASYSTOLES","2 (2.7%)","0","0","2 (5.1%)","0","0","VALUE",8,1,44,0
"ATRIOVENTRICULAR BLOCK FIRST DEGREE","1 (1.4%)","0","0","0","0","1 (8.3%)","VALUE",8,1,45,0
"PALPITATIONS","2 (2.7%)","0","0","2 (5.1%)","0","0","VALUE",8,1,46,0
"SUPRAVENTRICULAR TACHYCARDIA","1 (1.4%)","0","0","0","0","1 (8.3%)","VALUE",8,1,47,0
"TACHYCARDIA","0","0","0","0","0","0","VALUE",8,1,48,0
"Infections and infestations","6 (8.2%)","3 (4.1%)","0","3 (7.7%)","0","0","VALUE",9,0,48,1
"NASOPHARYNGITIS","3 (4.1%)","1 (1.4%)","0","2 (5.1%)","0","0","VALUE",9,1,49,0
"UPPER RESPIRATORY TRACT INFECTION","0","0","0","0","0","0","VALUE",9,1,50,0
"HORDEOLUM","0","0","0","0","0","0","VALUE",9,1,51,0
"RHINITIS","0","0","0","0","0","0","VALUE",9,1,52,0
"EAR INFECTION","0","0","0","0","0","0","VALUE",9,1,53,0
"Respiratory, thoracic and mediastinal disorders","6 (8.2%)","3 (4.1%)","0","2 (5.1%)","0","1 (8.3%)","VALUE",10,0,53,1
"COUGH","4 (5.5%)","1 (1.4%)","0","2 (5.1%)","0","1 (8.3%)","VALUE",10,1,54,0
"NASAL CONGESTION","0","0","0","0","0","0","VALUE",10,1,55,0
"EPISTAXIS","0","0","0","0","0","0","VALUE",10,1,56,0
"PHARYNGOLARYNGEAL PAIN","0","0","0","0","0","0","VALUE",10,1,57,0
"PRODUCTIVE COUGH","0","0","0","0","0","0","VALUE",10,1,58,0
"RESPIRATORY TRACT CONGESTION","0","0","0","0","0","0","VALUE",10,1,59,0
"Psychiatric disorders","8 (11.0%)","4 (5.5%)","2 (3.6%)","2 (5.1%)","0","0","VALUE",11,0,59,1
"CONFUSIONAL STATE","3 (4.1%)","1 (1.4%)","1 (1.8%)","1 (2.6%)","0","0","VALUE",11,1,60,0
"DELIRIUM","0","0","0","0","0","0","VALUE",11,1,61,0
"DELUSION","0","0","0","0","0","0","VALUE",11,1,62,0
"HALLUCINATION","0","0","0","0","0","0","VALUE",11,1,63,0
"HALLUCINATION, VISUAL","0","0","0","0","0","0","VALUE",11,1,64,0
"INSOMNIA","0","0","0","0","0","0","VALUE",11,1,65,0
"LIBIDO DECREASED","0","0","0","0","0","0","VALUE",11,1,66,0
"LISTLESS","0","0","0","0","0","0","VALUE",11,1,67,0
"Investigations","7 (9.6%)","1 (1.4%)","1 (1.8%)","3 (7.7%)","0","2 (16.7%)","VALUE",12,0,67,1
"BLOOD GLUCOSE INCREASED","1 (1.4%)","0","0","1 (2.6%)","0","0","VALUE",12,1,68,0
"ELECTROCARDIOGRAM T WAVE INVERSION","1 (1.4%)","0","0","0","0","1 (8.3%)","VALUE",12,1,69,0
"ELECTROCARDIOGRAM ST SEGMENT DEPRESSION","1 (1.4%)","0","0","1 (2.6%)","0","0","VALUE",12,1,70,0
"ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED","1 (1.4%)","0","0","0","0","1 (8.3%)","VALUE",12,1,71,0
"Musculoskeletal and connective tissue disorders","5 (6.8%)","3 (4.1%)","0","2 (5.1%)","0","0","VALUE",13,0,71,1
"BACK PAIN","1 (1.4%)","1 (1.4%)","0","0","0","0","VALUE",13,1,72,0
"MYALGIA","0","0","0","0","0","0","VALUE",13,1,73,0
"Injury, poisoning and procedural complications","5 (6.8%)","3 (4.1%)","1 (1.8%)","1 (2.6%)","0","0","VALUE",14,0,73,1
"CONTUSION","1 (1.4%)","0","1 (1.8%)","0","0","0","VALUE",14,1,74,0
"Eye disorders","2 (2.7%)","0","0","1 (2.6%)","0","1 (8.3%)","VALUE",15,0,74,1
"VISION BLURRED","1 (1.4%)","0","0","0","0","1 (8.3%)","VALUE",15,1,75,0
"Metabolism and nutrition disorders","0","0","0","0","0","0","VALUE",16,0,75,1
"INCREASED APPETITE","0","0","0","0","0","0","VALUE",16,1,76,0
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","1 (1.4%)","0","0","0","1 (4.2%)","0","VALUE",17,0,76,1
"PROSTATE CANCER","0","0","0","0","0","0","VALUE",17,1,77,0
"Vascular disorders","3 (4.1%)","1 (1.4%)","1 (1.8%)","1 (2.6%)","0","0","VALUE",18,0,77,1
"HYPOTENSION","1 (1.4%)","1 (1.4%)","0","0","0","0","VALUE",18,1,78,0
