"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows"
"PRURITUS GENERALISED","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",5,1,38,0
"RASH ERYTHEMATOUS","0","0","0","1 (1.4%)","1 (2.9%)","0","VALUE",5,1,39,0
"RASH MACULO-PAPULAR","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",5,1,40,0
"SKIN ODOUR ABNORMAL","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",5,1,41,0
"ALOPECIA","0","0","0","0","0","0","VALUE",5,1,42,0
"DRUG ERUPTION","0","0","0","0","0","0","VALUE",5,1,43,0
"SKIN ULCER","0","0","0","0","0","0","VALUE",5,1,44,0
"Nervous system disorders","18 (34.0%)","11 (37.9%)","7 (29.2%)","18 (24.7%)","11 (32.4%)","7 (17.9%)","VALUE",6,0,44,1
"DIZZINESS","8 (15.1%)","7 (24.1%)","1 (4.2%)","8 (11.0%)","5 (14.7%)","3 (7.7%)","VALUE",6,1,45,0
"HEADACHE","5 (9.4%)","1 (3.4%)","4 (16.7%)","3 (4.1%)","3 (8.8%)","0","VALUE",6,1,46,0
"SYNCOPE","1 (1.9%)","0","1 (4.2%)","3 (4.1%)","0","3 (7.7%)","VALUE",6,1,47,0
"SOMNOLENCE","1 (1.9%)","1 (3.4%)","0","2 (2.7%)","2 (5.9%)","0","VALUE",6,1,48,0
"TRANSIENT ISCHAEMIC ATTACK","1 (1.9%)","0","1 (4.2%)","2 (2.7%)","2 (5.9%)","0","VALUE",6,1,49,0
"BALANCE DISORDER","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",6,1,50,0
"BURNING SENSATION","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",6,1,51,0
"COGNITIVE DISORDER","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",6,1,52,0
"COMPLEX PARTIAL SEIZURES","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",6,1,53,0
"COORDINATION ABNORMAL","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",6,1,54,0
"HEMIANOPIA HOMONYMOUS","0","0","0","1 (1.4%)","1 (2.9%)","0","VALUE",6,1,55,0
"HYPERSOMNIA","1 (1.9%)","0","1 (4.2%)","0","0","0","VALUE",6,1,56,0
"LETHARGY","0","0","0","1 (1.4%)","1 (2.9%)","0","VALUE",6,1,57,0
"PARAESTHESIA","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",6,1,58,0
"PARAESTHESIA ORAL","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",6,1,59,0
"PAROSMIA","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",6,1,60,0
"PARTIAL SEIZURES WITH SECONDARY GENERALISATION","1 (1.9%)","0","1 (4.2%)","0","0","0","VALUE",6,1,61,0
"STUPOR","0","0","0","1 (1.4%)","1 (2.9%)","0","VALUE",6,1,62,0
"SYNCOPE VASOVAGAL","1 (1.9%)","0","1 (4.2%)","0","0","0","VALUE",6,1,63,0
"PARKINSON'S DISEASE","0","0","0","0","0","0","VALUE",6,1,64,0
"PSYCHOMOTOR HYPERACTIVITY","0","0","0","0","0","0","VALUE",6,1,65,0
"Gastrointestinal disorders","14 (26.4%)","10 (34.5%)","4 (16.7%)","10 (13.7%)","6 (17.6%)","4 (10.3%)","VALUE",7,0,65,1
"NAUSEA","5 (9.4%)","2 (6.9%)","3 (12.5%)","2 (2.7%)","1 (2.9%)","1 (2.6%)","VALUE",7,1,66,0
"VOMITING","5 (9.4%)","5 (17.2%)","0","2 (2.7%)","1 (2.9%)","1 (2.6%)","VALUE",7,1,67,0
"DIARRHOEA","2 (3.8%)","2 (6.9%)","0","3 (4.1%)","3 (8.8%)","0","VALUE",7,1,68,0
"SALIVARY HYPERSECRETION","4 (7.5%)","3 (10.3%)","1 (4.2%)","0","0","0","VALUE",7,1,69,0
"ABDOMINAL PAIN","0","0","0","2 (2.7%)","1 (2.9%)","1 (2.6%)","VALUE",7,1,70,0
"ABDOMINAL DISCOMFORT","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",7,1,71,0
"DYSPEPSIA","0","0","0","1 (1.4%)","1 (2.9%)","0","VALUE",7,1,72,0
"RECTAL HAEMORRHAGE","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",7,1,73,0
"STOMACH DISCOMFORT","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",7,1,74,0
"CONSTIPATION","0","0","0","0","0","0","VALUE",7,1,75,0
"GASTROOESOPHAGEAL REFLUX DISEASE","0","0","0","0","0","0","VALUE",7,1,76,0
"GLOSSITIS","0","0","0","0","0","0","VALUE",7,1,77,0
"HIATUS HERNIA","0","0","0","0","0","0","VALUE",7,1,78,0
"Cardiac disorders","11 (20.8%)","8 (27.6%)","3 (12.5%)","11 (15.1%)","6 (17.6%)","5 (12.8%)","VALUE",8,0,78,1
"SINUS BRADYCARDIA","7 (13.2%)","5 (17.2%)","2 (8.3%)","4 (5.5%)","3 (8.8%)","1 (2.6%)","VALUE",8,1,79,0
"MYOCARDIAL INFARCTION","3 (5.7%)","2 (6.9%)","1 (4.2%)","1 (1.4%)","0","1 (2.6%)","VALUE",8,1,80,0
"ATRIAL FIBRILLATION","1 (1.9%)","1 (3.4%)","0","2 (2.7%)","1 (2.9%)","1 (2.6%)","VALUE",8,1,81,0
"VENTRICULAR EXTRASYSTOLES","1 (1.9%)","1 (3.4%)","0","2 (2.7%)","1 (2.9%)","1 (2.6%)","VALUE",8,1,82,0
"ATRIAL FLUTTER","1 (1.9%)","1 (3.4%)","0","1 (1.4%)","1 (2.9%)","0","VALUE",8,1,83,0
"PALPITATIONS","0","0","0","2 (2.7%)","1 (2.9%)","1 (2.6%)","VALUE",8,1,84,0
"ATRIOVENTRICULAR BLOCK FIRST DEGREE","0","0","0","1 (1.4%)","1 (2.9%)","0","VALUE",8,1,85,0
"BUNDLE BRANCH BLOCK RIGHT","0","0","0","1 (1.4%)","1 (2.9%)","0","VALUE",8,1,86,0
"CARDIAC DISORDER","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",8,1,87,0
"SUPRAVENTRICULAR EXTRASYSTOLES","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",8,1,88,0
"SUPRAVENTRICULAR TACHYCARDIA","0","0","0","1 (1.4%)","1 (2.9%)","0","VALUE",8,1,89,0
"WOLFF-PARKINSON-WHITE SYNDROME","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",8,1,90,0
"ATRIOVENTRICULAR BLOCK SECOND DEGREE","0","0","0","0","0","0","VALUE",8,1,91,0
"BUNDLE BRANCH BLOCK LEFT","0","0","0","0","0","0","VALUE",8,1,92,0
"SINUS ARRHYTHMIA","0","0","0","0","0","0","VALUE",8,1,93,0
"TACHYCARDIA","0","0","0","0","0","0","VALUE",8,1,94,0
"Infections and infestations","9 (17.0%)","7 (24.1%)","2 (8.3%)","6 (8.2%)","2 (5.9%)","4 (10.3%)","VALUE",9,0,94,1
"NASOPHARYNGITIS","3 (5.7%)","2 (6.9%)","1 (4.2%)","3 (4.1%)","1 (2.9%)","2 (5.1%)","VALUE",9,1,95,0
"INFLUENZA","1 (1.9%)","1 (3.4%)","0","1 (1.4%)","1 (2.9%)","0","VALUE",9,1,96,0
"UPPER RESPIRATORY TRACT INFECTION","2 (3.8%)","1 (3.4%)","1 (4.2%)","0","0","0","VALUE",9,1,97,0
"CELLULITIS","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",9,1,98,0
"HORDEOLUM","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",9,1,99,0
"LOWER RESPIRATORY TRACT INFECTION","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",9,1,100,0
"PNEUMONIA","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",9,1,101,0
"RHINITIS","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",9,1,102,0
"URINARY TRACT INFECTION","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",9,1,103,0
"BRONCHITIS","0","0","0","0","0","0","VALUE",9,1,104,0
"CERVICITIS","0","0","0","0","0","0","VALUE",9,1,105,0
"EAR INFECTION","0","0","0","0","0","0","VALUE",9,1,106,0
"GASTROENTERITIS VIRAL","0","0","0","0","0","0","VALUE",9,1,107,0
"LOCALISED INFECTION","0","0","0","0","0","0","VALUE",9,1,108,0
"VAGINAL MYCOSIS","0","0","0","0","0","0","VALUE",9,1,109,0
"Psychiatric disorders","6 (11.3%)","5 (17.2%)","1 (4.2%)","8 (11.0%)","3 (8.8%)","5 (12.8%)","VALUE",10,0,109,1
"CONFUSIONAL STATE","1 (1.9%)","1 (3.4%)","0","3 (4.1%)","1 (2.9%)","2 (5.1%)","VALUE",10,1,110,0
"AGITATION","0","0","0","2 (2.7%)","0","2 (5.1%)","VALUE",10,1,111,0
"ANXIETY","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",10,1,112,0
"DELIRIUM","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",10,1,113,0
"DELUSION","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",10,1,114,0
"DEPRESSED MOOD","0","0","0","1 (1.4%)","1 (2.9%)","0","VALUE",10,1,115,0
"HALLUCINATION","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",10,1,116,0
"HALLUCINATION, VISUAL","1 (1.9%)","0","1 (4.2%)","0","0","0","VALUE",10,1,117,0
"INSOMNIA","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",10,1,118,0
"IRRITABILITY","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",10,1,119,0
"LIBIDO DECREASED","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",10,1,120,0
"LISTLESS","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",10,1,121,0
"NIGHTMARE","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",10,1,122,0
"RESTLESSNESS","0","0","0","1 (1.4%)","1 (2.9%)","0","VALUE",10,1,123,0
"DISORIENTATION","0","0","0","0","0","0","VALUE",10,1,124,0
"DISTURBANCE IN SEXUAL AROUSAL","0","0","0","0","0","0","VALUE",10,1,125,0
"Respiratory, thoracic and mediastinal disorders","7 (13.2%)","5 (17.2%)","2 (8.3%)","6 (8.2%)","3 (8.8%)","3 (7.7%)","VALUE",11,0,125,1
"COUGH","3 (5.7%)","2 (6.9%)","1 (4.2%)","4 (5.5%)","2 (5.9%)","2 (5.1%)","VALUE",11,1,126,0
"NASAL CONGESTION","3 (5.7%)","3 (10.3%)","0","0","0","0","VALUE",11,1,127,0
"EPISTAXIS","2 (3.8%)","2 (6.9%)","0","0","0","0","VALUE",11,1,128,0
"RHINORRHOEA","1 (1.9%)","0","1 (4.2%)","1 (1.4%)","0","1 (2.6%)","VALUE",11,1,129,0
"ALLERGIC GRANULOMATOUS ANGIITIS","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",11,1,130,0
"DYSPHONIA","0","0","0","1 (1.4%)","1 (2.9%)","0","VALUE",11,1,131,0
"DYSPNOEA","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",11,1,132,0
"PHARYNGOLARYNGEAL PAIN","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",11,1,133,0
"PRODUCTIVE COUGH","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",11,1,134,0
"RESPIRATORY TRACT CONGESTION","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",11,1,135,0
"EMPHYSEMA","0","0","0","0","0","0","VALUE",11,1,136,0
"POSTNASAL DRIP","0","0","0","0","0","0","VALUE",11,1,137,0
"Investigations","5 (9.4%)","3 (10.3%)","2 (8.3%)","7 (9.6%)","3 (8.8%)","4 (10.3%)","VALUE",12,0,137,1
"BLOOD GLUCOSE INCREASED","1 (1.9%)","1 (3.4%)","0","1 (1.4%)","0","1 (2.6%)","VALUE",12,1,138,0
"ELECTROCARDIOGRAM T WAVE INVERSION","1 (1.9%)","0","1 (4.2%)","1 (1.4%)","1 (2.9%)","0","VALUE",12,1,139,0
"BIOPSY","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",12,1,140,0
"BIOPSY PROSTATE","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",12,1,141,0
"BLOOD CHOLESTEROL INCREASED","1 (1.9%)","0","1 (4.2%)","0","0","0","VALUE",12,1,142,0
"BODY TEMPERATURE INCREASED","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",12,1,143,0
"ELECTROCARDIOGRAM ST SEGMENT DEPRESSION","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",12,1,144,0
"ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED","0","0","0","1 (1.4%)","1 (2.9%)","0","VALUE",12,1,145,0
"NASAL MUCOSA BIOPSY","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",12,1,146,0
"WEIGHT DECREASED","0","0","0","1 (1.4%)","1 (2.9%)","0","VALUE",12,1,147,0
"BLOOD ALKALINE PHOSPHATASE INCREASED","0","0","0","0","0","0","VALUE",12,1,148,0
"BLOOD CREATINE PHOSPHOKINASE INCREASED","0","0","0","0","0","0","VALUE",12,1,149,0
"BLOOD URINE PRESENT","0","0","0","0","0","0","VALUE",12,1,150,0
"CYSTOSCOPY","0","0","0","0","0","0","VALUE",12,1,151,0
"Musculoskeletal and connective tissue disorders","4 (7.5%)","4 (13.8%)","0","5 (6.8%)","1 (2.9%)","4 (10.3%)","VALUE",13,0,151,1
"BACK PAIN","2 (3.8%)","2 (6.9%)","0","1 (1.4%)","0","1 (2.6%)","VALUE",13,1,152,0
"ARTHRALGIA","1 (1.9%)","1 (3.4%)","0","1 (1.4%)","0","1 (2.6%)","VALUE",13,1,153,0
"FLANK PAIN","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",13,1,154,0
"MUSCLE SPASMS","0","0","0","1 (1.4%)","1 (2.9%)","0","VALUE",13,1,155,0
"MUSCULAR WEAKNESS","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",13,1,156,0
"MYALGIA","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",13,1,157,0
"SHOULDER PAIN","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",13,1,158,0
"Injury, poisoning and procedural complications","3 (5.7%)","2 (6.9%)","1 (4.2%)","5 (6.8%)","0","5 (12.8%)","VALUE",14,0,158,1
"CONTUSION","2 (3.8%)","2 (6.9%)","0","1 (1.4%)","0","1 (2.6%)","VALUE",14,1,159,0
"FALL","1 (1.9%)","1 (3.4%)","0","2 (2.7%)","0","2 (5.1%)","VALUE",14,1,160,0
"EXCORIATION","1 (1.9%)","0","1 (4.2%)","1 (1.4%)","0","1 (2.6%)","VALUE",14,1,161,0
"SKIN LACERATION","0","0","0","2 (2.7%)","0","2 (5.1%)","VALUE",14,1,162,0
"FACIAL BONES FRACTURE","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",14,1,163,0
"JOINT DISLOCATION","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",14,1,164,0
"WOUND","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",14,1,165,0
"HIP FRACTURE","0","0","0","0","0","0","VALUE",14,1,166,0
"Renal and urinary disorders","2 (3.8%)","2 (6.9%)","0","3 (4.1%)","1 (2.9%)","2 (5.1%)","VALUE",15,0,166,1
"CALCULUS URETHRAL","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",15,1,167,0
"DYSURIA","0","0","0","1 (1.4%)","1 (2.9%)","0","VALUE",15,1,168,0
"INCONTINENCE","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",15,1,169,0
"MICTURITION URGENCY","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",15,1,170,0
"NEPHROLITHIASIS","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",15,1,171,0
"Vascular disorders","1 (1.9%)","0","1 (4.2%)","3 (4.1%)","1 (2.9%)","2 (5.1%)","VALUE",16,0,171,1
"HOT FLUSH","0","0","0","1 (1.4%)","1 (2.9%)","0","VALUE",16,1,172,0
"HYPERTENSION","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",16,1,173,0
"HYPOTENSION","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",16,1,174,0
"WOUND HAEMORRHAGE","1 (1.9%)","0","1 (4.2%)","0","0","0","VALUE",16,1,175,0
"ORTHOSTATIC HYPOTENSION","0","0","0","0","0","0","VALUE",16,1,176,0
"Ear and labyrinth disorders","1 (1.9%)","0","1 (4.2%)","2 (2.7%)","0","2 (5.1%)","VALUE",17,0,176,1
"VERTIGO","1 (1.9%)","0","1 (4.2%)","1 (1.4%)","0","1 (2.6%)","VALUE",17,1,177,0
"CERUMEN IMPACTION","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",17,1,178,0
"EAR PAIN","0","0","0","0","0","0","VALUE",17,1,179,0
"Eye disorders","1 (1.9%)","0","1 (4.2%)","2 (2.7%)","1 (2.9%)","1 (2.6%)","VALUE",18,0,179,1
"VISION BLURRED","1 (1.9%)","0","1 (4.2%)","1 (1.4%)","1 (2.9%)","0","VALUE",18,1,180,0
"CONJUNCTIVAL HAEMORRHAGE","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",18,1,181,0
"CONJUNCTIVITIS","0","0","0","0","0","0","VALUE",18,1,182,0
"EYE ALLERGY","0","0","0","0","0","0","VALUE",18,1,183,0
"EYE PRURITUS","0","0","0","0","0","0","VALUE",18,1,184,0
"EYE SWELLING","0","0","0","0","0","0","VALUE",18,1,185,0
"Reproductive system and breast disorders","3 (5.7%)","2 (6.9%)","1 (4.2%)","0","0","0","VALUE",19,0,185,1
"ABNORMAL UTERINE BLEEDING","1 (1.9%)","0","1 (4.2%)","0","0","0","VALUE",19,1,186,0
"BENIGN PROSTATIC HYPERPLASIA","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",19,1,187,0
"ERECTILE DYSFUNCTION","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",19,1,188,0
"PELVIC PAIN","0","0","0","0","0","0","VALUE",19,1,189,0
"Congenital, familial and genetic disorders","1 (1.9%)","1 (3.4%)","0","1 (1.4%)","1 (2.9%)","0","VALUE",20,0,189,1
"VENTRICULAR SEPTAL DEFECT","1 (1.9%)","1 (3.4%)","0","1 (1.4%)","1 (2.9%)","0","VALUE",20,1,190,0
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","1 (1.9%)","1 (3.4%)","0","1 (1.4%)","0","1 (2.6%)","VALUE",21,0,190,1
"COLON CANCER","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",21,1,191,0
"PROSTATE CANCER","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",21,1,192,0
"Endocrine disorders","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",22,0,192,1
"BLEEDING ANOVULATORY","0","0","0","1 (1.4%)","0","1 (2.6%)","VALUE",22,1,193,0
"Metabolism and nutrition disorders","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",23,0,193,1
"INCREASED APPETITE","1 (1.9%)","1 (3.4%)","0","0","0","0","VALUE",23,1,194,0
"DECREASED APPETITE","0","0","0","0","0","0","VALUE",23,1,195,0
"DEHYDRATION","0","0","0","0","0","0","VALUE",23,1,196,0
"Surgical and medical procedures","1 (1.9%)","0","1 (4.2%)","0","0","0","VALUE",24,0,196,1
"ACROCHORDON EXCISION","1 (1.9%)","0","1 (4.2%)","0","0","0","VALUE",24,1,197,0
"CATARACT OPERATION","0","0","0","0","0","0","VALUE",24,1,198,0
"EYE LASER SURGERY","0","0","0","0","0","0","VALUE",24,1,199,0
