"label","col 1","col 2","col 3","col 4","row_type","anbr","indentme","roworder","newrows"
"APPLICATION SITE SWELLING","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","VALUE",9,1,15,1
"Mild","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",9,2,16,0
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",9,2,17,0
"MALAISE","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","VALUE",10,1,17,1
"Mild","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",10,2,18,0
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",10,2,19,0
"APPLICATION SITE PAIN","2 (3.8%)","0","2 (1.6%)","0","VALUE",11,1,19,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",11,2,20,0
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",11,2,21,0
"APPLICATION SITE PERSPIRATION","2 (3.8%)","0","2 (1.6%)","0","VALUE",12,1,21,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",12,2,22,0
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",12,2,23,0
"APPLICATION SITE URTICARIA","0","2 (2.7%)","2 (1.6%)","0","VALUE",13,1,23,1
"Mild","0","2 (2.7%)","2 (1.6%)","0","VALUE",13,2,24,0
"CHEST DISCOMFORT","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",14,1,24,1
"Mild","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",14,2,25,0
"CHEST PAIN","2 (3.8%)","0","2 (1.6%)","0","VALUE",15,1,25,1
"Mild","2 (3.8%)","0","2 (1.6%)","0","VALUE",15,2,26,0
"OEDEMA PERIPHERAL","1 (1.9%)","1 (1.4%)","2 (1.6%)","2 (3.4%)","VALUE",16,1,26,1
"Mild","0","0","0","2 (3.4%)","VALUE",16,2,27,0
"Moderate","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",16,2,28,0
"APPLICATION SITE BLEEDING","0","1 (1.4%)","1 (0.8%)","0","VALUE",17,1,28,1
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",17,2,29,0
"APPLICATION SITE DESQUAMATION","0","1 (1.4%)","1 (0.8%)","0","VALUE",18,1,29,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",18,2,30,0
"APPLICATION SITE REACTION","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","VALUE",19,1,30,1
"Moderate","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","VALUE",19,2,31,0
"ASTHENIA","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",20,1,31,1
"Moderate","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",20,2,32,0
"CHILLS","1 (1.9%)","0","1 (0.8%)","0","VALUE",21,1,32,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",21,2,33,0
"FEELING ABNORMAL","1 (1.9%)","0","1 (0.8%)","0","VALUE",22,1,33,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",22,2,34,0
"FEELING COLD","1 (1.9%)","0","1 (0.8%)","0","VALUE",23,1,34,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",23,2,35,0
"OEDEMA","0","1 (1.4%)","1 (0.8%)","0","VALUE",24,1,35,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",24,2,36,0
"PAIN","1 (1.9%)","0","1 (0.8%)","0","VALUE",25,1,36,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",25,2,37,0
"PYREXIA","0","1 (1.4%)","1 (0.8%)","2 (3.4%)","VALUE",26,1,37,1
"Mild","0","1 (1.4%)","1 (0.8%)","2 (3.4%)","VALUE",26,2,38,0
"SECRETION DISCHARGE","0","1 (1.4%)","1 (0.8%)","0","VALUE",27,1,38,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",27,2,39,0
"SUDDEN DEATH","0","1 (1.4%)","1 (0.8%)","0","VALUE",28,1,39,1
"Severe","0","1 (1.4%)","1 (0.8%)","0","VALUE",28,2,40,0
"ULCER","0","1 (1.4%)","1 (0.8%)","0","VALUE",29,1,40,1
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",29,2,41,0
"APPLICATION SITE INDURATION","0","0","0","1 (1.7%)","VALUE",30,1,41,1
"Mild","0","0","0","1 (1.7%)","VALUE",30,2,42,0
"Skin and subcutaneous tissue disorders","34 (64.2%)","28 (38.4%)","62 (49.2%)","16 (27.1%)","VALUE",31,0,42,1
"PRURITUS","20 (37.7%)","14 (19.2%)","34 (27.0%)","6 (10.2%)","VALUE",31,1,43,0
"Mild","13 (24.5%)","6 (8.2%)","19 (15.1%)","5 (8.5%)","VALUE",31,2,44,0
"Moderate","7 (13.2%)","7 (9.6%)","14 (11.1%)","1 (1.7%)","VALUE",31,2,45,0
"Severe","0","1 (1.4%)","1 (0.8%)","0","VALUE",31,2,46,0
"ERYTHEMA","12 (22.6%)","8 (11.0%)","20 (15.9%)","6 (10.2%)","VALUE",32,1,46,1
"Mild","8 (15.1%)","3 (4.1%)","11 (8.7%)","2 (3.4%)","VALUE",32,2,47,0
"Moderate","4 (7.5%)","5 (6.8%)","9 (7.1%)","4 (6.8%)","VALUE",32,2,48,0
"RASH","5 (9.4%)","9 (12.3%)","14 (11.1%)","4 (6.8%)","VALUE",33,1,48,1
"Mild","4 (7.5%)","5 (6.8%)","9 (7.1%)","1 (1.7%)","VALUE",33,2,49,0
"Moderate","1 (1.9%)","3 (4.1%)","4 (3.2%)","3 (5.1%)","VALUE",33,2,50,0
"Severe","0","1 (1.4%)","1 (0.8%)","0","VALUE",33,2,51,0
"HYPERHIDROSIS","8 (15.1%)","4 (5.5%)","12 (9.5%)","2 (3.4%)","VALUE",34,1,51,1
"Mild","8 (15.1%)","1 (1.4%)","9 (7.1%)","2 (3.4%)","VALUE",34,2,52,0
"Moderate","0","3 (4.1%)","3 (2.4%)","0","VALUE",34,2,53,0
"SKIN IRRITATION","4 (7.5%)","4 (5.5%)","8 (6.3%)","3 (5.1%)","VALUE",35,1,53,1
"Mild","3 (5.7%)","1 (1.4%)","4 (3.2%)","2 (3.4%)","VALUE",35,2,54,0
"Moderate","1 (1.9%)","2 (2.7%)","3 (2.4%)","1 (1.7%)","VALUE",35,2,55,0
"Severe","0","1 (1.4%)","1 (0.8%)","0","VALUE",35,2,56,0
"BLISTER","1 (1.9%)","2 (2.7%)","3 (2.4%)","0","VALUE",36,1,56,1
"Mild","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",36,2,57,0
"Severe","0","1 (1.4%)","1 (0.8%)","0","VALUE",36,2,58,0
"RASH PRURITIC","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","VALUE",37,1,58,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",37,2,59,0
"Moderate","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",37,2,60,0
"URTICARIA","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",38,1,60,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",38,2,61,0
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",38,2,62,0
"ACTINIC KERATOSIS","1 (1.9%)","0","1 (0.8%)","0","VALUE",39,1,62,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",39,2,63,0
"PRURITUS GENERALISED","1 (1.9%)","0","1 (0.8%)","0","VALUE",40,1,63,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",40,2,64,0
"RASH ERYTHEMATOUS","0","1 (1.4%)","1 (0.8%)","0","VALUE",41,1,64,1
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",41,2,65,0
"RASH MACULO-PAPULAR","1 (1.9%)","0","1 (0.8%)","0","VALUE",42,1,65,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",42,2,66,0
"SKIN ODOUR ABNORMAL","1 (1.9%)","0","1 (0.8%)","0","VALUE",43,1,66,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",43,2,67,0
"ALOPECIA","0","0","0","1 (1.7%)","VALUE",44,1,67,1
"Mild","0","0","0","1 (1.7%)","VALUE",44,2,68,0
"DRUG ERUPTION","0","0","0","1 (1.7%)","VALUE",45,1,68,1
"Mild","0","0","0","1 (1.7%)","VALUE",45,2,69,0
"SKIN ULCER","0","0","0","1 (1.7%)","VALUE",46,1,69,1
"Moderate","0","0","0","1 (1.7%)","VALUE",46,2,70,0
"Nervous system disorders","18 (34.0%)","18 (24.7%)","36 (28.6%)","5 (8.5%)","VALUE",47,0,70,1
"DIZZINESS","8 (15.1%)","8 (11.0%)","16 (12.7%)","0","VALUE",47,1,71,0
"Mild","5 (9.4%)","5 (6.8%)","10 (7.9%)","0","VALUE",47,2,72,0
"Moderate","3 (5.7%)","3 (4.1%)","6 (4.8%)","0","VALUE",47,2,73,0
"HEADACHE","5 (9.4%)","3 (4.1%)","8 (6.3%)","2 (3.4%)","VALUE",48,1,73,1
"Mild","4 (7.5%)","2 (2.7%)","6 (4.8%)","2 (3.4%)","VALUE",48,2,74,0
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",48,2,75,0
"Severe","0","1 (1.4%)","1 (0.8%)","0","VALUE",48,2,76,0
"SYNCOPE","1 (1.9%)","3 (4.1%)","4 (3.2%)","0","VALUE",49,1,76,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",49,2,77,0
"Moderate","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",49,2,78,0
"Severe","0","1 (1.4%)","1 (0.8%)","0","VALUE",49,2,79,0
"SOMNOLENCE","1 (1.9%)","2 (2.7%)","3 (2.4%)","1 (1.7%)","VALUE",50,1,79,1
"Mild","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",50,2,80,0
"Moderate","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",50,2,81,0
"TRANSIENT ISCHAEMIC ATTACK","1 (1.9%)","2 (2.7%)","3 (2.4%)","0","VALUE",51,1,81,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",51,2,82,0
"Severe","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",51,2,83,0
"BALANCE DISORDER","0","1 (1.4%)","1 (0.8%)","0","VALUE",52,1,83,1
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",52,2,84,0
"BURNING SENSATION","1 (1.9%)","0","1 (0.8%)","0","VALUE",53,1,84,1
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",53,2,85,0
"COGNITIVE DISORDER","1 (1.9%)","0","1 (0.8%)","0","VALUE",54,1,85,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",54,2,86,0
"COMPLEX PARTIAL SEIZURES","0","1 (1.4%)","1 (0.8%)","0","VALUE",55,1,86,1
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",55,2,87,0
"COORDINATION ABNORMAL","0","1 (1.4%)","1 (0.8%)","0","VALUE",56,1,87,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",56,2,88,0
"HEMIANOPIA HOMONYMOUS","0","1 (1.4%)","1 (0.8%)","0","VALUE",57,1,88,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",57,2,89,0
"HYPERSOMNIA","1 (1.9%)","0","1 (0.8%)","0","VALUE",58,1,89,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",58,2,90,0
"LETHARGY","0","1 (1.4%)","1 (0.8%)","0","VALUE",59,1,90,1
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",59,2,91,0
"PARAESTHESIA","1 (1.9%)","0","1 (0.8%)","0","VALUE",60,1,91,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",60,2,92,0
"PARAESTHESIA ORAL","0","1 (1.4%)","1 (0.8%)","0","VALUE",61,1,92,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",61,2,93,0
"PAROSMIA","1 (1.9%)","0","1 (0.8%)","0","VALUE",62,1,93,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",62,2,94,0
"PARTIAL SEIZURES WITH SECONDARY GENERALISATION","1 (1.9%)","0","1 (0.8%)","0","VALUE",63,1,94,1
"Severe","1 (1.9%)","0","1 (0.8%)","0","VALUE",63,2,95,0
"STUPOR","0","1 (1.4%)","1 (0.8%)","0","VALUE",64,1,95,1
"Severe","0","1 (1.4%)","1 (0.8%)","0","VALUE",64,2,96,0
"SYNCOPE VASOVAGAL","1 (1.9%)","0","1 (0.8%)","0","VALUE",65,1,96,1
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",65,2,97,0
"PARKINSON'S DISEASE","0","0","0","1 (1.7%)","VALUE",66,1,97,1
"Mild","0","0","0","1 (1.7%)","VALUE",66,2,98,0
"PSYCHOMOTOR HYPERACTIVITY","0","0","0","1 (1.7%)","VALUE",67,1,98,1
"Mild","0","0","0","1 (1.7%)","VALUE",67,2,99,0
"Gastrointestinal disorders","14 (26.4%)","10 (13.7%)","24 (19.0%)","7 (11.9%)","VALUE",68,0,99,1
"NAUSEA","5 (9.4%)","2 (2.7%)","7 (5.6%)","0","VALUE",68,1,100,0
"Mild","5 (9.4%)","2 (2.7%)","7 (5.6%)","0","VALUE",68,2,101,0
"VOMITING","5 (9.4%)","2 (2.7%)","7 (5.6%)","0","VALUE",69,1,101,1
"Mild","4 (7.5%)","1 (1.4%)","5 (4.0%)","0","VALUE",69,2,102,0
"Moderate","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",69,2,103,0
"DIARRHOEA","2 (3.8%)","3 (4.1%)","5 (4.0%)","3 (5.1%)","VALUE",70,1,103,1
"Mild","2 (3.8%)","2 (2.7%)","4 (3.2%)","3 (5.1%)","VALUE",70,2,104,0
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",70,2,105,0
"SALIVARY HYPERSECRETION","4 (7.5%)","0","4 (3.2%)","0","VALUE",71,1,105,1
"Mild","4 (7.5%)","0","4 (3.2%)","0","VALUE",71,2,106,0
"ABDOMINAL PAIN","0","2 (2.7%)","2 (1.6%)","1 (1.7%)","VALUE",72,1,106,1
"Mild","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",72,2,107,0
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",72,2,108,0
"ABDOMINAL DISCOMFORT","1 (1.9%)","0","1 (0.8%)","0","VALUE",73,1,108,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",73,2,109,0
"DYSPEPSIA","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",74,1,109,1
"Mild","0","0","0","1 (1.7%)","VALUE",74,2,110,0
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",74,2,111,0
"RECTAL HAEMORRHAGE","0","1 (1.4%)","1 (0.8%)","0","VALUE",75,1,111,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",75,2,112,0
"STOMACH DISCOMFORT","1 (1.9%)","0","1 (0.8%)","0","VALUE",76,1,112,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",76,2,113,0
"CONSTIPATION","0","0","0","1 (1.7%)","VALUE",77,1,113,1
"Mild","0","0","0","1 (1.7%)","VALUE",77,2,114,0
"GASTROOESOPHAGEAL REFLUX DISEASE","0","0","0","1 (1.7%)","VALUE",78,1,114,1
"Mild","0","0","0","1 (1.7%)","VALUE",78,2,115,0
"GLOSSITIS","0","0","0","1 (1.7%)","VALUE",79,1,115,1
"Mild","0","0","0","1 (1.7%)","VALUE",79,2,116,0
"HIATUS HERNIA","0","0","0","1 (1.7%)","VALUE",80,1,116,1
"Moderate","0","0","0","1 (1.7%)","VALUE",80,2,117,0
"Cardiac disorders","11 (20.8%)","11 (15.1%)","22 (17.5%)","7 (11.9%)","VALUE",81,0,117,1
"SINUS BRADYCARDIA","7 (13.2%)","4 (5.5%)","11 (8.7%)","0","VALUE",81,1,118,0
"Mild","3 (5.7%)","3 (4.1%)","6 (4.8%)","0","VALUE",81,2,119,0
"Moderate","4 (7.5%)","1 (1.4%)","5 (4.0%)","0","VALUE",81,2,120,0
"MYOCARDIAL INFARCTION","3 (5.7%)","1 (1.4%)","4 (3.2%)","3 (5.1%)","VALUE",82,1,120,1
"Mild","2 (3.8%)","1 (1.4%)","3 (2.4%)","1 (1.7%)","VALUE",82,2,121,0
"Moderate","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","VALUE",82,2,122,0
"Severe","0","0","0","1 (1.7%)","VALUE",82,2,123,0
"ATRIAL FIBRILLATION","1 (1.9%)","2 (2.7%)","3 (2.4%)","0","VALUE",83,1,123,1
"Mild","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",83,2,124,0
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",83,2,125,0
"VENTRICULAR EXTRASYSTOLES","1 (1.9%)","2 (2.7%)","3 (2.4%)","0","VALUE",84,1,125,1
"Mild","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",84,2,126,0
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",84,2,127,0
"ATRIAL FLUTTER","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",85,1,127,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",85,2,128,0
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",85,2,129,0
"PALPITATIONS","0","2 (2.7%)","2 (1.6%)","0","VALUE",86,1,129,1
"Moderate","0","2 (2.7%)","2 (1.6%)","0","VALUE",86,2,130,0
"ATRIOVENTRICULAR BLOCK FIRST DEGREE","0","1 (1.4%)","1 (0.8%)","0","VALUE",87,1,130,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",87,2,131,0
"BUNDLE BRANCH BLOCK RIGHT","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",88,1,131,1
"Mild","0","0","0","1 (1.7%)","VALUE",88,2,132,0
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",88,2,133,0
"CARDIAC DISORDER","1 (1.9%)","0","1 (0.8%)","0","VALUE",89,1,133,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",89,2,134,0
"SUPRAVENTRICULAR EXTRASYSTOLES","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",90,1,134,1
"Mild","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",90,2,135,0
"SUPRAVENTRICULAR TACHYCARDIA","0","1 (1.4%)","1 (0.8%)","0","VALUE",91,1,135,1
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",91,2,136,0
"WOLFF-PARKINSON-WHITE SYNDROME","0","1 (1.4%)","1 (0.8%)","0","VALUE",92,1,136,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",92,2,137,0
"ATRIOVENTRICULAR BLOCK SECOND DEGREE","0","0","0","1 (1.7%)","VALUE",93,1,137,1
"Mild","0","0","0","1 (1.7%)","VALUE",93,2,138,0
"BUNDLE BRANCH BLOCK LEFT","0","0","0","1 (1.7%)","VALUE",94,1,138,1
"Mild","0","0","0","1 (1.7%)","VALUE",94,2,139,0
"SINUS ARRHYTHMIA","0","0","0","1 (1.7%)","VALUE",95,1,139,1
"Mild","0","0","0","1 (1.7%)","VALUE",95,2,140,0
"TACHYCARDIA","0","0","0","1 (1.7%)","VALUE",96,1,140,1
"Moderate","0","0","0","1 (1.7%)","VALUE",96,2,141,0
"Infections and infestations","9 (17.0%)","6 (8.2%)","15 (11.9%)","14 (23.7%)","VALUE",97,0,141,1
"NASOPHARYNGITIS","3 (5.7%)","3 (4.1%)","6 (4.8%)","2 (3.4%)","VALUE",97,1,142,0
"Mild","3 (5.7%)","2 (2.7%)","5 (4.0%)","1 (1.7%)","VALUE",97,2,143,0
"Moderate","0","0","0","1 (1.7%)","VALUE",97,2,144,0
"Severe","0","1 (1.4%)","1 (0.8%)","0","VALUE",97,2,145,0
"INFLUENZA","1 (1.9%)","1 (1.4%)","2 (1.6%)","1 (1.7%)","VALUE",98,1,145,1
"Mild","1 (1.9%)","1 (1.4%)","2 (1.6%)","1 (1.7%)","VALUE",98,2,146,0
"UPPER RESPIRATORY TRACT INFECTION","2 (3.8%)","0","2 (1.6%)","5 (8.5%)","VALUE",99,1,146,1
"Mild","2 (3.8%)","0","2 (1.6%)","4 (6.8%)","VALUE",99,2,147,0
"Moderate","0","0","0","1 (1.7%)","VALUE",99,2,148,0
"CELLULITIS","0","1 (1.4%)","1 (0.8%)","0","VALUE",100,1,148,1
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",100,2,149,0
"HORDEOLUM","1 (1.9%)","0","1 (0.8%)","0","VALUE",101,1,149,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",101,2,150,0
"LOWER RESPIRATORY TRACT INFECTION","1 (1.9%)","0","1 (0.8%)","0","VALUE",102,1,150,1
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",102,2,151,0
"PNEUMONIA","0","1 (1.4%)","1 (0.8%)","0","VALUE",103,1,151,1
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",103,2,152,0
"RHINITIS","1 (1.9%)","0","1 (0.8%)","0","VALUE",104,1,152,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",104,2,153,0
"URINARY TRACT INFECTION","1 (1.9%)","0","1 (0.8%)","2 (3.4%)","VALUE",105,1,153,1
"Mild","1 (1.9%)","0","1 (0.8%)","2 (3.4%)","VALUE",105,2,154,0
"BRONCHITIS","0","0","0","1 (1.7%)","VALUE",106,1,154,1
"Moderate","0","0","0","1 (1.7%)","VALUE",106,2,155,0
"CERVICITIS","0","0","0","1 (1.7%)","VALUE",107,1,155,1
"Mild","0","0","0","1 (1.7%)","VALUE",107,2,156,0
"EAR INFECTION","0","0","0","2 (3.4%)","VALUE",108,1,156,1
"Mild","0","0","0","2 (3.4%)","VALUE",108,2,157,0
"GASTROENTERITIS VIRAL","0","0","0","1 (1.7%)","VALUE",109,1,157,1
"Moderate","0","0","0","1 (1.7%)","VALUE",109,2,158,0
"LOCALISED INFECTION","0","0","0","1 (1.7%)","VALUE",110,1,158,1
"Mild","0","0","0","1 (1.7%)","VALUE",110,2,159,0
"VAGINAL MYCOSIS","0","0","0","1 (1.7%)","VALUE",111,1,159,1
"Mild","0","0","0","1 (1.7%)","VALUE",111,2,160,0
"Psychiatric disorders","6 (11.3%)","8 (11.0%)","14 (11.1%)","7 (11.9%)","VALUE",112,0,160,1
"CONFUSIONAL STATE","1 (1.9%)","3 (4.1%)","4 (3.2%)","2 (3.4%)","VALUE",112,1,161,0
"Mild","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","VALUE",112,2,162,0
"Moderate","0","3 (4.1%)","3 (2.4%)","1 (1.7%)","VALUE",112,2,163,0
"AGITATION","0","2 (2.7%)","2 (1.6%)","1 (1.7%)","VALUE",113,1,163,1
"Mild","0","0","0","1 (1.7%)","VALUE",113,2,164,0
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",113,2,165,0
"Severe","0","1 (1.4%)","1 (0.8%)","0","VALUE",113,2,166,0
"ANXIETY","0","1 (1.4%)","1 (0.8%)","0","VALUE",114,1,166,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",114,2,167,0
"DELIRIUM","1 (1.9%)","0","1 (0.8%)","0","VALUE",115,1,167,1
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",115,2,168,0
"DELUSION","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","VALUE",116,1,168,1
"Mild","0","0","0","1 (1.7%)","VALUE",116,2,169,0
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",116,2,170,0
"DEPRESSED MOOD","0","1 (1.4%)","1 (0.8%)","0","VALUE",117,1,170,1
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",117,2,171,0
"HALLUCINATION","1 (1.9%)","0","1 (0.8%)","0","VALUE",118,1,171,1
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",118,2,172,0
"HALLUCINATION, VISUAL","1 (1.9%)","0","1 (0.8%)","0","VALUE",119,1,172,1
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",119,2,173,0
"INSOMNIA","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","VALUE",120,1,173,1
"Mild","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","VALUE",120,2,174,0
"IRRITABILITY","0","1 (1.4%)","1 (0.8%)","0","VALUE",121,1,174,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",121,2,175,0
"LIBIDO DECREASED","1 (1.9%)","0","1 (0.8%)","0","VALUE",122,1,175,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",122,2,176,0
"LISTLESS","1 (1.9%)","0","1 (0.8%)","0","VALUE",123,1,176,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",123,2,177,0
"NIGHTMARE","1 (1.9%)","0","1 (0.8%)","0","VALUE",124,1,177,1
