"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows"
"SECRETION DISCHARGE","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",2,2,52,0
"SINUS ARRHYTHMIA","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",2,2,53,0
"SINUS BRADYCARDIA","4 (7.5%)","0","4 (3.2%)","0","7.5 (0.4, 14.7)","0.0 (0.0, 0.0)","VALUE",2,2,54,0
"SKIN IRRITATION","0","3 (4.1%)","3 (2.4%)","1 (1.7%)","-1.7 (-5.0, 1.6)","2.4 (-3.2, 8.0)","VALUE",2,2,55,0
"SKIN LACERATION","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",2,2,56,0
"SKIN ULCER","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",2,2,57,0
"SUPRAVENTRICULAR TACHYCARDIA","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",2,2,58,0
"SYNCOPE","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",2,2,59,0
"TRANSIENT ISCHAEMIC ATTACK","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",2,2,60,0
"ULCER","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",2,2,61,0
"UPPER RESPIRATORY TRACT INFECTION","1 (1.9%)","0","1 (0.8%)","3 (5.1%)","-3.2 (-9.9, 3.5)","-5.1 (-10.7, 0.5)","VALUE",2,2,62,0
"URTICARIA","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",2,2,63,0
"VENTRICULAR EXTRASYSTOLES","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",2,2,64,0
"VENTRICULAR SEPTAL DEFECT","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",2,2,65,0
"VISION BLURRED","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",2,2,66,0
"VOMITING","2 (3.8%)","0","2 (1.6%)","0","3.8 (-1.4, 8.9)","0.0 (0.0, 0.0)","VALUE",2,2,67,0
"Maximum toxicity","","","","","","","HEADER",3,0,67,1
"Grade 5","17 (32.1%)","19 (26.0%)","36 (28.6%)","17 (28.8%)","3.3 (-13.8, 20.3)","-2.8 (-18.1, 12.5)","VALUE",3,1,68,0
"Grade 4","9 (17.0%)","15 (20.5%)","24 (19.0%)","3 (5.1%)","11.9 (0.3, 23.5)","15.5 (4.6, 26.3)","VALUE",3,1,69,0
"Grade 3","11 (20.8%)","10 (13.7%)","21 (16.7%)","7 (11.9%)","8.9 (-4.8, 22.6)","1.8 (-9.6, 13.2)","VALUE",3,1,70,0
"Grade 2","7 (13.2%)","8 (11.0%)","15 (11.9%)","3 (5.1%)","8.1 (-2.6, 18.8)","5.9 (-3.2, 15.0)","VALUE",3,1,71,0
"Grade 1","2 (3.8%)","2 (2.7%)","4 (3.2%)","3 (5.1%)","-1.3 (-8.9, 6.3)","-2.3 (-9.1, 4.4)","VALUE",3,1,72,0
"Serious","26 (49.1%)","27 (37.0%)","53 (42.1%)","19 (32.2%)","16.9 (-1.1, 34.8)","4.8 (-11.5, 21.1)","VALUE",4,0,72,1
"Deaths","0","0","0","0","0.0 (0.0, 0.0)","0.0 (0.0, 0.0)","VALUE",4,1,73,0
"Resulting in treatment discontinuation","3 (5.7%)","5 (6.8%)","8 (6.3%)","6 (10.2%)","-4.5 (-14.4, 5.4)","-3.3 (-13.0, 6.3)","VALUE",5,0,73,1
"Related\super a\nosupersub ","4 (7.5%)","5 (6.8%)","9 (7.1%)","9 (15.3%)","-7.7 (-19.3, 3.9)","-8.4 (-19.3, 2.4)","VALUE",6,0,73,1
"Laboratory assessment\super b\nosupersub ","52 (98.1%)","63 (86.3%)","115 (91.3%)","58 (98.3%)","-0.2 (-5.1, 4.7)","-12.0 (-20.6, -3.5)","VALUE",7,0,73,1
"AST>5xULN","49 (92.5%)","54 (74.0%)","103 (81.7%)","55 (93.2%)","-0.8 (-10.3, 8.8)","-19.2 (-31.2, -7.3)","VALUE",7,1,74,0
"ALT>5xULN","51 (96.2%)","51 (69.9%)","102 (81.0%)","47 (79.7%)","16.6 (5.1, 28.0)","-9.8 (-24.5, 4.9)","VALUE",7,1,75,0
