"label","col 1","col 2","col 3","col 4","row_type","anbr","indentme","roworder","newrows"
"HYPERSOMNIA","0","0","0","0","VALUE",5,1,66,0
"PARAESTHESIA","0","0","0","0","VALUE",5,1,67,0
"PARAESTHESIA ORAL","0","0","0","0","VALUE",5,1,68,0
"PAROSMIA","0","0","0","0","VALUE",5,1,69,0
"PARTIAL SEIZURES WITH SECONDARY GENERALISATION","0","0","0","0","VALUE",5,1,70,0
"STUPOR","0","0","0","0","VALUE",5,1,71,0
"SYNCOPE VASOVAGAL","0","0","0","0","VALUE",5,1,72,0
"PARKINSON'S DISEASE","1 (1.2%)","1 (1.2%)","0","0","VALUE",5,1,73,0
"PSYCHOMOTOR HYPERACTIVITY","1 (1.2%)","1 (1.2%)","0","0","VALUE",5,1,74,0
"Gastrointestinal disorders","16 (18.6%)","14 (16.3%)","2 (2.3%)","0","VALUE",6,0,74,1
"VOMITING","3 (3.5%)","2 (2.3%)","1 (1.2%)","0","VALUE",6,1,75,0
"NAUSEA","2 (2.3%)","1 (1.2%)","1 (1.2%)","0","VALUE",6,1,76,0
"DIARRHOEA","9 (10.5%)","9 (10.5%)","0","0","VALUE",6,1,77,0
"ABDOMINAL PAIN","1 (1.2%)","1 (1.2%)","0","0","VALUE",6,1,78,0
"SALIVARY HYPERSECRETION","0","0","0","0","VALUE",6,1,79,0
"ABDOMINAL DISCOMFORT","0","0","0","0","VALUE",6,1,80,0
"DYSPEPSIA","1 (1.2%)","1 (1.2%)","0","0","VALUE",6,1,81,0
"DYSPHAGIA","0","0","0","0","VALUE",6,1,82,0
"GASTROINTESTINAL HAEMORRHAGE","0","0","0","0","VALUE",6,1,83,0
"RECTAL HAEMORRHAGE","0","0","0","0","VALUE",6,1,84,0
"STOMACH DISCOMFORT","0","0","0","0","VALUE",6,1,85,0
"CONSTIPATION","1 (1.2%)","1 (1.2%)","0","0","VALUE",6,1,86,0
"FLATULENCE","1 (1.2%)","1 (1.2%)","0","0","VALUE",6,1,87,0
"GASTROOESOPHAGEAL REFLUX DISEASE","1 (1.2%)","1 (1.2%)","0","0","VALUE",6,1,88,0
"GLOSSITIS","1 (1.2%)","1 (1.2%)","0","0","VALUE",6,1,89,0
"HIATUS HERNIA","1 (1.2%)","0","1 (1.2%)","0","VALUE",6,1,90,0
"Cardiac disorders","12 (14.0%)","8 (9.3%)","2 (2.3%)","2 (2.3%)","VALUE",7,0,90,1
"SINUS BRADYCARDIA","2 (2.3%)","1 (1.2%)","1 (1.2%)","0","VALUE",7,1,91,0
"MYOCARDIAL INFARCTION","4 (4.7%)","1 (1.2%)","1 (1.2%)","2 (2.3%)","VALUE",7,1,92,0
"ATRIAL FIBRILLATION","1 (1.2%)","0","1 (1.2%)","0","VALUE",7,1,93,0
"VENTRICULAR EXTRASYSTOLES","0","0","0","0","VALUE",7,1,94,0
"ATRIAL FLUTTER","0","0","0","0","VALUE",7,1,95,0
"PALPITATIONS","0","0","0","0","VALUE",7,1,96,0
"SUPRAVENTRICULAR EXTRASYSTOLES","1 (1.2%)","1 (1.2%)","0","0","VALUE",7,1,97,0
"ATRIOVENTRICULAR BLOCK FIRST DEGREE","1 (1.2%)","1 (1.2%)","0","0","VALUE",7,1,98,0
"BUNDLE BRANCH BLOCK RIGHT","1 (1.2%)","1 (1.2%)","0","0","VALUE",7,1,99,0
"CARDIAC DISORDER","0","0","0","0","VALUE",7,1,100,0
"SUPRAVENTRICULAR TACHYCARDIA","0","0","0","0","VALUE",7,1,101,0
"WOLFF-PARKINSON-WHITE SYNDROME","0","0","0","0","VALUE",7,1,102,0
"ATRIAL HYPERTROPHY","1 (1.2%)","1 (1.2%)","0","0","VALUE",7,1,103,0
"ATRIOVENTRICULAR BLOCK SECOND DEGREE","1 (1.2%)","1 (1.2%)","0","0","VALUE",7,1,104,0
"BRADYCARDIA","1 (1.2%)","1 (1.2%)","0","0","VALUE",7,1,105,0
"BUNDLE BRANCH BLOCK LEFT","1 (1.2%)","1 (1.2%)","0","0","VALUE",7,1,106,0
"CARDIAC FAILURE CONGESTIVE","1 (1.2%)","0","1 (1.2%)","0","VALUE",7,1,107,0
"SINUS ARRHYTHMIA","1 (1.2%)","1 (1.2%)","0","0","VALUE",7,1,108,0
"TACHYCARDIA","1 (1.2%)","0","1 (1.2%)","0","VALUE",7,1,109,0
"VENTRICULAR HYPERTROPHY","1 (1.2%)","1 (1.2%)","0","0","VALUE",7,1,110,0
"Infections and infestations","16 (18.6%)","11 (12.8%)","5 (5.8%)","0","VALUE",8,0,110,1
"NASOPHARYNGITIS","2 (2.3%)","1 (1.2%)","1 (1.2%)","0","VALUE",8,1,111,0
"UPPER RESPIRATORY TRACT INFECTION","6 (7.0%)","4 (4.7%)","2 (2.3%)","0","VALUE",8,1,112,0
"INFLUENZA","1 (1.2%)","1 (1.2%)","0","0","VALUE",8,1,113,0
"CELLULITIS","0","0","0","0","VALUE",8,1,114,0
"CYSTITIS","1 (1.2%)","1 (1.2%)","0","0","VALUE",8,1,115,0
"HORDEOLUM","0","0","0","0","VALUE",8,1,116,0
"LOWER RESPIRATORY TRACT INFECTION","0","0","0","0","VALUE",8,1,117,0
"PNEUMONIA","0","0","0","0","VALUE",8,1,118,0
"RHINITIS","0","0","0","0","VALUE",8,1,119,0
"URINARY TRACT INFECTION","2 (2.3%)","2 (2.3%)","0","0","VALUE",8,1,120,0
"VIRAL INFECTION","0","0","0","0","VALUE",8,1,121,0
"BRONCHITIS","1 (1.2%)","0","1 (1.2%)","0","VALUE",8,1,122,0
"CERVICITIS","1 (1.2%)","1 (1.2%)","0","0","VALUE",8,1,123,0
"EAR INFECTION","2 (2.3%)","2 (2.3%)","0","0","VALUE",8,1,124,0
"GASTROENTERITIS VIRAL","1 (1.2%)","0","1 (1.2%)","0","VALUE",8,1,125,0
"LOCALISED INFECTION","1 (1.2%)","1 (1.2%)","0","0","VALUE",8,1,126,0
"VAGINAL MYCOSIS","1 (1.2%)","1 (1.2%)","0","0","VALUE",8,1,127,0
"Psychiatric disorders","11 (12.8%)","8 (9.3%)","2 (2.3%)","1 (1.2%)","VALUE",9,0,127,1
"CONFUSIONAL STATE","2 (2.3%)","1 (1.2%)","1 (1.2%)","0","VALUE",9,1,128,0
"AGITATION","2 (2.3%)","2 (2.3%)","0","0","VALUE",9,1,129,0
"ANXIETY","0","0","0","0","VALUE",9,1,130,0
"INSOMNIA","2 (2.3%)","2 (2.3%)","0","0","VALUE",9,1,131,0
"DELIRIUM","0","0","0","0","VALUE",9,1,132,0
"DELUSION","1 (1.2%)","1 (1.2%)","0","0","VALUE",9,1,133,0
"DEPRESSED MOOD","0","0","0","0","VALUE",9,1,134,0
"DISTURBANCE IN SEXUAL AROUSAL","1 (1.2%)","1 (1.2%)","0","0","VALUE",9,1,135,0
"HALLUCINATION","0","0","0","0","VALUE",9,1,136,0
"HALLUCINATION, VISUAL","0","0","0","0","VALUE",9,1,137,0
"IRRITABILITY","1 (1.2%)","0","1 (1.2%)","0","VALUE",9,1,138,0
"LIBIDO DECREASED","0","0","0","0","VALUE",9,1,139,0
"LISTLESS","0","0","0","0","VALUE",9,1,140,0
"NIGHTMARE","0","0","0","0","VALUE",9,1,141,0
"RESTLESSNESS","0","0","0","0","VALUE",9,1,142,0
"COMPLETED SUICIDE","1 (1.2%)","0","0","1 (1.2%)","VALUE",9,1,143,0
"DISORIENTATION","1 (1.2%)","1 (1.2%)","0","0","VALUE",9,1,144,0
"Respiratory, thoracic and mediastinal disorders","8 (9.3%)","7 (8.1%)","1 (1.2%)","0","VALUE",10,0,144,1
"COUGH","1 (1.2%)","1 (1.2%)","0","0","VALUE",10,1,145,0
"NASAL CONGESTION","3 (3.5%)","3 (3.5%)","0","0","VALUE",10,1,146,0
"EPISTAXIS","0","0","0","0","VALUE",10,1,147,0
"DYSPNOEA","1 (1.2%)","0","1 (1.2%)","0","VALUE",10,1,148,0
"PHARYNGOLARYNGEAL PAIN","0","0","0","0","VALUE",10,1,149,0
"RHINORRHOEA","0","0","0","0","VALUE",10,1,150,0
"ALLERGIC GRANULOMATOUS ANGIITIS","0","0","0","0","VALUE",10,1,151,0
"DYSPHONIA","0","0","0","0","VALUE",10,1,152,0
"PHARYNGEAL ERYTHEMA","0","0","0","0","VALUE",10,1,153,0
"PRODUCTIVE COUGH","0","0","0","0","VALUE",10,1,154,0
"RESPIRATORY TRACT CONGESTION","0","0","0","0","VALUE",10,1,155,0
"EMPHYSEMA","1 (1.2%)","1 (1.2%)","0","0","VALUE",10,1,156,0
"HAEMOPTYSIS","1 (1.2%)","1 (1.2%)","0","0","VALUE",10,1,157,0
"POSTNASAL DRIP","1 (1.2%)","1 (1.2%)","0","0","VALUE",10,1,158,0
"RALES","1 (1.2%)","1 (1.2%)","0","0","VALUE",10,1,159,0
"Musculoskeletal and connective tissue disorders","4 (4.7%)","3 (3.5%)","1 (1.2%)","0","VALUE",11,0,159,1
"BACK PAIN","1 (1.2%)","1 (1.2%)","0","0","VALUE",11,1,160,0
"ARTHRALGIA","1 (1.2%)","1 (1.2%)","0","0","VALUE",11,1,161,0
"MUSCLE SPASMS","0","0","0","0","VALUE",11,1,162,0
"SHOULDER PAIN","1 (1.2%)","0","1 (1.2%)","0","VALUE",11,1,163,0
"ARTHRITIS","0","0","0","0","VALUE",11,1,164,0
"FLANK PAIN","0","0","0","0","VALUE",11,1,165,0
"MUSCULAR WEAKNESS","0","0","0","0","VALUE",11,1,166,0
"MYALGIA","0","0","0","0","VALUE",11,1,167,0
"PAIN IN EXTREMITY","1 (1.2%)","1 (1.2%)","0","0","VALUE",11,1,168,0
"Investigations","10 (11.6%)","8 (9.3%)","2 (2.3%)","0","VALUE",12,0,168,1
"BLOOD GLUCOSE INCREASED","0","0","0","0","VALUE",12,1,169,0
"ELECTROCARDIOGRAM T WAVE INVERSION","2 (2.3%)","2 (2.3%)","0","0","VALUE",12,1,170,0
"BIOPSY","0","0","0","0","VALUE",12,1,171,0
"BIOPSY PROSTATE","0","0","0","0","VALUE",12,1,172,0
"BLOOD CHOLESTEROL INCREASED","0","0","0","0","VALUE",12,1,173,0
"BODY TEMPERATURE INCREASED","0","0","0","0","VALUE",12,1,174,0
"ELECTROCARDIOGRAM ST SEGMENT DEPRESSION","4 (4.7%)","4 (4.7%)","0","0","VALUE",12,1,175,0
"ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED","1 (1.2%)","1 (1.2%)","0","0","VALUE",12,1,176,0
"NASAL MUCOSA BIOPSY","0","0","0","0","VALUE",12,1,177,0
"WEIGHT DECREASED","0","0","0","0","VALUE",12,1,178,0
"BLOOD ALKALINE PHOSPHATASE INCREASED","1 (1.2%)","0","1 (1.2%)","0","VALUE",12,1,179,0
"BLOOD CREATINE PHOSPHOKINASE INCREASED","1 (1.2%)","0","1 (1.2%)","0","VALUE",12,1,180,0
"BLOOD URINE PRESENT","1 (1.2%)","1 (1.2%)","0","0","VALUE",12,1,181,0
"CYSTOSCOPY","1 (1.2%)","1 (1.2%)","0","0","VALUE",12,1,182,0
"HEART RATE INCREASED","1 (1.2%)","1 (1.2%)","0","0","VALUE",12,1,183,0
"HEART RATE IRREGULAR","1 (1.2%)","1 (1.2%)","0","0","VALUE",12,1,184,0
"Injury, poisoning and procedural complications","4 (4.7%)","3 (3.5%)","0","1 (1.2%)","VALUE",13,0,184,1
"CONTUSION","1 (1.2%)","1 (1.2%)","0","0","VALUE",13,1,185,0
"FALL","1 (1.2%)","1 (1.2%)","0","0","VALUE",13,1,186,0
"EXCORIATION","2 (2.3%)","2 (2.3%)","0","0","VALUE",13,1,187,0
"HIP FRACTURE","1 (1.2%)","0","0","1 (1.2%)","VALUE",13,1,188,0
"SKIN LACERATION","1 (1.2%)","1 (1.2%)","0","0","VALUE",13,1,189,0
"FACIAL BONES FRACTURE","0","0","0","0","VALUE",13,1,190,0
"JOINT DISLOCATION","0","0","0","0","VALUE",13,1,191,0
"WOUND","0","0","0","0","VALUE",13,1,192,0
"Renal and urinary disorders","4 (4.7%)","3 (3.5%)","1 (1.2%)","0","VALUE",14,0,192,1
"MICTURITION URGENCY","1 (1.2%)","1 (1.2%)","0","0","VALUE",14,1,193,0
"CALCULUS URETHRAL","0","0","0","0","VALUE",14,1,194,0
"DYSURIA","1 (1.2%)","1 (1.2%)","0","0","VALUE",14,1,195,0
"INCONTINENCE","0","0","0","0","VALUE",14,1,196,0
"NEPHROLITHIASIS","1 (1.2%)","0","1 (1.2%)","0","VALUE",14,1,197,0
"POLLAKIURIA","1 (1.2%)","1 (1.2%)","0","0","VALUE",14,1,198,0
"Vascular disorders","3 (3.5%)","1 (1.2%)","2 (2.3%)","0","VALUE",15,0,198,1
"HOT FLUSH","0","0","0","0","VALUE",15,1,199,0
"HYPERTENSION","1 (1.2%)","0","1 (1.2%)","0","VALUE",15,1,200,0
"HYPOTENSION","2 (2.3%)","1 (1.2%)","1 (1.2%)","0","VALUE",15,1,201,0
"WOUND HAEMORRHAGE","0","0","0","0","VALUE",15,1,202,0
"ORTHOSTATIC HYPOTENSION","1 (1.2%)","1 (1.2%)","0","0","VALUE",15,1,203,0
"Congenital, familial and genetic disorders","0","0","0","0","VALUE",16,0,203,1
"VENTRICULAR SEPTAL DEFECT","0","0","0","0","VALUE",16,1,204,0
"Ear and labyrinth disorders","1 (1.2%)","1 (1.2%)","0","0","VALUE",17,0,204,1
"VERTIGO","0","0","0","0","VALUE",17,1,205,0
"CERUMEN IMPACTION","0","0","0","0","VALUE",17,1,206,0
"EAR PAIN","1 (1.2%)","1 (1.2%)","0","0","VALUE",17,1,207,0
"Eye disorders","2 (2.3%)","1 (1.2%)","1 (1.2%)","0","VALUE",18,0,207,1
"VISION BLURRED","0","0","0","0","VALUE",18,1,208,0
"CONJUNCTIVAL HAEMORRHAGE","0","0","0","0","VALUE",18,1,209,0
"CONJUNCTIVITIS","1 (1.2%)","0","1 (1.2%)","0","VALUE",18,1,210,0
"EYE ALLERGY","1 (1.2%)","1 (1.2%)","0","0","VALUE",18,1,211,0
"EYE PRURITUS","1 (1.2%)","1 (1.2%)","0","0","VALUE",18,1,212,0
"EYE SWELLING","1 (1.2%)","1 (1.2%)","0","0","VALUE",18,1,213,0
"Metabolism and nutrition disorders","6 (7.0%)","4 (4.7%)","2 (2.3%)","0","VALUE",19,0,213,1
"DECREASED APPETITE","1 (1.2%)","0","1 (1.2%)","0","VALUE",19,1,214,0
"FOOD CRAVING","1 (1.2%)","1 (1.2%)","0","0","VALUE",19,1,215,0
"INCREASED APPETITE","1 (1.2%)","1 (1.2%)","0","0","VALUE",19,1,216,0
"DEHYDRATION","1 (1.2%)","1 (1.2%)","0","0","VALUE",19,1,217,0
"DIABETES MELLITUS","1 (1.2%)","1 (1.2%)","0","0","VALUE",19,1,218,0
"HYPONATRAEMIA","1 (1.2%)","0","1 (1.2%)","0","VALUE",19,1,219,0
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","0","0","0","0","VALUE",20,0,219,1
"COLON CANCER","0","0","0","0","VALUE",20,1,220,0
"MALIGNANT FIBROUS HISTIOCYTOMA","0","0","0","0","VALUE",20,1,221,0
"PROSTATE CANCER","0","0","0","0","VALUE",20,1,222,0
"Reproductive system and breast disorders","4 (4.7%)","3 (3.5%)","0","1 (1.2%)","VALUE",21,0,222,1
"ABNORMAL UTERINE BLEEDING","1 (1.2%)","1 (1.2%)","0","0","VALUE",21,1,223,0
"BENIGN PROSTATIC HYPERPLASIA","1 (1.2%)","0","0","1 (1.2%)","VALUE",21,1,224,0
"ERECTILE DYSFUNCTION","1 (1.2%)","1 (1.2%)","0","0","VALUE",21,1,225,0
"PELVIC PAIN","1 (1.2%)","1 (1.2%)","0","0","VALUE",21,1,226,0
"Surgical and medical procedures","2 (2.3%)","1 (1.2%)","1 (1.2%)","0","VALUE",22,0,226,1
"ACROCHORDON EXCISION","0","0","0","0","VALUE",22,1,227,0
"CATARACT OPERATION","1 (1.2%)","0","1 (1.2%)","0","VALUE",22,1,228,0
"SKIN LESION EXCISION","0","0","0","0","VALUE",22,1,229,0
"EYE LASER SURGERY","1 (1.2%)","1 (1.2%)","0","0","VALUE",22,1,230,0
"Endocrine disorders","1 (1.2%)","1 (1.2%)","0","0","VALUE",23,0,230,1
"BLEEDING ANOVULATORY","1 (1.2%)","1 (1.2%)","0","0","VALUE",23,1,231,0
"Immune system disorders","0","0","0","0","VALUE",24,0,231,1
"HYPERSENSITIVITY","0","0","0","0","VALUE",24,1,232,0
"Social circumstances","0","0","0","0","VALUE",25,0,232,1
"ALCOHOL USE","0","0","0","0","VALUE",25,1,233,0
"Hepatobiliary disorders","1 (1.2%)","0","1 (1.2%)","0","VALUE",26,0,233,1
"HYPERBILIRUBINAEMIA","1 (1.2%)","0","1 (1.2%)","0","VALUE",26,1,234,0
