"label","col 1","col 2","col 3","col 4","row_type","anbr","indentme","roworder","newrows"
"APPLICATION SITE DERMATITIS","4 (7.5%)","7 (9.6%)","11 (8.7%)","5 (8.5%)","VALUE",6,1,18,1
"Grade 1","0","1 (1.4%)","1 (0.8%)","2 (3.4%)","VALUE",6,2,19,0
"Grade 2","0","3 (4.1%)","3 (2.4%)","0","VALUE",6,2,20,0
"Grade 3","1 (1.9%)","0","1 (0.8%)","2 (3.4%)","VALUE",6,2,21,0
"Grade 4","2 (3.8%)","2 (2.7%)","4 (3.2%)","0","VALUE",6,2,22,0
"Grade 5","0","0","0","1 (1.7%)","VALUE",6,2,23,0
"Missing","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",6,2,24,0
"FATIGUE","5 (9.4%)","5 (6.8%)","10 (7.9%)","0","VALUE",7,1,24,1
"Grade 1","2 (3.8%)","0","2 (1.6%)","0","VALUE",7,2,25,0
"Grade 2","0","2 (2.7%)","2 (1.6%)","0","VALUE",7,2,26,0
"Grade 3","0","1 (1.4%)","1 (0.8%)","0","VALUE",7,2,27,0
"Grade 4","2 (3.8%)","2 (2.7%)","4 (3.2%)","0","VALUE",7,2,28,0
"Missing","1 (1.9%)","0","1 (0.8%)","0","VALUE",7,2,29,0
"APPLICATION SITE VESICLES","4 (7.5%)","4 (5.5%)","8 (6.3%)","0","VALUE",8,1,29,1
"Grade 1","1 (1.9%)","0","1 (0.8%)","0","VALUE",8,2,30,0
"Grade 2","0","1 (1.4%)","1 (0.8%)","0","VALUE",8,2,31,0
"Grade 3","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","VALUE",8,2,32,0
"Grade 4","0","1 (1.4%)","1 (0.8%)","0","VALUE",8,2,33,0
"Grade 5","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",8,2,34,0
"APPLICATION SITE SWELLING","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","VALUE",9,1,34,1
"Grade 3","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",9,2,35,0
"Grade 4","1 (1.9%)","0","1 (0.8%)","0","VALUE",9,2,36,0
"MALAISE","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","VALUE",10,1,36,1
"Grade 1","1 (1.9%)","0","1 (0.8%)","0","VALUE",10,2,37,0
"Grade 2","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",10,2,38,0
"APPLICATION SITE PAIN","2 (3.8%)","0","2 (1.6%)","0","VALUE",11,1,38,1
"Grade 1","1 (1.9%)","0","1 (0.8%)","0","VALUE",11,2,39,0
"Missing","1 (1.9%)","0","1 (0.8%)","0","VALUE",11,2,40,0
"APPLICATION SITE PERSPIRATION","2 (3.8%)","0","2 (1.6%)","0","VALUE",12,1,40,1
"Grade 4","1 (1.9%)","0","1 (0.8%)","0","VALUE",12,2,41,0
"Grade 5","1 (1.9%)","0","1 (0.8%)","0","VALUE",12,2,42,0
"APPLICATION SITE URTICARIA","0","2 (2.7%)","2 (1.6%)","0","VALUE",13,1,42,1
"Grade 2","0","1 (1.4%)","1 (0.8%)","0","VALUE",13,2,43,0
"Missing","0","1 (1.4%)","1 (0.8%)","0","VALUE",13,2,44,0
"CHEST DISCOMFORT","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",14,1,44,1
"Grade 3","1 (1.9%)","0","1 (0.8%)","0","VALUE",14,2,45,0
"Grade 4","0","1 (1.4%)","1 (0.8%)","0","VALUE",14,2,46,0
"CHEST PAIN","2 (3.8%)","0","2 (1.6%)","0","VALUE",15,1,46,1
"Grade 2","1 (1.9%)","0","1 (0.8%)","0","VALUE",15,2,47,0
"Grade 3","1 (1.9%)","0","1 (0.8%)","0","VALUE",15,2,48,0
"OEDEMA PERIPHERAL","1 (1.9%)","1 (1.4%)","2 (1.6%)","2 (3.4%)","VALUE",16,1,48,1
"Grade 2","0","1 (1.4%)","1 (0.8%)","0","VALUE",16,2,49,0
"Grade 3","0","0","0","1 (1.7%)","VALUE",16,2,50,0
"Grade 4","1 (1.9%)","0","1 (0.8%)","0","VALUE",16,2,51,0
"Grade 5","0","0","0","1 (1.7%)","VALUE",16,2,52,0
"APPLICATION SITE BLEEDING","0","1 (1.4%)","1 (0.8%)","0","VALUE",17,1,52,1
"Grade 2","0","1 (1.4%)","1 (0.8%)","0","VALUE",17,2,53,0
"APPLICATION SITE DESQUAMATION","0","1 (1.4%)","1 (0.8%)","0","VALUE",18,1,53,1
"Grade 1","0","1 (1.4%)","1 (0.8%)","0","VALUE",18,2,54,0
"APPLICATION SITE REACTION","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","VALUE",19,1,54,1
"Grade 1","1 (1.9%)","0","1 (0.8%)","0","VALUE",19,2,55,0
"Grade 3","0","0","0","1 (1.7%)","VALUE",19,2,56,0
"ASTHENIA","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",20,1,56,1
"Grade 5","0","0","0","1 (1.7%)","VALUE",20,2,57,0
"Missing","0","1 (1.4%)","1 (0.8%)","0","VALUE",20,2,58,0
"CHILLS","1 (1.9%)","0","1 (0.8%)","0","VALUE",21,1,58,1
"Grade 4","1 (1.9%)","0","1 (0.8%)","0","VALUE",21,2,59,0
"FEELING ABNORMAL","1 (1.9%)","0","1 (0.8%)","0","VALUE",22,1,59,1
"Grade 2","1 (1.9%)","0","1 (0.8%)","0","VALUE",22,2,60,0
"FEELING COLD","1 (1.9%)","0","1 (0.8%)","0","VALUE",23,1,60,1
"Grade 5","1 (1.9%)","0","1 (0.8%)","0","VALUE",23,2,61,0
"OEDEMA","0","1 (1.4%)","1 (0.8%)","0","VALUE",24,1,61,1
"Missing","0","1 (1.4%)","1 (0.8%)","0","VALUE",24,2,62,0
"PAIN","1 (1.9%)","0","1 (0.8%)","0","VALUE",25,1,62,1
"Grade 1","1 (1.9%)","0","1 (0.8%)","0","VALUE",25,2,63,0
"PYREXIA","0","1 (1.4%)","1 (0.8%)","2 (3.4%)","VALUE",26,1,63,1
"Grade 1","0","0","0","1 (1.7%)","VALUE",26,2,64,0
"Grade 2","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",26,2,65,0
"SECRETION DISCHARGE","0","1 (1.4%)","1 (0.8%)","0","VALUE",27,1,65,1
"Grade 5","0","1 (1.4%)","1 (0.8%)","0","VALUE",27,2,66,0
"SUDDEN DEATH","0","1 (1.4%)","1 (0.8%)","0","VALUE",28,1,66,1
"Grade 1","0","1 (1.4%)","1 (0.8%)","0","VALUE",28,2,67,0
"ULCER","0","1 (1.4%)","1 (0.8%)","0","VALUE",29,1,67,1
"Grade 4","0","1 (1.4%)","1 (0.8%)","0","VALUE",29,2,68,0
"APPLICATION SITE INDURATION","0","0","0","1 (1.7%)","VALUE",30,1,68,1
"Grade 4","0","0","0","1 (1.7%)","VALUE",30,2,69,0
"Skin and subcutaneous tissue disorders","34 (64.2%)","28 (38.4%)","62 (49.2%)","16 (27.1%)","VALUE",31,0,69,1
"PRURITUS","20 (37.7%)","14 (19.2%)","34 (27.0%)","6 (10.2%)","VALUE",31,1,70,0
"Grade 1","0","2 (2.7%)","2 (1.6%)","1 (1.7%)","VALUE",31,2,71,0
"Grade 2","7 (13.2%)","2 (2.7%)","9 (7.1%)","1 (1.7%)","VALUE",31,2,72,0
"Grade 3","3 (5.7%)","3 (4.1%)","6 (4.8%)","0","VALUE",31,2,73,0
"Grade 4","4 (7.5%)","2 (2.7%)","6 (4.8%)","1 (1.7%)","VALUE",31,2,74,0
"Grade 5","4 (7.5%)","4 (5.5%)","8 (6.3%)","1 (1.7%)","VALUE",31,2,75,0
"Missing","2 (3.8%)","1 (1.4%)","3 (2.4%)","2 (3.4%)","VALUE",31,2,76,0
"ERYTHEMA","12 (22.6%)","8 (11.0%)","20 (15.9%)","6 (10.2%)","VALUE",32,1,76,1
"Grade 1","1 (1.9%)","3 (4.1%)","4 (3.2%)","1 (1.7%)","VALUE",32,2,77,0
"Grade 2","3 (5.7%)","1 (1.4%)","4 (3.2%)","0","VALUE",32,2,78,0
"Grade 4","2 (3.8%)","1 (1.4%)","3 (2.4%)","3 (5.1%)","VALUE",32,2,79,0
"Grade 5","3 (5.7%)","2 (2.7%)","5 (4.0%)","0","VALUE",32,2,80,0
"Missing","3 (5.7%)","1 (1.4%)","4 (3.2%)","2 (3.4%)","VALUE",32,2,81,0
"RASH","5 (9.4%)","9 (12.3%)","14 (11.1%)","4 (6.8%)","VALUE",33,1,81,1
"Grade 1","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","VALUE",33,2,82,0
"Grade 2","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",33,2,83,0
"Grade 3","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","VALUE",33,2,84,0
"Grade 4","0","4 (5.5%)","4 (3.2%)","0","VALUE",33,2,85,0
"Grade 5","2 (3.8%)","1 (1.4%)","3 (2.4%)","2 (3.4%)","VALUE",33,2,86,0
"Missing","0","2 (2.7%)","2 (1.6%)","0","VALUE",33,2,87,0
"HYPERHIDROSIS","8 (15.1%)","4 (5.5%)","12 (9.5%)","2 (3.4%)","VALUE",34,1,87,1
"Grade 1","2 (3.8%)","0","2 (1.6%)","0","VALUE",34,2,88,0
"Grade 2","0","2 (2.7%)","2 (1.6%)","0","VALUE",34,2,89,0
"Grade 3","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","VALUE",34,2,90,0
"Grade 4","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",34,2,91,0
"Grade 5","2 (3.8%)","1 (1.4%)","3 (2.4%)","1 (1.7%)","VALUE",34,2,92,0
"Missing","2 (3.8%)","0","2 (1.6%)","0","VALUE",34,2,93,0
"SKIN IRRITATION","4 (7.5%)","4 (5.5%)","8 (6.3%)","3 (5.1%)","VALUE",35,1,93,1
"Grade 1","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",35,2,94,0
"Grade 2","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",35,2,95,0
"Grade 3","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","VALUE",35,2,96,0
"Grade 4","0","0","0","1 (1.7%)","VALUE",35,2,97,0
"Grade 5","1 (1.9%)","2 (2.7%)","3 (2.4%)","0","VALUE",35,2,98,0
"Missing","1 (1.9%)","0","1 (0.8%)","0","VALUE",35,2,99,0
"BLISTER","1 (1.9%)","2 (2.7%)","3 (2.4%)","0","VALUE",36,1,99,1
"Grade 3","0","1 (1.4%)","1 (0.8%)","0","VALUE",36,2,100,0
"Grade 5","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",36,2,101,0
"RASH PRURITIC","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","VALUE",37,1,101,1
"Grade 3","1 (1.9%)","0","1 (0.8%)","0","VALUE",37,2,102,0
"Grade 4","1 (1.9%)","0","1 (0.8%)","0","VALUE",37,2,103,0
"Grade 5","0","1 (1.4%)","1 (0.8%)","0","VALUE",37,2,104,0
"URTICARIA","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",38,1,104,1
"Grade 4","1 (1.9%)","0","1 (0.8%)","0","VALUE",38,2,105,0
"Grade 5","0","1 (1.4%)","1 (0.8%)","0","VALUE",38,2,106,0
"ACTINIC KERATOSIS","1 (1.9%)","0","1 (0.8%)","0","VALUE",39,1,106,1
"Grade 3","1 (1.9%)","0","1 (0.8%)","0","VALUE",39,2,107,0
"PRURITUS GENERALISED","1 (1.9%)","0","1 (0.8%)","0","VALUE",40,1,107,1
"Grade 4","1 (1.9%)","0","1 (0.8%)","0","VALUE",40,2,108,0
"RASH ERYTHEMATOUS","0","1 (1.4%)","1 (0.8%)","0","VALUE",41,1,108,1
"Missing","0","1 (1.4%)","1 (0.8%)","0","VALUE",41,2,109,0
"RASH MACULO-PAPULAR","1 (1.9%)","0","1 (0.8%)","0","VALUE",42,1,109,1
"Grade 2","1 (1.9%)","0","1 (0.8%)","0","VALUE",42,2,110,0
"SKIN ODOUR ABNORMAL","1 (1.9%)","0","1 (0.8%)","0","VALUE",43,1,110,1
"Grade 3","1 (1.9%)","0","1 (0.8%)","0","VALUE",43,2,111,0
"ALOPECIA","0","0","0","1 (1.7%)","VALUE",44,1,111,1
"Grade 2","0","0","0","1 (1.7%)","VALUE",44,2,112,0
"DRUG ERUPTION","0","0","0","1 (1.7%)","VALUE",45,1,112,1
"Grade 2","0","0","0","1 (1.7%)","VALUE",45,2,113,0
"SKIN ULCER","0","0","0","1 (1.7%)","VALUE",46,1,113,1
"Grade 5","0","0","0","1 (1.7%)","VALUE",46,2,114,0
"Nervous system disorders","18 (34.0%)","18 (24.7%)","36 (28.6%)","5 (8.5%)","VALUE",47,0,114,1
"DIZZINESS","8 (15.1%)","8 (11.0%)","16 (12.7%)","0","VALUE",47,1,115,0
"Grade 1","2 (3.8%)","0","2 (1.6%)","0","VALUE",47,2,116,0
"Grade 2","1 (1.9%)","4 (5.5%)","5 (4.0%)","0","VALUE",47,2,117,0
"Grade 3","1 (1.9%)","0","1 (0.8%)","0","VALUE",47,2,118,0
"Grade 4","0","2 (2.7%)","2 (1.6%)","0","VALUE",47,2,119,0
"Grade 5","3 (5.7%)","1 (1.4%)","4 (3.2%)","0","VALUE",47,2,120,0
"Missing","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",47,2,121,0
"HEADACHE","5 (9.4%)","3 (4.1%)","8 (6.3%)","2 (3.4%)","VALUE",48,1,121,1
"Grade 1","1 (1.9%)","0","1 (0.8%)","0","VALUE",48,2,122,0
"Grade 2","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","VALUE",48,2,123,0
"Grade 3","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","VALUE",48,2,124,0
"Grade 4","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","VALUE",48,2,125,0
"Grade 5","0","1 (1.4%)","1 (0.8%)","0","VALUE",48,2,126,0
"Missing","0","1 (1.4%)","1 (0.8%)","0","VALUE",48,2,127,0
"SYNCOPE","1 (1.9%)","3 (4.1%)","4 (3.2%)","0","VALUE",49,1,127,1
"Grade 1","1 (1.9%)","0","1 (0.8%)","0","VALUE",49,2,128,0
"Grade 2","0","1 (1.4%)","1 (0.8%)","0","VALUE",49,2,129,0
"Grade 3","0","1 (1.4%)","1 (0.8%)","0","VALUE",49,2,130,0
"Missing","0","1 (1.4%)","1 (0.8%)","0","VALUE",49,2,131,0
"SOMNOLENCE","1 (1.9%)","2 (2.7%)","3 (2.4%)","1 (1.7%)","VALUE",50,1,131,1
"Grade 4","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",50,2,132,0
"Missing","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",50,2,133,0
"TRANSIENT ISCHAEMIC ATTACK","1 (1.9%)","2 (2.7%)","3 (2.4%)","0","VALUE",51,1,133,1
"Grade 5","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",51,2,134,0
"Missing","0","1 (1.4%)","1 (0.8%)","0","VALUE",51,2,135,0
"BALANCE DISORDER","0","1 (1.4%)","1 (0.8%)","0","VALUE",52,1,135,1
"Grade 4","0","1 (1.4%)","1 (0.8%)","0","VALUE",52,2,136,0
"BURNING SENSATION","1 (1.9%)","0","1 (0.8%)","0","VALUE",53,1,136,1
"Grade 5","1 (1.9%)","0","1 (0.8%)","0","VALUE",53,2,137,0
"COGNITIVE DISORDER","1 (1.9%)","0","1 (0.8%)","0","VALUE",54,1,137,1
"Grade 5","1 (1.9%)","0","1 (0.8%)","0","VALUE",54,2,138,0
"COMPLEX PARTIAL SEIZURES","0","1 (1.4%)","1 (0.8%)","0","VALUE",55,1,138,1
"Grade 4","0","1 (1.4%)","1 (0.8%)","0","VALUE",55,2,139,0
"COORDINATION ABNORMAL","0","1 (1.4%)","1 (0.8%)","0","VALUE",56,1,139,1
"Grade 4","0","1 (1.4%)","1 (0.8%)","0","VALUE",56,2,140,0
"HEMIANOPIA HOMONYMOUS","0","1 (1.4%)","1 (0.8%)","0","VALUE",57,1,140,1
"Grade 5","0","1 (1.4%)","1 (0.8%)","0","VALUE",57,2,141,0
"HYPERSOMNIA","1 (1.9%)","0","1 (0.8%)","0","VALUE",58,1,141,1
"Missing","1 (1.9%)","0","1 (0.8%)","0","VALUE",58,2,142,0
"LETHARGY","0","1 (1.4%)","1 (0.8%)","0","VALUE",59,1,142,1
"Missing","0","1 (1.4%)","1 (0.8%)","0","VALUE",59,2,143,0
"PARAESTHESIA","1 (1.9%)","0","1 (0.8%)","0","VALUE",60,1,143,1
"Grade 3","1 (1.9%)","0","1 (0.8%)","0","VALUE",60,2,144,0
"PARAESTHESIA ORAL","0","1 (1.4%)","1 (0.8%)","0","VALUE",61,1,144,1
"Grade 5","0","1 (1.4%)","1 (0.8%)","0","VALUE",61,2,145,0
"PAROSMIA","1 (1.9%)","0","1 (0.8%)","0","VALUE",62,1,145,1
"Grade 4","1 (1.9%)","0","1 (0.8%)","0","VALUE",62,2,146,0
"PARTIAL SEIZURES WITH SECONDARY GENERALISATION","1 (1.9%)","0","1 (0.8%)","0","VALUE",63,1,146,1
"Missing","1 (1.9%)","0","1 (0.8%)","0","VALUE",63,2,147,0
"STUPOR","0","1 (1.4%)","1 (0.8%)","0","VALUE",64,1,147,1
"Grade 1","0","1 (1.4%)","1 (0.8%)","0","VALUE",64,2,148,0
"SYNCOPE VASOVAGAL","1 (1.9%)","0","1 (0.8%)","0","VALUE",65,1,148,1
"Missing","1 (1.9%)","0","1 (0.8%)","0","VALUE",65,2,149,0
"PARKINSON'S DISEASE","0","0","0","1 (1.7%)","VALUE",66,1,149,1
"Grade 5","0","0","0","1 (1.7%)","VALUE",66,2,150,0
"PSYCHOMOTOR HYPERACTIVITY","0","0","0","1 (1.7%)","VALUE",67,1,150,1
"Grade 5","0","0","0","1 (1.7%)","VALUE",67,2,151,0
"Gastrointestinal disorders","14 (26.4%)","10 (13.7%)","24 (19.0%)","7 (11.9%)","VALUE",68,0,151,1
"NAUSEA","5 (9.4%)","2 (2.7%)","7 (5.6%)","0","VALUE",68,1,152,0
"Grade 2","1 (1.9%)","0","1 (0.8%)","0","VALUE",68,2,153,0
"Grade 4","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",68,2,154,0
"Grade 5","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","VALUE",68,2,155,0
"Missing","1 (1.9%)","0","1 (0.8%)","0","VALUE",68,2,156,0
"VOMITING","5 (9.4%)","2 (2.7%)","7 (5.6%)","0","VALUE",69,1,156,1
"Grade 2","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",69,2,157,0
"Grade 3","1 (1.9%)","0","1 (0.8%)","0","VALUE",69,2,158,0
"Grade 4","1 (1.9%)","0","1 (0.8%)","0","VALUE",69,2,159,0
"Grade 5","2 (3.8%)","0","2 (1.6%)","0","VALUE",69,2,160,0
"Missing","0","1 (1.4%)","1 (0.8%)","0","VALUE",69,2,161,0
"DIARRHOEA","2 (3.8%)","3 (4.1%)","5 (4.0%)","3 (5.1%)","VALUE",70,1,161,1
"Grade 1","1 (1.9%)","0","1 (0.8%)","0","VALUE",70,2,162,0
"Grade 2","0","0","0","1 (1.7%)","VALUE",70,2,163,0
"Grade 3","0","0","0","1 (1.7%)","VALUE",70,2,164,0
"Grade 4","0","2 (2.7%)","2 (1.6%)","0","VALUE",70,2,165,0
"Grade 5","1 (1.9%)","1 (1.4%)","2 (1.6%)","1 (1.7%)","VALUE",70,2,166,0
"SALIVARY HYPERSECRETION","4 (7.5%)","0","4 (3.2%)","0","VALUE",71,1,166,1
"Grade 1","1 (1.9%)","0","1 (0.8%)","0","VALUE",71,2,167,0
"Grade 2","1 (1.9%)","0","1 (0.8%)","0","VALUE",71,2,168,0
"Grade 5","2 (3.8%)","0","2 (1.6%)","0","VALUE",71,2,169,0
"ABDOMINAL PAIN","0","2 (2.7%)","2 (1.6%)","1 (1.7%)","VALUE",72,1,169,1
"Grade 1","0","1 (1.4%)","1 (0.8%)","0","VALUE",72,2,170,0
"Grade 3","0","0","0","1 (1.7%)","VALUE",72,2,171,0
"Grade 4","0","1 (1.4%)","1 (0.8%)","0","VALUE",72,2,172,0
"ABDOMINAL DISCOMFORT","1 (1.9%)","0","1 (0.8%)","0","VALUE",73,1,172,1
"Grade 3","1 (1.9%)","0","1 (0.8%)","0","VALUE",73,2,173,0
"DYSPEPSIA","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",74,1,173,1
"Grade 3","0","1 (1.4%)","1 (0.8%)","0","VALUE",74,2,174,0
"Grade 5","0","0","0","1 (1.7%)","VALUE",74,2,175,0
"RECTAL HAEMORRHAGE","0","1 (1.4%)","1 (0.8%)","0","VALUE",75,1,175,1
"Grade 2","0","1 (1.4%)","1 (0.8%)","0","VALUE",75,2,176,0
"STOMACH DISCOMFORT","1 (1.9%)","0","1 (0.8%)","0","VALUE",76,1,176,1
"Grade 1","1 (1.9%)","0","1 (0.8%)","0","VALUE",76,2,177,0
"CONSTIPATION","0","0","0","1 (1.7%)","VALUE",77,1,177,1
"Grade 5","0","0","0","1 (1.7%)","VALUE",77,2,178,0
"GASTROOESOPHAGEAL REFLUX DISEASE","0","0","0","1 (1.7%)","VALUE",78,1,178,1
"Grade 4","0","0","0","1 (1.7%)","VALUE",78,2,179,0
"GLOSSITIS","0","0","0","1 (1.7%)","VALUE",79,1,179,1
"Grade 2","0","0","0","1 (1.7%)","VALUE",79,2,180,0
"HIATUS HERNIA","0","0","0","1 (1.7%)","VALUE",80,1,180,1
"Grade 3","0","0","0","1 (1.7%)","VALUE",80,2,181,0
"Cardiac disorders","11 (20.8%)","11 (15.1%)","22 (17.5%)","7 (11.9%)","VALUE",81,0,181,1
"SINUS BRADYCARDIA","7 (13.2%)","4 (5.5%)","11 (8.7%)","0","VALUE",81,1,182,0
"Grade 1","2 (3.8%)","2 (2.7%)","4 (3.2%)","0","VALUE",81,2,183,0
"Grade 2","0","1 (1.4%)","1 (0.8%)","0","VALUE",81,2,184,0
"Grade 3","2 (3.8%)","0","2 (1.6%)","0","VALUE",81,2,185,0
"Grade 4","1 (1.9%)","0","1 (0.8%)","0","VALUE",81,2,186,0
"Grade 5","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",81,2,187,0
"Missing","1 (1.9%)","0","1 (0.8%)","0","VALUE",81,2,188,0
"MYOCARDIAL INFARCTION","3 (5.7%)","1 (1.4%)","4 (3.2%)","3 (5.1%)","VALUE",82,1,188,1
"Grade 1","2 (3.8%)","0","2 (1.6%)","1 (1.7%)","VALUE",82,2,189,0
"Grade 3","0","0","0","1 (1.7%)","VALUE",82,2,190,0
"Grade 5","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",82,2,191,0
"Missing","1 (1.9%)","0","1 (0.8%)","0","VALUE",82,2,192,0
"ATRIAL FIBRILLATION","1 (1.9%)","2 (2.7%)","3 (2.4%)","0","VALUE",83,1,192,1
"Grade 3","0","1 (1.4%)","1 (0.8%)","0","VALUE",83,2,193,0
"Grade 5","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",83,2,194,0
"VENTRICULAR EXTRASYSTOLES","1 (1.9%)","2 (2.7%)","3 (2.4%)","0","VALUE",84,1,194,1
"Grade 1","0","1 (1.4%)","1 (0.8%)","0","VALUE",84,2,195,0
"Grade 3","0","1 (1.4%)","1 (0.8%)","0","VALUE",84,2,196,0
"Grade 5","1 (1.9%)","0","1 (0.8%)","0","VALUE",84,2,197,0
"ATRIAL FLUTTER","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",85,1,197,1
"Grade 3","1 (1.9%)","0","1 (0.8%)","0","VALUE",85,2,198,0
"Grade 5","0","1 (1.4%)","1 (0.8%)","0","VALUE",85,2,199,0
"PALPITATIONS","0","2 (2.7%)","2 (1.6%)","0","VALUE",86,1,199,1
"Grade 1","0","1 (1.4%)","1 (0.8%)","0","VALUE",86,2,200,0
"Grade 4","0","1 (1.4%)","1 (0.8%)","0","VALUE",86,2,201,0
"ATRIOVENTRICULAR BLOCK FIRST DEGREE","0","1 (1.4%)","1 (0.8%)","0","VALUE",87,1,201,1
"Grade 3","0","1 (1.4%)","1 (0.8%)","0","VALUE",87,2,202,0
"BUNDLE BRANCH BLOCK RIGHT","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",88,1,202,1
"Grade 1","0","1 (1.4%)","1 (0.8%)","0","VALUE",88,2,203,0
"Grade 3","0","0","0","1 (1.7%)","VALUE",88,2,204,0
"CARDIAC DISORDER","1 (1.9%)","0","1 (0.8%)","0","VALUE",89,1,204,1
"Grade 4","1 (1.9%)","0","1 (0.8%)","0","VALUE",89,2,205,0
"SUPRAVENTRICULAR EXTRASYSTOLES","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",90,1,205,1
"Grade 4","0","1 (1.4%)","1 (0.8%)","0","VALUE",90,2,206,0
"Grade 5","0","0","0","1 (1.7%)","VALUE",90,2,207,0
"SUPRAVENTRICULAR TACHYCARDIA","0","1 (1.4%)","1 (0.8%)","0","VALUE",91,1,207,1
"Grade 4","0","1 (1.4%)","1 (0.8%)","0","VALUE",91,2,208,0
