"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows"
"ERECTILE DYSFUNCTION","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",2,2,32,0
"ERYTHEMA","6 (11.3%)","3 (4.1%)","9 (7.1%)","5 (8.5%)","2.8 (-8.3, 13.9)","-4.4 (-12.8, 4.1)","VALUE",2,2,33,0
"EYE ALLERGY","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",2,2,34,0
"FATIGUE","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","1.9 (-1.8, 5.5)","1.4 (-1.3, 4.0)","VALUE",2,2,35,0
"GASTROENTERITIS VIRAL","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",2,2,36,0
"HEADACHE","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","0.2 (-4.7, 5.1)","-1.7 (-5.0, 1.6)","VALUE",2,2,37,0
"HIATUS HERNIA","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",2,2,38,0
"HIP FRACTURE","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",2,2,39,0
"LOWER RESPIRATORY TRACT INFECTION","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",2,2,40,0
"MALAISE","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",2,2,41,0
"MUSCULAR WEAKNESS","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",2,2,42,0
"MYOCARDIAL INFARCTION","2 (3.8%)","1 (1.4%)","3 (2.4%)","1 (1.7%)","2.1 (-4.0, 8.2)","-0.3 (-4.6, 3.9)","VALUE",2,2,43,0
"NASOPHARYNGITIS","2 (3.8%)","0","2 (1.6%)","2 (3.4%)","0.4 (-6.5, 7.3)","-3.4 (-8.0, 1.2)","VALUE",2,2,44,0
"NAUSEA","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","3.8 (-1.4, 8.9)","1.4 (-1.3, 4.0)","VALUE",2,2,45,0
"OEDEMA","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",2,2,46,0
"OEDEMA PERIPHERAL","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",2,2,47,0
"PALPITATIONS","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",2,2,48,0
"PROSTATE CANCER","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",2,2,49,0
"PRURITUS","6 (11.3%)","5 (6.8%)","11 (8.7%)","0","11.3 (2.8, 19.9)","6.8 (1.1, 12.6)","VALUE",2,2,50,0
"RASH","0","2 (2.7%)","2 (1.6%)","1 (1.7%)","-1.7 (-5.0, 1.6)","1.0 (-3.9, 6.0)","VALUE",2,2,51,0
"RESTLESSNESS","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",2,2,52,0
"SALIVARY HYPERSECRETION","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",2,2,53,0
"SHOULDER PAIN","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",2,2,54,0
"SINUS BRADYCARDIA","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","3.8 (-1.4, 8.9)","1.4 (-1.3, 4.0)","VALUE",2,2,55,0
"SKIN IRRITATION","0","2 (2.7%)","2 (1.6%)","0","0.0 (0.0, 0.0)","2.7 (-1.0, 6.5)","VALUE",2,2,56,0
"SKIN LACERATION","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",2,2,57,0
"SOMNOLENCE","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",2,2,58,0
"STUPOR","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",2,2,59,0
"SUPRAVENTRICULAR TACHYCARDIA","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",2,2,60,0
"SYNCOPE","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","1.9 (-1.8, 5.5)","1.4 (-1.3, 4.0)","VALUE",2,2,61,0
"TRANSIENT ISCHAEMIC ATTACK","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",2,2,62,0
"ULCER","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",2,2,63,0
"UPPER RESPIRATORY TRACT INFECTION","0","0","0","2 (3.4%)","-3.4 (-8.0, 1.2)","-3.4 (-8.0, 1.2)","VALUE",2,2,64,0
"VENTRICULAR EXTRASYSTOLES","1 (1.9%)","2 (2.7%)","3 (2.4%)","0","1.9 (-1.8, 5.5)","2.7 (-1.0, 6.5)","VALUE",2,2,65,0
"VOMITING","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","3.8 (-1.4, 8.9)","1.4 (-1.3, 4.0)","VALUE",2,2,66,0
"Maximum severity","","","","","","","HEADER",3,0,66,1
"Severe","1 (1.9%)","6 (8.2%)","7 (5.6%)","2 (3.4%)","-1.5 (-7.4, 4.4)","4.8 (-3.0, 12.6)","VALUE",3,1,67,0
"Moderate","25 (47.2%)","33 (45.2%)","58 (46.0%)","13 (22.0%)","25.1 (8.0, 42.2)","23.2 (7.6, 38.7)","VALUE",3,1,68,0
"Mild","22 (41.5%)","19 (26.0%)","41 (32.5%)","22 (37.3%)","4.2 (-13.9, 22.3)","-11.3 (-27.2, 4.7)","VALUE",3,1,69,0
"Serious","20 (37.7%)","25 (34.2%)","45 (35.7%)","17 (28.8%)","8.9 (-8.5, 26.4)","5.4 (-10.4, 21.3)","VALUE",4,0,69,1
"Deaths","0","0","0","0","0.0 (0.0, 0.0)","0.0 (0.0, 0.0)","VALUE",4,1,70,0
"Resulting in treatment discontinuation","2 (3.8%)","8 (11.0%)","10 (7.9%)","4 (6.8%)","-3.0 (-11.2, 5.2)","4.2 (-5.4, 13.8)","VALUE",5,0,70,1
"Related\super a\nosupersub ","5 (9.4%)","6 (8.2%)","11 (8.7%)","9 (15.3%)","-5.8 (-17.9, 6.3)","-7.0 (-18.2, 4.1)","VALUE",6,0,70,1
"Laboratory assessment\super b\nosupersub ","52 (98.1%)","63 (86.3%)","115 (91.3%)","58 (98.3%)","-0.2 (-5.1, 4.7)","-12.0 (-20.6, -3.5)","VALUE",7,0,70,1
"AST>5xULN","49 (92.5%)","54 (74.0%)","103 (81.7%)","55 (93.2%)","-0.8 (-10.3, 8.8)","-19.2 (-31.2, -7.3)","VALUE",7,1,71,0
"ALT>5xULN","51 (96.2%)","51 (69.9%)","102 (81.0%)","47 (79.7%)","16.6 (5.1, 28.0)","-9.8 (-24.5, 4.9)","VALUE",7,1,72,0
