"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows"
"PHARYNGOLARYNGEAL PAIN","0","0","0","0","0","0","VALUE",10,1,57,0
"PRODUCTIVE COUGH","0","0","0","0","0","0","VALUE",10,1,58,0
"RESPIRATORY TRACT CONGESTION","0","0","0","0","0","0","VALUE",10,1,59,0
"Psychiatric disorders","7 (11.9%)","1 (1.7%)","2 (4.5%)","2 (5.9%)","2 (9.1%)","0","VALUE",11,0,59,1
"CONFUSIONAL STATE","2 (3.4%)","1 (1.7%)","1 (2.3%)","0","0","0","VALUE",11,1,60,0
"DELIRIUM","0","0","0","0","0","0","VALUE",11,1,61,0
"DELUSION","1 (1.7%)","0","1 (2.3%)","0","0","0","VALUE",11,1,62,0
"HALLUCINATION","0","0","0","0","0","0","VALUE",11,1,63,0
"HALLUCINATION, VISUAL","0","0","0","0","0","0","VALUE",11,1,64,0
"INSOMNIA","1 (1.7%)","0","0","1 (2.9%)","0","0","VALUE",11,1,65,0
"LIBIDO DECREASED","0","0","0","0","0","0","VALUE",11,1,66,0
"LISTLESS","0","0","0","0","0","0","VALUE",11,1,67,0
"Investigations","7 (11.9%)","2 (3.4%)","1 (2.3%)","1 (2.9%)","3 (13.6%)","0","VALUE",12,0,67,1
"BLOOD GLUCOSE INCREASED","0","0","0","0","0","0","VALUE",12,1,68,0
"ELECTROCARDIOGRAM T WAVE INVERSION","2 (3.4%)","1 (1.7%)","1 (2.3%)","0","0","0","VALUE",12,1,69,0
"ELECTROCARDIOGRAM ST SEGMENT DEPRESSION","3 (5.1%)","1 (1.7%)","0","0","2 (9.1%)","0","VALUE",12,1,70,0
"ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED","1 (1.7%)","0","1 (2.3%)","0","0","0","VALUE",12,1,71,0
"Musculoskeletal and connective tissue disorders","2 (3.4%)","1 (1.7%)","0","1 (2.9%)","0","0","VALUE",13,0,71,1
"BACK PAIN","1 (1.7%)","1 (1.7%)","0","0","0","0","VALUE",13,1,72,0
"MYALGIA","0","0","0","0","0","0","VALUE",13,1,73,0
"Injury, poisoning and procedural complications","2 (3.4%)","0","1 (2.3%)","1 (2.9%)","0","0","VALUE",14,0,73,1
"CONTUSION","0","0","0","0","0","0","VALUE",14,1,74,0
"Eye disorders","2 (3.4%)","0","1 (2.3%)","1 (2.9%)","0","0","VALUE",15,0,74,1
"VISION BLURRED","0","0","0","0","0","0","VALUE",15,1,75,0
"Metabolism and nutrition disorders","2 (3.4%)","0","0","0","2 (9.1%)","0","VALUE",16,0,75,1
"INCREASED APPETITE","0","0","0","0","0","0","VALUE",16,1,76,0
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","0","0","0","0","0","0","VALUE",17,0,76,1
"PROSTATE CANCER","0","0","0","0","0","0","VALUE",17,1,77,0
"Vascular disorders","3 (5.1%)","1 (1.7%)","0","0","1 (4.5%)","1 (12.5%)","VALUE",18,0,77,1
"HYPOTENSION","2 (3.4%)","0","0","0","1 (4.5%)","1 (12.5%)","VALUE",18,1,78,0
