"label","col 1","col 2","col 3","col 4","row_type","anbr","indentme","roworder","newrows"
"FEELING ABNORMAL","1 (0.6%)","1 (5.3%)","0","0","VALUE",4,1,25,0
"FEELING COLD","1 (0.6%)","0","1 (2.1%)","0","VALUE",4,1,26,0
"INFLAMMATION","1 (0.6%)","0","0","1 (1.0%)","VALUE",4,1,27,0
"PYREXIA","1 (0.6%)","0","1 (2.1%)","0","VALUE",4,1,28,0
"SECRETION DISCHARGE","1 (0.6%)","0","0","1 (1.0%)","VALUE",4,1,29,0
"SUDDEN DEATH","1 (0.6%)","0","0","1 (1.0%)","VALUE",4,1,30,0
"SWELLING","1 (0.6%)","0","1 (2.1%)","0","VALUE",4,1,31,0
"ULCER","1 (0.6%)","0","0","1 (1.0%)","VALUE",4,1,32,0
"APPLICATION SITE INDURATION","0","0","0","0","VALUE",4,1,33,0
"Skin and subcutaneous tissue disorders","78 (46.4%)","8 (42.1%)","20 (41.7%)","50 (49.5%)","VALUE",5,0,33,1
"PRURITUS","46 (27.4%)","5 (26.3%)","12 (25.0%)","29 (28.7%)","VALUE",5,1,34,0
"ERYTHEMA","27 (16.1%)","4 (21.1%)","4 (8.3%)","19 (18.8%)","VALUE",5,1,35,0
"RASH","21 (12.5%)","1 (5.3%)","5 (10.4%)","15 (14.9%)","VALUE",5,1,36,0
"HYPERHIDROSIS","12 (7.1%)","1 (5.3%)","3 (6.3%)","8 (7.9%)","VALUE",5,1,37,0
"SKIN IRRITATION","11 (6.5%)","0","2 (4.2%)","9 (8.9%)","VALUE",5,1,38,0
"BLISTER","6 (3.6%)","0","1 (2.1%)","5 (5.0%)","VALUE",5,1,39,0
"RASH PRURITIC","3 (1.8%)","0","1 (2.1%)","2 (2.0%)","VALUE",5,1,40,0
"PRURITUS GENERALISED","2 (1.2%)","0","1 (2.1%)","1 (1.0%)","VALUE",5,1,41,0
"URTICARIA","2 (1.2%)","0","1 (2.1%)","1 (1.0%)","VALUE",5,1,42,0
"ACTINIC KERATOSIS","1 (0.6%)","1 (5.3%)","0","0","VALUE",5,1,43,0
"DERMATITIS CONTACT","1 (0.6%)","0","1 (2.1%)","0","VALUE",5,1,44,0
"RASH ERYTHEMATOUS","1 (0.6%)","0","1 (2.1%)","0","VALUE",5,1,45,0
"RASH MACULO-PAPULAR","1 (0.6%)","0","1 (2.1%)","0","VALUE",5,1,46,0
"SKIN EXFOLIATION","1 (0.6%)","0","0","1 (1.0%)","VALUE",5,1,47,0
"SKIN ODOUR ABNORMAL","1 (0.6%)","1 (5.3%)","0","0","VALUE",5,1,48,0
"ALOPECIA","0","0","0","0","VALUE",5,1,49,0
"COLD SWEAT","0","0","0","0","VALUE",5,1,50,0
"DRUG ERUPTION","0","0","0","0","VALUE",5,1,51,0
"SKIN ULCER","0","0","0","0","VALUE",5,1,52,0
"Nervous system disorders","45 (26.8%)","4 (21.1%)","11 (22.9%)","30 (29.7%)","VALUE",6,0,52,1
"DIZZINESS","19 (11.3%)","1 (5.3%)","7 (14.6%)","11 (10.9%)","VALUE",6,1,53,0
"HEADACHE","8 (4.8%)","1 (5.3%)","2 (4.2%)","5 (5.0%)","VALUE",6,1,54,0
"SYNCOPE","7 (4.2%)","1 (5.3%)","0","6 (5.9%)","VALUE",6,1,55,0
"SOMNOLENCE","4 (2.4%)","0","0","4 (4.0%)","VALUE",6,1,56,0
"TRANSIENT ISCHAEMIC ATTACK","3 (1.8%)","0","1 (2.1%)","2 (2.0%)","VALUE",6,1,57,0
"BURNING SENSATION","2 (1.2%)","0","0","2 (2.0%)","VALUE",6,1,58,0
"LETHARGY","2 (1.2%)","0","1 (2.1%)","1 (1.0%)","VALUE",6,1,59,0
"AMNESIA","1 (0.6%)","0","1 (2.1%)","0","VALUE",6,1,60,0
"BALANCE DISORDER","1 (0.6%)","0","0","1 (1.0%)","VALUE",6,1,61,0
"COGNITIVE DISORDER","1 (0.6%)","0","1 (2.1%)","0","VALUE",6,1,62,0
"COMPLEX PARTIAL SEIZURES","1 (0.6%)","0","0","1 (1.0%)","VALUE",6,1,63,0
"COORDINATION ABNORMAL","1 (0.6%)","0","0","1 (1.0%)","VALUE",6,1,64,0
"HEMIANOPIA HOMONYMOUS","1 (0.6%)","0","0","1 (1.0%)","VALUE",6,1,65,0
"HYPERSOMNIA","1 (0.6%)","0","0","1 (1.0%)","VALUE",6,1,66,0
"PARAESTHESIA","1 (0.6%)","1 (5.3%)","0","0","VALUE",6,1,67,0
"PARAESTHESIA ORAL","1 (0.6%)","0","0","1 (1.0%)","VALUE",6,1,68,0
"PAROSMIA","1 (0.6%)","1 (5.3%)","0","0","VALUE",6,1,69,0
"PARTIAL SEIZURES WITH SECONDARY GENERALISATION","1 (0.6%)","0","1 (2.1%)","0","VALUE",6,1,70,0
"STUPOR","1 (0.6%)","0","1 (2.1%)","0","VALUE",6,1,71,0
"SYNCOPE VASOVAGAL","1 (0.6%)","0","0","1 (1.0%)","VALUE",6,1,72,0
"PARKINSON'S DISEASE","0","0","0","0","VALUE",6,1,73,0
"PSYCHOMOTOR HYPERACTIVITY","0","0","0","0","VALUE",6,1,74,0
"Gastrointestinal disorders","34 (20.2%)","6 (31.6%)","7 (14.6%)","21 (20.8%)","VALUE",7,0,74,1
"VOMITING","10 (6.0%)","2 (10.5%)","2 (4.2%)","6 (5.9%)","VALUE",7,1,75,0
"NAUSEA","9 (5.4%)","1 (5.3%)","3 (6.3%)","5 (5.0%)","VALUE",7,1,76,0
"DIARRHOEA","8 (4.8%)","1 (5.3%)","3 (6.3%)","4 (4.0%)","VALUE",7,1,77,0
"ABDOMINAL PAIN","4 (2.4%)","0","1 (2.1%)","3 (3.0%)","VALUE",7,1,78,0
"SALIVARY HYPERSECRETION","4 (2.4%)","3 (15.8%)","0","1 (1.0%)","VALUE",7,1,79,0
"ABDOMINAL DISCOMFORT","1 (0.6%)","0","0","1 (1.0%)","VALUE",7,1,80,0
"DYSPEPSIA","1 (0.6%)","0","0","1 (1.0%)","VALUE",7,1,81,0
"DYSPHAGIA","1 (0.6%)","0","0","1 (1.0%)","VALUE",7,1,82,0
"GASTROINTESTINAL HAEMORRHAGE","1 (0.6%)","0","0","1 (1.0%)","VALUE",7,1,83,0
"RECTAL HAEMORRHAGE","1 (0.6%)","0","0","1 (1.0%)","VALUE",7,1,84,0
"STOMACH DISCOMFORT","1 (0.6%)","1 (5.3%)","0","0","VALUE",7,1,85,0
"CONSTIPATION","0","0","0","0","VALUE",7,1,86,0
"FLATULENCE","0","0","0","0","VALUE",7,1,87,0
"GASTROOESOPHAGEAL REFLUX DISEASE","0","0","0","0","VALUE",7,1,88,0
"GLOSSITIS","0","0","0","0","VALUE",7,1,89,0
"HIATUS HERNIA","0","0","0","0","VALUE",7,1,90,0
"Cardiac disorders","28 (16.7%)","1 (5.3%)","4 (8.3%)","23 (22.8%)","VALUE",8,0,90,1
"SINUS BRADYCARDIA","15 (8.9%)","1 (5.3%)","4 (8.3%)","10 (9.9%)","VALUE",8,1,91,0
"MYOCARDIAL INFARCTION","6 (3.6%)","0","1 (2.1%)","5 (5.0%)","VALUE",8,1,92,0
"ATRIAL FIBRILLATION","4 (2.4%)","0","0","4 (4.0%)","VALUE",8,1,93,0
"VENTRICULAR EXTRASYSTOLES","3 (1.8%)","0","0","3 (3.0%)","VALUE",8,1,94,0
"ATRIAL FLUTTER","2 (1.2%)","0","0","2 (2.0%)","VALUE",8,1,95,0
"PALPITATIONS","2 (1.2%)","0","1 (2.1%)","1 (1.0%)","VALUE",8,1,96,0
"SUPRAVENTRICULAR EXTRASYSTOLES","2 (1.2%)","0","0","2 (2.0%)","VALUE",8,1,97,0
"ATRIOVENTRICULAR BLOCK FIRST DEGREE","1 (0.6%)","0","0","1 (1.0%)","VALUE",8,1,98,0
"BUNDLE BRANCH BLOCK RIGHT","1 (0.6%)","0","0","1 (1.0%)","VALUE",8,1,99,0
"CARDIAC DISORDER","1 (0.6%)","0","0","1 (1.0%)","VALUE",8,1,100,0
"SUPRAVENTRICULAR TACHYCARDIA","1 (0.6%)","0","0","1 (1.0%)","VALUE",8,1,101,0
"WOLFF-PARKINSON-WHITE SYNDROME","1 (0.6%)","0","0","1 (1.0%)","VALUE",8,1,102,0
"ATRIAL HYPERTROPHY","0","0","0","0","VALUE",8,1,103,0
"ATRIOVENTRICULAR BLOCK SECOND DEGREE","0","0","0","0","VALUE",8,1,104,0
"BRADYCARDIA","0","0","0","0","VALUE",8,1,105,0
"BUNDLE BRANCH BLOCK LEFT","0","0","0","0","VALUE",8,1,106,0
"CARDIAC FAILURE CONGESTIVE","0","0","0","0","VALUE",8,1,107,0
"SINUS ARRHYTHMIA","0","0","0","0","VALUE",8,1,108,0
"TACHYCARDIA","0","0","0","0","VALUE",8,1,109,0
"VENTRICULAR HYPERTROPHY","0","0","0","0","VALUE",8,1,110,0
"Infections and infestations","22 (13.1%)","4 (21.1%)","4 (8.3%)","14 (13.9%)","VALUE",9,0,110,1
"NASOPHARYNGITIS","10 (6.0%)","1 (5.3%)","2 (4.2%)","7 (6.9%)","VALUE",9,1,111,0
"UPPER RESPIRATORY TRACT INFECTION","4 (2.4%)","1 (5.3%)","1 (2.1%)","2 (2.0%)","VALUE",9,1,112,0
"INFLUENZA","2 (1.2%)","0","0","2 (2.0%)","VALUE",9,1,113,0
"CELLULITIS","1 (0.6%)","0","0","1 (1.0%)","VALUE",9,1,114,0
"CYSTITIS","1 (0.6%)","0","0","1 (1.0%)","VALUE",9,1,115,0
"HORDEOLUM","1 (0.6%)","1 (5.3%)","0","0","VALUE",9,1,116,0
"LOWER RESPIRATORY TRACT INFECTION","1 (0.6%)","1 (5.3%)","0","0","VALUE",9,1,117,0
"PNEUMONIA","1 (0.6%)","0","0","1 (1.0%)","VALUE",9,1,118,0
"RHINITIS","1 (0.6%)","1 (5.3%)","0","0","VALUE",9,1,119,0
"URINARY TRACT INFECTION","1 (0.6%)","0","0","1 (1.0%)","VALUE",9,1,120,0
"VIRAL INFECTION","1 (0.6%)","0","1 (2.1%)","0","VALUE",9,1,121,0
"BRONCHITIS","0","0","0","0","VALUE",9,1,122,0
"CERVICITIS","0","0","0","0","VALUE",9,1,123,0
"EAR INFECTION","0","0","0","0","VALUE",9,1,124,0
"GASTROENTERITIS VIRAL","0","0","0","0","VALUE",9,1,125,0
"LOCALISED INFECTION","0","0","0","0","VALUE",9,1,126,0
"VAGINAL MYCOSIS","0","0","0","0","VALUE",9,1,127,0
"Psychiatric disorders","19 (11.3%)","1 (5.3%)","8 (16.7%)","10 (9.9%)","VALUE",10,0,127,1
"CONFUSIONAL STATE","4 (2.4%)","0","2 (4.2%)","2 (2.0%)","VALUE",10,1,128,0
"AGITATION","3 (1.8%)","0","0","3 (3.0%)","VALUE",10,1,129,0
"ANXIETY","3 (1.8%)","0","1 (2.1%)","2 (2.0%)","VALUE",10,1,130,0
"INSOMNIA","2 (1.2%)","0","1 (2.1%)","1 (1.0%)","VALUE",10,1,131,0
"DELIRIUM","1 (0.6%)","0","0","1 (1.0%)","VALUE",10,1,132,0
"DELUSION","1 (0.6%)","0","0","1 (1.0%)","VALUE",10,1,133,0
"DEPRESSED MOOD","1 (0.6%)","0","1 (2.1%)","0","VALUE",10,1,134,0
"DISTURBANCE IN SEXUAL AROUSAL","1 (0.6%)","0","1 (2.1%)","0","VALUE",10,1,135,0
"HALLUCINATION","1 (0.6%)","0","0","1 (1.0%)","VALUE",10,1,136,0
"HALLUCINATION, VISUAL","1 (0.6%)","0","1 (2.1%)","0","VALUE",10,1,137,0
"IRRITABILITY","1 (0.6%)","0","0","1 (1.0%)","VALUE",10,1,138,0
"LIBIDO DECREASED","1 (0.6%)","1 (5.3%)","0","0","VALUE",10,1,139,0
"LISTLESS","1 (0.6%)","1 (5.3%)","0","0","VALUE",10,1,140,0
"NIGHTMARE","1 (0.6%)","0","1 (2.1%)","0","VALUE",10,1,141,0
"RESTLESSNESS","1 (0.6%)","0","0","1 (1.0%)","VALUE",10,1,142,0
"COMPLETED SUICIDE","0","0","0","0","VALUE",10,1,143,0
"DISORIENTATION","0","0","0","0","VALUE",10,1,144,0
"Respiratory, thoracic and mediastinal disorders","19 (11.3%)","5 (26.3%)","5 (10.4%)","9 (8.9%)","VALUE",11,0,144,1
"COUGH","10 (6.0%)","2 (10.5%)","2 (4.2%)","6 (5.9%)","VALUE",11,1,145,0
"NASAL CONGESTION","4 (2.4%)","2 (10.5%)","2 (4.2%)","0","VALUE",11,1,146,0
"EPISTAXIS","3 (1.8%)","2 (10.5%)","0","1 (1.0%)","VALUE",11,1,147,0
"DYSPNOEA","2 (1.2%)","0","0","2 (2.0%)","VALUE",11,1,148,0
"PHARYNGOLARYNGEAL PAIN","2 (1.2%)","1 (5.3%)","1 (2.1%)","0","VALUE",11,1,149,0
"RHINORRHOEA","2 (1.2%)","1 (5.3%)","0","1 (1.0%)","VALUE",11,1,150,0
"ALLERGIC GRANULOMATOUS ANGIITIS","1 (0.6%)","0","1 (2.1%)","0","VALUE",11,1,151,0
"DYSPHONIA","1 (0.6%)","0","1 (2.1%)","0","VALUE",11,1,152,0
"PHARYNGEAL ERYTHEMA","1 (0.6%)","0","0","1 (1.0%)","VALUE",11,1,153,0
"PRODUCTIVE COUGH","1 (0.6%)","1 (5.3%)","0","0","VALUE",11,1,154,0
"RESPIRATORY TRACT CONGESTION","1 (0.6%)","1 (5.3%)","0","0","VALUE",11,1,155,0
"EMPHYSEMA","0","0","0","0","VALUE",11,1,156,0
"HAEMOPTYSIS","0","0","0","0","VALUE",11,1,157,0
"POSTNASAL DRIP","0","0","0","0","VALUE",11,1,158,0
"RALES","0","0","0","0","VALUE",11,1,159,0
"Musculoskeletal and connective tissue disorders","14 (8.3%)","3 (15.8%)","1 (2.1%)","10 (9.9%)","VALUE",12,0,159,1
"BACK PAIN","4 (2.4%)","0","1 (2.1%)","3 (3.0%)","VALUE",12,1,160,0
"ARTHRALGIA","3 (1.8%)","0","0","3 (3.0%)","VALUE",12,1,161,0
"MUSCLE SPASMS","2 (1.2%)","0","0","2 (2.0%)","VALUE",12,1,162,0
"SHOULDER PAIN","2 (1.2%)","1 (5.3%)","0","1 (1.0%)","VALUE",12,1,163,0
"ARTHRITIS","1 (0.6%)","0","0","1 (1.0%)","VALUE",12,1,164,0
"FLANK PAIN","1 (0.6%)","1 (5.3%)","0","0","VALUE",12,1,165,0
"MUSCULAR WEAKNESS","1 (0.6%)","0","0","1 (1.0%)","VALUE",12,1,166,0
"MYALGIA","1 (0.6%)","1 (5.3%)","0","0","VALUE",12,1,167,0
"PAIN IN EXTREMITY","0","0","0","0","VALUE",12,1,168,0
"Investigations","12 (7.1%)","0","5 (10.4%)","7 (6.9%)","VALUE",13,0,168,1
"BLOOD GLUCOSE INCREASED","2 (1.2%)","0","0","2 (2.0%)","VALUE",13,1,169,0
"ELECTROCARDIOGRAM T WAVE INVERSION","2 (1.2%)","0","1 (2.1%)","1 (1.0%)","VALUE",13,1,170,0
"BIOPSY","1 (0.6%)","0","1 (2.1%)","0","VALUE",13,1,171,0
"BIOPSY PROSTATE","1 (0.6%)","0","1 (2.1%)","0","VALUE",13,1,172,0
"BLOOD CHOLESTEROL INCREASED","1 (0.6%)","0","1 (2.1%)","0","VALUE",13,1,173,0
"BODY TEMPERATURE INCREASED","1 (0.6%)","0","0","1 (1.0%)","VALUE",13,1,174,0
"ELECTROCARDIOGRAM ST SEGMENT DEPRESSION","1 (0.6%)","0","0","1 (1.0%)","VALUE",13,1,175,0
"ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED","1 (0.6%)","0","0","1 (1.0%)","VALUE",13,1,176,0
"NASAL MUCOSA BIOPSY","1 (0.6%)","0","0","1 (1.0%)","VALUE",13,1,177,0
"WEIGHT DECREASED","1 (0.6%)","0","1 (2.1%)","0","VALUE",13,1,178,0
"BLOOD ALKALINE PHOSPHATASE INCREASED","0","0","0","0","VALUE",13,1,179,0
"BLOOD CREATINE PHOSPHOKINASE INCREASED","0","0","0","0","VALUE",13,1,180,0
"BLOOD URINE PRESENT","0","0","0","0","VALUE",13,1,181,0
"CYSTOSCOPY","0","0","0","0","VALUE",13,1,182,0
"HEART RATE INCREASED","0","0","0","0","VALUE",13,1,183,0
"HEART RATE IRREGULAR","0","0","0","0","VALUE",13,1,184,0
"Injury, poisoning and procedural complications","10 (6.0%)","1 (5.3%)","3 (6.3%)","6 (5.9%)","VALUE",14,0,184,1
"CONTUSION","3 (1.8%)","1 (5.3%)","0","2 (2.0%)","VALUE",14,1,185,0
"FALL","3 (1.8%)","0","0","3 (3.0%)","VALUE",14,1,186,0
"EXCORIATION","2 (1.2%)","0","2 (4.2%)","0","VALUE",14,1,187,0
"HIP FRACTURE","2 (1.2%)","0","1 (2.1%)","1 (1.0%)","VALUE",14,1,188,0
"SKIN LACERATION","2 (1.2%)","0","0","2 (2.0%)","VALUE",14,1,189,0
"FACIAL BONES FRACTURE","1 (0.6%)","0","0","1 (1.0%)","VALUE",14,1,190,0
"JOINT DISLOCATION","1 (0.6%)","0","0","1 (1.0%)","VALUE",14,1,191,0
"WOUND","1 (0.6%)","0","0","1 (1.0%)","VALUE",14,1,192,0
"Renal and urinary disorders","6 (3.6%)","2 (10.5%)","0","4 (4.0%)","VALUE",15,0,192,1
"MICTURITION URGENCY","2 (1.2%)","1 (5.3%)","0","1 (1.0%)","VALUE",15,1,193,0
"CALCULUS URETHRAL","1 (0.6%)","1 (5.3%)","0","0","VALUE",15,1,194,0
"DYSURIA","1 (0.6%)","0","0","1 (1.0%)","VALUE",15,1,195,0
"INCONTINENCE","1 (0.6%)","0","0","1 (1.0%)","VALUE",15,1,196,0
"NEPHROLITHIASIS","1 (0.6%)","0","0","1 (1.0%)","VALUE",15,1,197,0
"POLLAKIURIA","0","0","0","0","VALUE",15,1,198,0
"Vascular disorders","4 (2.4%)","0","1 (2.1%)","3 (3.0%)","VALUE",16,0,198,1
"HOT FLUSH","1 (0.6%)","0","0","1 (1.0%)","VALUE",16,1,199,0
"HYPERTENSION","1 (0.6%)","0","0","1 (1.0%)","VALUE",16,1,200,0
"HYPOTENSION","1 (0.6%)","0","0","1 (1.0%)","VALUE",16,1,201,0
"WOUND HAEMORRHAGE","1 (0.6%)","0","1 (2.1%)","0","VALUE",16,1,202,0
"ORTHOSTATIC HYPOTENSION","0","0","0","0","VALUE",16,1,203,0
"Congenital, familial and genetic disorders","3 (1.8%)","0","0","3 (3.0%)","VALUE",17,0,203,1
"VENTRICULAR SEPTAL DEFECT","3 (1.8%)","0","0","3 (3.0%)","VALUE",17,1,204,0
"Ear and labyrinth disorders","3 (1.8%)","0","0","3 (3.0%)","VALUE",18,0,204,1
"VERTIGO","2 (1.2%)","0","0","2 (2.0%)","VALUE",18,1,205,0
"CERUMEN IMPACTION","1 (0.6%)","0","0","1 (1.0%)","VALUE",18,1,206,0
"EAR PAIN","0","0","0","0","VALUE",18,1,207,0
"Eye disorders","3 (1.8%)","0","1 (2.1%)","2 (2.0%)","VALUE",19,0,207,1
"VISION BLURRED","2 (1.2%)","0","1 (2.1%)","1 (1.0%)","VALUE",19,1,208,0
"CONJUNCTIVAL HAEMORRHAGE","1 (0.6%)","0","0","1 (1.0%)","VALUE",19,1,209,0
"CONJUNCTIVITIS","0","0","0","0","VALUE",19,1,210,0
"EYE ALLERGY","0","0","0","0","VALUE",19,1,211,0
"EYE PRURITUS","0","0","0","0","VALUE",19,1,212,0
"EYE SWELLING","0","0","0","0","VALUE",19,1,213,0
"Metabolism and nutrition disorders","3 (1.8%)","0","1 (2.1%)","2 (2.0%)","VALUE",20,0,213,1
"DECREASED APPETITE","1 (0.6%)","0","1 (2.1%)","0","VALUE",20,1,214,0
"FOOD CRAVING","1 (0.6%)","0","0","1 (1.0%)","VALUE",20,1,215,0
"INCREASED APPETITE","1 (0.6%)","0","0","1 (1.0%)","VALUE",20,1,216,0
"DEHYDRATION","0","0","0","0","VALUE",20,1,217,0
"DIABETES MELLITUS","0","0","0","0","VALUE",20,1,218,0
"HYPONATRAEMIA","0","0","0","0","VALUE",20,1,219,0
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","3 (1.8%)","0","0","3 (3.0%)","VALUE",21,0,219,1
"COLON CANCER","1 (0.6%)","0","0","1 (1.0%)","VALUE",21,1,220,0
"MALIGNANT FIBROUS HISTIOCYTOMA","1 (0.6%)","0","0","1 (1.0%)","VALUE",21,1,221,0
"PROSTATE CANCER","1 (0.6%)","0","0","1 (1.0%)","VALUE",21,1,222,0
"Reproductive system and breast disorders","3 (1.8%)","0","2 (4.2%)","1 (1.0%)","VALUE",22,0,222,1
"ABNORMAL UTERINE BLEEDING","1 (0.6%)","0","0","1 (1.0%)","VALUE",22,1,223,0
"BENIGN PROSTATIC HYPERPLASIA","1 (0.6%)","0","1 (2.1%)","0","VALUE",22,1,224,0
"ERECTILE DYSFUNCTION","1 (0.6%)","0","1 (2.1%)","0","VALUE",22,1,225,0
"PELVIC PAIN","0","0","0","0","VALUE",22,1,226,0
"Surgical and medical procedures","3 (1.8%)","0","1 (2.1%)","2 (2.0%)","VALUE",23,0,226,1
"ACROCHORDON EXCISION","1 (0.6%)","0","0","1 (1.0%)","VALUE",23,1,227,0
"CATARACT OPERATION","1 (0.6%)","0","0","1 (1.0%)","VALUE",23,1,228,0
"SKIN LESION EXCISION","1 (0.6%)","0","1 (2.1%)","0","VALUE",23,1,229,0
"EYE LASER SURGERY","0","0","0","0","VALUE",23,1,230,0
"Endocrine disorders","1 (0.6%)","0","0","1 (1.0%)","VALUE",24,0,230,1
"BLEEDING ANOVULATORY","1 (0.6%)","0","0","1 (1.0%)","VALUE",24,1,231,0
"Immune system disorders","1 (0.6%)","0","1 (2.1%)","0","VALUE",25,0,231,1
"HYPERSENSITIVITY","1 (0.6%)","0","1 (2.1%)","0","VALUE",25,1,232,0
"Social circumstances","1 (0.6%)","0","0","1 (1.0%)","VALUE",26,0,232,1
"ALCOHOL USE","1 (0.6%)","0","0","1 (1.0%)","VALUE",26,1,233,0
"Hepatobiliary disorders","0","0","0","0","VALUE",27,0,233,1
"HYPERBILIRUBINAEMIA","0","0","0","0","VALUE",27,1,234,0
