"label","col 1","col 2","col 3","col 4","col 5","row_type","anbr","indentme","roworder","newrows"
"NAUSEA","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",7,1,67,0
"SALIVARY HYPERSECRETION","0","0","0","0","0","VALUE",7,1,68,0
"ABDOMINAL PAIN","2 (2.9%)","0","1 (9.1%)","0","1 (2.5%)","VALUE",7,1,69,0
"ABDOMINAL DISCOMFORT","0","0","0","0","0","VALUE",7,1,70,0
"DYSPEPSIA","1 (1.5%)","0","1 (9.1%)","0","0","VALUE",7,1,71,0
"RECTAL HAEMORRHAGE","1 (1.5%)","0","0","1 (11.1%)","0","VALUE",7,1,72,0
"STOMACH DISCOMFORT","0","0","0","0","0","VALUE",7,1,73,0
"GASTROOESOPHAGEAL REFLUX DISEASE","0","0","0","0","0","VALUE",7,1,74,0
"GLOSSITIS","0","0","0","0","0","VALUE",7,1,75,0
"HIATUS HERNIA","0","0","0","0","0","VALUE",7,1,76,0
"Cardiac disorders","9 (13.2%)","0","2 (18.2%)","1 (11.1%)","6 (15.0%)","VALUE",8,0,76,1
"SINUS BRADYCARDIA","3 (4.4%)","0","0","0","3 (7.5%)","VALUE",8,1,77,0
"MYOCARDIAL INFARCTION","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",8,1,78,0
"VENTRICULAR EXTRASYSTOLES","2 (2.9%)","0","1 (9.1%)","0","1 (2.5%)","VALUE",8,1,79,0
"ATRIAL FIBRILLATION","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",8,1,80,0
"ATRIAL FLUTTER","1 (1.5%)","0","1 (9.1%)","0","0","VALUE",8,1,81,0
"ATRIOVENTRICULAR BLOCK FIRST DEGREE","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",8,1,82,0
"BUNDLE BRANCH BLOCK RIGHT","1 (1.5%)","0","1 (9.1%)","0","0","VALUE",8,1,83,0
"CARDIAC DISORDER","0","0","0","0","0","VALUE",8,1,84,0
"PALPITATIONS","1 (1.5%)","0","0","1 (11.1%)","0","VALUE",8,1,85,0
"SUPRAVENTRICULAR EXTRASYSTOLES","1 (1.5%)","0","1 (9.1%)","0","0","VALUE",8,1,86,0
"SUPRAVENTRICULAR TACHYCARDIA","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",8,1,87,0
"WOLFF-PARKINSON-WHITE SYNDROME","1 (1.5%)","0","0","1 (11.1%)","0","VALUE",8,1,88,0
"ATRIOVENTRICULAR BLOCK SECOND DEGREE","0","0","0","0","0","VALUE",8,1,89,0
"BUNDLE BRANCH BLOCK LEFT","0","0","0","0","0","VALUE",8,1,90,0
"SINUS ARRHYTHMIA","0","0","0","0","0","VALUE",8,1,91,0
"TACHYCARDIA","0","0","0","0","0","VALUE",8,1,92,0
"Infections and infestations","6 (8.8%)","1 (12.5%)","2 (18.2%)","0","3 (7.5%)","VALUE",9,0,92,1
"NASOPHARYNGITIS","3 (4.4%)","0","2 (18.2%)","0","1 (2.5%)","VALUE",9,1,93,0
"INFLUENZA","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",9,1,94,0
"UPPER RESPIRATORY TRACT INFECTION","0","0","0","0","0","VALUE",9,1,95,0
"CELLULITIS","1 (1.5%)","1 (12.5%)","0","0","0","VALUE",9,1,96,0
"HORDEOLUM","0","0","0","0","0","VALUE",9,1,97,0
"LOWER RESPIRATORY TRACT INFECTION","0","0","0","0","0","VALUE",9,1,98,0
"PNEUMONIA","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",9,1,99,0
"RHINITIS","0","0","0","0","0","VALUE",9,1,100,0
"URINARY TRACT INFECTION","0","0","0","0","0","VALUE",9,1,101,0
"BRONCHITIS","0","0","0","0","0","VALUE",9,1,102,0
"CERVICITIS","0","0","0","0","0","VALUE",9,1,103,0
"EAR INFECTION","0","0","0","0","0","VALUE",9,1,104,0
"GASTROENTERITIS VIRAL","0","0","0","0","0","VALUE",9,1,105,0
"LOCALISED INFECTION","0","0","0","0","0","VALUE",9,1,106,0
"VAGINAL MYCOSIS","0","0","0","0","0","VALUE",9,1,107,0
"Respiratory, thoracic and mediastinal disorders","5 (7.4%)","0","0","0","5 (12.5%)","VALUE",10,0,107,1
"COUGH","4 (5.9%)","0","0","0","4 (10.0%)","VALUE",10,1,108,0
"NASAL CONGESTION","0","0","0","0","0","VALUE",10,1,109,0
"EPISTAXIS","0","0","0","0","0","VALUE",10,1,110,0
"RHINORRHOEA","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",10,1,111,0
"ALLERGIC GRANULOMATOUS ANGIITIS","0","0","0","0","0","VALUE",10,1,112,0
"DYSPNOEA","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",10,1,113,0
"PHARYNGOLARYNGEAL PAIN","0","0","0","0","0","VALUE",10,1,114,0
"PRODUCTIVE COUGH","0","0","0","0","0","VALUE",10,1,115,0
"RESPIRATORY TRACT CONGESTION","0","0","0","0","0","VALUE",10,1,116,0
"EMPHYSEMA","0","0","0","0","0","VALUE",10,1,117,0
"POSTNASAL DRIP","0","0","0","0","0","VALUE",10,1,118,0
"Investigations","7 (10.3%)","0","0","1 (11.1%)","6 (15.0%)","VALUE",11,0,118,1
"BLOOD GLUCOSE INCREASED","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",11,1,119,0
"BIOPSY","0","0","0","0","0","VALUE",11,1,120,0
"BIOPSY PROSTATE","0","0","0","0","0","VALUE",11,1,121,0
"BLOOD CHOLESTEROL INCREASED","0","0","0","0","0","VALUE",11,1,122,0
"BODY TEMPERATURE INCREASED","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",11,1,123,0
"ELECTROCARDIOGRAM ST SEGMENT DEPRESSION","1 (1.5%)","0","0","1 (11.1%)","0","VALUE",11,1,124,0
"ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",11,1,125,0
"ELECTROCARDIOGRAM T WAVE INVERSION","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",11,1,126,0
"NASAL MUCOSA BIOPSY","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",11,1,127,0
"WEIGHT DECREASED","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",11,1,128,0
"BLOOD ALKALINE PHOSPHATASE INCREASED","0","0","0","0","0","VALUE",11,1,129,0
"BLOOD CREATINE PHOSPHOKINASE INCREASED","0","0","0","0","0","VALUE",11,1,130,0
"BLOOD URINE PRESENT","0","0","0","0","0","VALUE",11,1,131,0
"CYSTOSCOPY","0","0","0","0","0","VALUE",11,1,132,0
"Psychiatric disorders","6 (8.8%)","1 (12.5%)","0","1 (11.1%)","4 (10.0%)","VALUE",12,0,132,1
"CONFUSIONAL STATE","2 (2.9%)","1 (12.5%)","0","0","1 (2.5%)","VALUE",12,1,133,0
"AGITATION","2 (2.9%)","0","0","0","2 (5.0%)","VALUE",12,1,134,0
"ANXIETY","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",12,1,135,0
"DELIRIUM","0","0","0","0","0","VALUE",12,1,136,0
"DELUSION","0","0","0","0","0","VALUE",12,1,137,0
"HALLUCINATION","0","0","0","0","0","VALUE",12,1,138,0
"INSOMNIA","0","0","0","0","0","VALUE",12,1,139,0
"IRRITABILITY","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",12,1,140,0
"LIBIDO DECREASED","0","0","0","0","0","VALUE",12,1,141,0
"LISTLESS","0","0","0","0","0","VALUE",12,1,142,0
"NIGHTMARE","0","0","0","0","0","VALUE",12,1,143,0
"RESTLESSNESS","1 (1.5%)","0","0","1 (11.1%)","0","VALUE",12,1,144,0
"DISORIENTATION","0","0","0","0","0","VALUE",12,1,145,0
"DISTURBANCE IN SEXUAL AROUSAL","0","0","0","0","0","VALUE",12,1,146,0
"Musculoskeletal and connective tissue disorders","5 (7.4%)","1 (12.5%)","0","0","4 (10.0%)","VALUE",13,0,146,1
"BACK PAIN","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",13,1,147,0
"ARTHRALGIA","1 (1.5%)","1 (12.5%)","0","0","0","VALUE",13,1,148,0
"FLANK PAIN","0","0","0","0","0","VALUE",13,1,149,0
"MUSCLE SPASMS","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",13,1,150,0
"MUSCULAR WEAKNESS","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",13,1,151,0
"MYALGIA","0","0","0","0","0","VALUE",13,1,152,0
"SHOULDER PAIN","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",13,1,153,0
"Injury, poisoning and procedural complications","5 (7.4%)","1 (12.5%)","1 (9.1%)","0","3 (7.5%)","VALUE",14,0,153,1
"CONTUSION","1 (1.5%)","0","1 (9.1%)","0","0","VALUE",14,1,154,0
"FALL","2 (2.9%)","1 (12.5%)","1 (9.1%)","0","0","VALUE",14,1,155,0
"EXCORIATION","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",14,1,156,0
"SKIN LACERATION","2 (2.9%)","1 (12.5%)","0","0","1 (2.5%)","VALUE",14,1,157,0
"FACIAL BONES FRACTURE","0","0","0","0","0","VALUE",14,1,158,0
"JOINT DISLOCATION","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",14,1,159,0
"WOUND","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",14,1,160,0
"HIP FRACTURE","0","0","0","0","0","VALUE",14,1,161,0
"Renal and urinary disorders","3 (4.4%)","1 (12.5%)","0","1 (11.1%)","1 (2.5%)","VALUE",15,0,161,1
"CALCULUS URETHRAL","0","0","0","0","0","VALUE",15,1,162,0
"DYSURIA","1 (1.5%)","0","0","1 (11.1%)","0","VALUE",15,1,163,0
"INCONTINENCE","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",15,1,164,0
"MICTURITION URGENCY","1 (1.5%)","1 (12.5%)","0","0","0","VALUE",15,1,165,0
"NEPHROLITHIASIS","0","0","0","0","0","VALUE",15,1,166,0
"Vascular disorders","3 (4.4%)","0","0","0","3 (7.5%)","VALUE",16,0,166,1
"HOT FLUSH","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",16,1,167,0
"HYPERTENSION","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",16,1,168,0
"HYPOTENSION","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",16,1,169,0
"WOUND HAEMORRHAGE","0","0","0","0","0","VALUE",16,1,170,0
"ORTHOSTATIC HYPOTENSION","0","0","0","0","0","VALUE",16,1,171,0
"Ear and labyrinth disorders","2 (2.9%)","0","1 (9.1%)","1 (11.1%)","0","VALUE",17,0,171,1
"VERTIGO","1 (1.5%)","0","0","1 (11.1%)","0","VALUE",17,1,172,0
"CERUMEN IMPACTION","1 (1.5%)","0","1 (9.1%)","0","0","VALUE",17,1,173,0
"EAR PAIN","0","0","0","0","0","VALUE",17,1,174,0
"Eye disorders","2 (2.9%)","0","1 (9.1%)","1 (11.1%)","0","VALUE",18,0,174,1
"VISION BLURRED","1 (1.5%)","0","0","1 (11.1%)","0","VALUE",18,1,175,0
"CONJUNCTIVAL HAEMORRHAGE","1 (1.5%)","0","1 (9.1%)","0","0","VALUE",18,1,176,0
"CONJUNCTIVITIS","0","0","0","0","0","VALUE",18,1,177,0
"EYE ALLERGY","0","0","0","0","0","VALUE",18,1,178,0
"EYE PRURITUS","0","0","0","0","0","VALUE",18,1,179,0
"EYE SWELLING","0","0","0","0","0","VALUE",18,1,180,0
"Reproductive system and breast disorders","0","0","0","0","0","VALUE",19,0,180,1
"ABNORMAL UTERINE BLEEDING","0","0","0","0","0","VALUE",19,1,181,0
"BENIGN PROSTATIC HYPERPLASIA","0","0","0","0","0","VALUE",19,1,182,0
"ERECTILE DYSFUNCTION","0","0","0","0","0","VALUE",19,1,183,0
"PELVIC PAIN","0","0","0","0","0","VALUE",19,1,184,0
"Congenital, familial and genetic disorders","1 (1.5%)","0","1 (9.1%)","0","0","VALUE",20,0,184,1
"VENTRICULAR SEPTAL DEFECT","1 (1.5%)","0","1 (9.1%)","0","0","VALUE",20,1,185,0
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",21,0,185,1
"COLON CANCER","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",21,1,186,0
"PROSTATE CANCER","0","0","0","0","0","VALUE",21,1,187,0
"Endocrine disorders","1 (1.5%)","1 (12.5%)","0","0","0","VALUE",22,0,187,1
"BLEEDING ANOVULATORY","1 (1.5%)","1 (12.5%)","0","0","0","VALUE",22,1,188,0
"Metabolism and nutrition disorders","0","0","0","0","0","VALUE",23,0,188,1
"INCREASED APPETITE","0","0","0","0","0","VALUE",23,1,189,0
"DECREASED APPETITE","0","0","0","0","0","VALUE",23,1,190,0
"DEHYDRATION","0","0","0","0","0","VALUE",23,1,191,0
"Surgical and medical procedures","0","0","0","0","0","VALUE",24,0,191,1
"ACROCHORDON EXCISION","0","0","0","0","0","VALUE",24,1,192,0
"CATARACT OPERATION","0","0","0","0","0","VALUE",24,1,193,0
"EYE LASER SURGERY","0","0","0","0","0","VALUE",24,1,194,0
