"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows"
"MALAISE","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","1.9 (-1.8, 5.5)","1.4 (-1.3, 4.0)","VALUE",3,2,30,0
"LETHARGY","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",3,2,31,0
"LISTLESS","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",3,2,32,0
"ASTHENIA","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",3,2,33,0
"Fall","1 (1.9%)","2 (2.7%)","3 (2.4%)","0","1.9 (-1.8, 5.5)","2.7 (-1.0, 6.5)","VALUE",3,1,34,0
"FALL","1 (1.9%)","2 (2.7%)","3 (2.4%)","0","1.9 (-1.8, 5.5)","2.7 (-1.0, 6.5)","VALUE",3,2,35,0
"Peripheral Edema","1 (1.9%)","1 (1.4%)","2 (1.6%)","2 (3.4%)","-1.5 (-7.4, 4.4)","-2.0 (-7.4, 3.3)","VALUE",3,1,36,0
"OEDEMA PERIPHERAL","1 (1.9%)","1 (1.4%)","2 (1.6%)","2 (3.4%)","-1.5 (-7.4, 4.4)","-2.0 (-7.4, 3.3)","VALUE",3,2,37,0
"Pyrexia","0","2 (2.7%)","2 (1.6%)","0","0.0 (0.0, 0.0)","2.7 (-1.0, 6.5)","VALUE",3,1,38,0
"BODY TEMPERATURE INCREASED","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",3,2,39,0
"PYREXIA","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",3,2,40,0
"Nervous system disorders","6 (11.3%)","8 (11.0%)","14 (11.1%)","2 (3.4%)","7.9 (-1.8, 17.6)","7.6 (-1.0, 16.1)","VALUE",4,0,40,1
"Headache","2 (3.8%)","3 (4.1%)","5 (4.0%)","1 (1.7%)","2.1 (-4.0, 8.2)","2.4 (-3.2, 8.0)","VALUE",4,1,41,0
"HEADACHE","2 (3.8%)","3 (4.1%)","5 (4.0%)","1 (1.7%)","2.1 (-4.0, 8.2)","2.4 (-3.2, 8.0)","VALUE",4,2,42,0
"Somnolence","0","4 (5.5%)","4 (3.2%)","1 (1.7%)","-1.7 (-5.0, 1.6)","3.8 (-2.4, 10.0)","VALUE",4,1,43,0
"SOMNOLENCE","0","2 (2.7%)","2 (1.6%)","1 (1.7%)","-1.7 (-5.0, 1.6)","1.0 (-3.9, 6.0)","VALUE",4,2,44,0
"LETHARGY","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",4,2,45,0
"STUPOR","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",4,2,46,0
"Confusional State","1 (1.9%)","1 (1.4%)","2 (1.6%)","1 (1.7%)","0.2 (-4.7, 5.1)","-0.3 (-4.6, 3.9)","VALUE",4,1,47,0
"CONFUSIONAL STATE","1 (1.9%)","1 (1.4%)","2 (1.6%)","1 (1.7%)","0.2 (-4.7, 5.1)","-0.3 (-4.6, 3.9)","VALUE",4,2,48,0
"Stroke and TIA","0","2 (2.7%)","2 (1.6%)","0","0.0 (0.0, 0.0)","2.7 (-1.0, 6.5)","VALUE",4,1,49,0
"TRANSIENT ISCHAEMIC ATTACK","0","2 (2.7%)","2 (1.6%)","0","0.0 (0.0, 0.0)","2.7 (-1.0, 6.5)","VALUE",4,2,50,0
"Paresthesia","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",4,1,51,0
"BURNING SENSATION","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",4,2,52,0
"Seizure","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",4,1,53,0
"PARTIAL SEIZURES WITH SECONDARY GENERALISATION","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",4,2,54,0
"Syncope","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",4,1,55,0
"SYNCOPE","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",4,2,56,0
"Cardiac disorders","6 (11.3%)","7 (9.6%)","13 (10.3%)","5 (8.5%)","2.8 (-8.3, 13.9)","1.1 (-8.7, 10.9)","VALUE",5,0,56,1
"Arrhythmia","4 (7.5%)","5 (6.8%)","9 (7.1%)","3 (5.1%)","2.5 (-6.6, 11.5)","1.8 (-6.3, 9.8)","VALUE",5,1,57,0
"SINUS BRADYCARDIA","3 (5.7%)","2 (2.7%)","5 (4.0%)","0","5.7 (-0.6, 11.9)","2.7 (-1.0, 6.5)","VALUE",5,2,58,0
"ATRIAL FLUTTER","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","1.9 (-1.8, 5.5)","1.4 (-1.3, 4.0)","VALUE",5,2,59,0
"VENTRICULAR EXTRASYSTOLES","0","2 (2.7%)","2 (1.6%)","0","0.0 (0.0, 0.0)","2.7 (-1.0, 6.5)","VALUE",5,2,60,0
"SINUS ARRHYTHMIA","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",5,2,61,0
"SUPRAVENTRICULAR EXTRASYSTOLES","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",5,2,62,0
"TACHYCARDIA","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",5,2,63,0
"Acute Coronary Syndrome","2 (3.8%)","1 (1.4%)","3 (2.4%)","2 (3.4%)","0.4 (-6.5, 7.3)","-2.0 (-7.4, 3.3)","VALUE",5,1,64,0
"MYOCARDIAL INFARCTION","2 (3.8%)","1 (1.4%)","3 (2.4%)","2 (3.4%)","0.4 (-6.5, 7.3)","-2.0 (-7.4, 3.3)","VALUE",5,2,65,0
"Myocardial Infarction","2 (3.8%)","1 (1.4%)","3 (2.4%)","2 (3.4%)","0.4 (-6.5, 7.3)","-2.0 (-7.4, 3.3)","VALUE",5,1,66,0
"MYOCARDIAL INFARCTION","2 (3.8%)","1 (1.4%)","3 (2.4%)","2 (3.4%)","0.4 (-6.5, 7.3)","-2.0 (-7.4, 3.3)","VALUE",5,2,67,0
"Myocardial Ischemia","2 (3.8%)","1 (1.4%)","3 (2.4%)","2 (3.4%)","0.4 (-6.5, 7.3)","-2.0 (-7.4, 3.3)","VALUE",5,1,68,0
"MYOCARDIAL INFARCTION","2 (3.8%)","1 (1.4%)","3 (2.4%)","2 (3.4%)","0.4 (-6.5, 7.3)","-2.0 (-7.4, 3.3)","VALUE",5,2,69,0
"Cardiac Conduction Disturbance","0","2 (2.7%)","2 (1.6%)","2 (3.4%)","-3.4 (-8.0, 1.2)","-0.7 (-6.6, 5.3)","VALUE",5,1,70,0
"BUNDLE BRANCH BLOCK RIGHT","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","-1.7 (-5.0, 1.6)","-0.3 (-4.6, 3.9)","VALUE",5,2,71,0
"WOLFF-PARKINSON-WHITE SYNDROME","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",5,2,72,0
"ATRIOVENTRICULAR BLOCK SECOND DEGREE","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",5,2,73,0
"Tachycardia","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",5,1,74,0
"TACHYCARDIA","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",5,2,75,0
"Gastrointestinal disorders","8 (15.1%)","4 (5.5%)","12 (9.5%)","3 (5.1%)","10.0 (-1.1, 21.2)","0.4 (-7.3, 8.1)","VALUE",6,0,75,1
"Diarrhea","2 (3.8%)","2 (2.7%)","4 (3.2%)","1 (1.7%)","2.1 (-4.0, 8.2)","1.0 (-3.9, 6.0)","VALUE",6,1,76,0
"DIARRHOEA","2 (3.8%)","2 (2.7%)","4 (3.2%)","1 (1.7%)","2.1 (-4.0, 8.2)","1.0 (-3.9, 6.0)","VALUE",6,2,77,0
"Abdominal Pain","2 (3.8%)","1 (1.4%)","3 (2.4%)","1 (1.7%)","2.1 (-4.0, 8.2)","-0.3 (-4.6, 3.9)","VALUE",6,1,78,0
"ABDOMINAL DISCOMFORT","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",6,2,79,0
"ABDOMINAL PAIN","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","-1.7 (-5.0, 1.6)","-0.3 (-4.6, 3.9)","VALUE",6,2,80,0
"STOMACH DISCOMFORT","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",6,2,81,0
"Vomiting","3 (5.7%)","0","3 (2.4%)","0","5.7 (-0.6, 11.9)","0.0 (0.0, 0.0)","VALUE",6,1,82,0
"VOMITING","3 (5.7%)","0","3 (2.4%)","0","5.7 (-0.6, 11.9)","0.0 (0.0, 0.0)","VALUE",6,2,83,0
"Nausea","2 (3.8%)","0","2 (1.6%)","0","3.8 (-1.4, 8.9)","0.0 (0.0, 0.0)","VALUE",6,1,84,0
"NAUSEA","2 (3.8%)","0","2 (1.6%)","0","3.8 (-1.4, 8.9)","0.0 (0.0, 0.0)","VALUE",6,2,85,0
"Dyspepsia","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","-1.7 (-5.0, 1.6)","-0.3 (-4.6, 3.9)","VALUE",6,1,86,0
"DYSPEPSIA","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","-1.7 (-5.0, 1.6)","-0.3 (-4.6, 3.9)","VALUE",6,2,87,0
"Constipation","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",6,1,88,0
"CONSTIPATION","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",6,2,89,0
"Infections and infestations","5 (9.4%)","5 (6.8%)","10 (7.9%)","7 (11.9%)","-2.4 (-13.8, 9.0)","-5.0 (-15.1, 5.1)","VALUE",7,0,89,1
"Nasopharyngitis","4 (7.5%)","3 (4.1%)","7 (5.6%)","5 (8.5%)","-0.9 (-11.0, 9.1)","-4.4 (-12.8, 4.1)","VALUE",7,1,90,0
"NASOPHARYNGITIS","2 (3.8%)","3 (4.1%)","5 (4.0%)","2 (3.4%)","0.4 (-6.5, 7.3)","0.7 (-5.8, 7.2)","VALUE",7,2,91,0
"RHINITIS","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",7,2,92,0
"UPPER RESPIRATORY TRACT INFECTION","1 (1.9%)","0","1 (0.8%)","3 (5.1%)","-3.2 (-9.9, 3.5)","-5.1 (-10.7, 0.5)","VALUE",7,2,93,0
"Bacterial Infection","1 (1.9%)","1 (1.4%)","2 (1.6%)","1 (1.7%)","0.2 (-4.7, 5.1)","-0.3 (-4.6, 3.9)","VALUE",7,1,94,0
"CELLULITIS","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",7,2,95,0
"HORDEOLUM","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",7,2,96,0
"URINARY TRACT INFECTION","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",7,2,97,0
"Pneumonia","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",7,1,98,0
"PNEUMONIA","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",7,2,99,0
"Viral Infection","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","0.2 (-4.7, 5.1)","-1.7 (-5.0, 1.6)","VALUE",7,1,100,0
"INFLUENZA","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","0.2 (-4.7, 5.1)","-1.7 (-5.0, 1.6)","VALUE",7,2,101,0
"Vascular disorders","3 (5.7%)","6 (8.2%)","9 (7.1%)","3 (5.1%)","0.6 (-7.8, 8.9)","3.1 (-5.3, 11.6)","VALUE",8,0,101,1
"Thrombosis","2 (3.8%)","3 (4.1%)","5 (4.0%)","2 (3.4%)","0.4 (-6.5, 7.3)","0.7 (-5.8, 7.2)","VALUE",8,1,102,0
"MYOCARDIAL INFARCTION","2 (3.8%)","1 (1.4%)","3 (2.4%)","2 (3.4%)","0.4 (-6.5, 7.3)","-2.0 (-7.4, 3.3)","VALUE",8,2,103,0
"TRANSIENT ISCHAEMIC ATTACK","0","2 (2.7%)","2 (1.6%)","0","0.0 (0.0, 0.0)","2.7 (-1.0, 6.5)","VALUE",8,2,104,0
"Thrombosis Arterial","2 (3.8%)","3 (4.1%)","5 (4.0%)","2 (3.4%)","0.4 (-6.5, 7.3)","0.7 (-5.8, 7.2)","VALUE",8,1,105,0
"MYOCARDIAL INFARCTION","2 (3.8%)","1 (1.4%)","3 (2.4%)","2 (3.4%)","0.4 (-6.5, 7.3)","-2.0 (-7.4, 3.3)","VALUE",8,2,106,0
"TRANSIENT ISCHAEMIC ATTACK","0","2 (2.7%)","2 (1.6%)","0","0.0 (0.0, 0.0)","2.7 (-1.0, 6.5)","VALUE",8,2,107,0
"Hemorrhage","1 (1.9%)","3 (4.1%)","4 (3.2%)","1 (1.7%)","0.2 (-4.7, 5.1)","2.4 (-3.2, 8.0)","VALUE",8,1,108,0
"APPLICATION SITE BLEEDING","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",8,2,109,0
"CONTUSION","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",8,2,110,0
"EPISTAXIS","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",8,2,111,0
"RECTAL HAEMORRHAGE","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",8,2,112,0
"BLOOD URINE PRESENT","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",8,2,113,0
"Hypotension","0","0","0","2 (3.4%)","-3.4 (-8.0, 1.2)","-3.4 (-8.0, 1.2)","VALUE",8,1,114,0
"HYPOTENSION","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",8,2,115,0
"ORTHOSTATIC HYPOTENSION","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",8,2,116,0
"Psychiatric disorders","1 (1.9%)","4 (5.5%)","5 (4.0%)","4 (6.8%)","-4.9 (-12.3, 2.5)","-1.3 (-9.6, 7.0)","VALUE",9,0,116,1
"Study Agent Abuse Potential","0","3 (4.1%)","3 (2.4%)","1 (1.7%)","-1.7 (-5.0, 1.6)","2.4 (-3.2, 8.0)","VALUE",9,1,117,0
"SOMNOLENCE","0","2 (2.7%)","2 (1.6%)","1 (1.7%)","-1.7 (-5.0, 1.6)","1.0 (-3.9, 6.0)","VALUE",9,2,118,0
"STUPOR","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",9,2,119,0
"Anxiety","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",9,1,120,0
"ANXIETY","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",9,2,121,0
"Insomnia","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","0.2 (-4.7, 5.1)","-1.7 (-5.0, 1.6)","VALUE",9,1,122,0
"INSOMNIA","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","0.2 (-4.7, 5.1)","-1.7 (-5.0, 1.6)","VALUE",9,2,123,0
"Irritability","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",9,1,124,0
"AGITATION","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",9,2,125,0
"Psychosis","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",9,1,126,0
"DELUSION","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",9,2,127,0
"Musculoskeletal and connective tissue disorders","4 (7.5%)","0","4 (3.2%)","1 (1.7%)","5.9 (-2.0, 13.7)","-1.7 (-5.0, 1.6)","VALUE",10,0,127,1
"Back Pain","3 (5.7%)","0","3 (2.4%)","0","5.7 (-0.6, 11.9)","0.0 (0.0, 0.0)","VALUE",10,1,128,0
"BACK PAIN","2 (3.8%)","0","2 (1.6%)","0","3.8 (-1.4, 8.9)","0.0 (0.0, 0.0)","VALUE",10,2,129,0
"FLANK PAIN","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",10,2,130,0
"Arthralgia","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",10,1,131,0
"ARTHRALGIA","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",10,2,132,0
"Fracture","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","0.2 (-4.7, 5.1)","-1.7 (-5.0, 1.6)","VALUE",10,1,133,0
"FACIAL BONES FRACTURE","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",10,2,134,0
"HIP FRACTURE","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",10,2,135,0
"Osteoporosis","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",10,1,136,0
"HIP FRACTURE","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",10,2,137,0
"Respiratory, thoracic and mediastinal disorders","3 (5.7%)","1 (1.4%)","4 (3.2%)","0","5.7 (-0.6, 11.9)","1.4 (-1.3, 4.0)","VALUE",11,0,137,1
"Cough","3 (5.7%)","1 (1.4%)","4 (3.2%)","0","5.7 (-0.6, 11.9)","1.4 (-1.3, 4.0)","VALUE",11,1,138,0
"COUGH","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","3.8 (-1.4, 8.9)","1.4 (-1.3, 4.0)","VALUE",11,2,139,0
"PRODUCTIVE COUGH","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",11,2,140,0
"Reproductive system and breast disorders","3 (5.7%)","0","3 (2.4%)","1 (1.7%)","4.0 (-3.1, 11.0)","-1.7 (-5.0, 1.6)","VALUE",12,0,140,1
"Sexual Dysfunction","2 (3.8%)","0","2 (1.6%)","1 (1.7%)","2.1 (-4.0, 8.2)","-1.7 (-5.0, 1.6)","VALUE",12,1,141,0
"ERECTILE DYSFUNCTION","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","0.2 (-4.7, 5.1)","-1.7 (-5.0, 1.6)","VALUE",12,2,142,0
"LIBIDO DECREASED","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",12,2,143,0
"Abnormal Uterine Bleeding","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",12,1,144,0
"ABNORMAL UTERINE BLEEDING","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",12,2,145,0
"Erectile Dysfunction","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","0.2 (-4.7, 5.1)","-1.7 (-5.0, 1.6)","VALUE",12,1,146,0
"ERECTILE DYSFUNCTION","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","0.2 (-4.7, 5.1)","-1.7 (-5.0, 1.6)","VALUE",12,2,147,0
"Excessive Menstrual Bleeding","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",12,1,148,0
"ABNORMAL UTERINE BLEEDING","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",12,2,149,0
"Ear and labyrinth disorders","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",13,0,149,1
"Vertigo","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",13,1,150,0
"VERTIGO","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",13,2,151,0
"Endocrine disorders","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",14,0,151,1
"Hyperglycemia","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",14,1,152,0
"BLOOD GLUCOSE INCREASED","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",14,2,153,0
