"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows"
"PARTIAL SEIZURES WITH SECONDARY GENERALISATION","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",6,1,30,0
"SYNCOPE","1 (1.9%)","0","0","0","1 (3.3%)","0","VALUE",6,1,31,0
"TRANSIENT ISCHAEMIC ATTACK","1 (1.9%)","0","0","0","1 (3.3%)","0","VALUE",6,1,32,0
"STUPOR","0","0","0","0","0","0","VALUE",6,1,33,0
"Gastrointestinal disorders","14 (26.4%)","0","6 (12.2%)","0","5 (16.7%)","3 (21.4%)","VALUE",7,0,33,1
"NAUSEA","5 (9.4%)","0","3 (6.1%)","0","0","2 (14.3%)","VALUE",7,1,34,0
"VOMITING","5 (9.4%)","0","3 (6.1%)","0","2 (6.7%)","0","VALUE",7,1,35,0
"SALIVARY HYPERSECRETION","4 (7.5%)","0","3 (6.1%)","0","1 (3.3%)","0","VALUE",7,1,36,0
"DIARRHOEA","2 (3.8%)","0","0","0","2 (6.7%)","0","VALUE",7,1,37,0
"STOMACH DISCOMFORT","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",7,1,38,0
"GLOSSITIS","0","0","0","0","0","0","VALUE",7,1,39,0
"RECTAL HAEMORRHAGE","0","0","0","0","0","0","VALUE",7,1,40,0
"Cardiac disorders","11 (20.8%)","0","2 (4.1%)","1 (2.6%)","6 (20.0%)","2 (14.3%)","VALUE",8,0,40,1
"SINUS BRADYCARDIA","7 (13.2%)","0","1 (2.0%)","0","5 (16.7%)","1 (7.1%)","VALUE",8,1,41,0
"MYOCARDIAL INFARCTION","3 (5.7%)","0","2 (4.1%)","1 (2.6%)","0","0","VALUE",8,1,42,0
"ATRIAL FIBRILLATION","1 (1.9%)","0","0","0","1 (3.3%)","0","VALUE",8,1,43,0
"VENTRICULAR EXTRASYSTOLES","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",8,1,44,0
"ATRIOVENTRICULAR BLOCK FIRST DEGREE","0","0","0","0","0","0","VALUE",8,1,45,0
"PALPITATIONS","0","0","0","0","0","0","VALUE",8,1,46,0
"SUPRAVENTRICULAR TACHYCARDIA","0","0","0","0","0","0","VALUE",8,1,47,0
"TACHYCARDIA","0","0","0","0","0","0","VALUE",8,1,48,0
"Infections and infestations","9 (17.0%)","1 (1.9%)","1 (2.0%)","1 (2.6%)","4 (13.3%)","2 (14.3%)","VALUE",9,0,48,1
"NASOPHARYNGITIS","3 (5.7%)","1 (1.9%)","0","0","2 (6.7%)","0","VALUE",9,1,49,0
"UPPER RESPIRATORY TRACT INFECTION","2 (3.8%)","0","0","0","1 (3.3%)","1 (7.1%)","VALUE",9,1,50,0
"HORDEOLUM","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",9,1,51,0
"RHINITIS","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",9,1,52,0
"EAR INFECTION","0","0","0","0","0","0","VALUE",9,1,53,0
"Respiratory, thoracic and mediastinal disorders","7 (13.2%)","0","3 (6.1%)","0","2 (6.7%)","2 (14.3%)","VALUE",10,0,53,1
"COUGH","3 (5.7%)","0","1 (2.0%)","0","1 (3.3%)","1 (7.1%)","VALUE",10,1,54,0
"NASAL CONGESTION","3 (5.7%)","0","1 (2.0%)","0","1 (3.3%)","1 (7.1%)","VALUE",10,1,55,0
"EPISTAXIS","2 (3.8%)","0","1 (2.0%)","0","0","1 (7.1%)","VALUE",10,1,56,0
"PHARYNGOLARYNGEAL PAIN","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",10,1,57,0
"PRODUCTIVE COUGH","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",10,1,58,0
"RESPIRATORY TRACT CONGESTION","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",10,1,59,0
"Psychiatric disorders","6 (11.3%)","0","0","0","1 (3.3%)","5 (35.7%)","VALUE",11,0,59,1
"CONFUSIONAL STATE","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",11,1,60,0
"DELIRIUM","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",11,1,61,0
"DELUSION","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",11,1,62,0
"HALLUCINATION","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",11,1,63,0
"HALLUCINATION, VISUAL","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",11,1,64,0
"INSOMNIA","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",11,1,65,0
"LIBIDO DECREASED","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",11,1,66,0
"LISTLESS","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",11,1,67,0
"Investigations","5 (9.4%)","1 (1.9%)","0","1 (2.6%)","1 (3.3%)","2 (14.3%)","VALUE",12,0,67,1
"BLOOD GLUCOSE INCREASED","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",12,1,68,0
"ELECTROCARDIOGRAM T WAVE INVERSION","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",12,1,69,0
"ELECTROCARDIOGRAM ST SEGMENT DEPRESSION","0","0","0","0","0","0","VALUE",12,1,70,0
"ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED","0","0","0","0","0","0","VALUE",12,1,71,0
"Musculoskeletal and connective tissue disorders","4 (7.5%)","0","1 (2.0%)","0","1 (3.3%)","2 (14.3%)","VALUE",13,0,71,1
"BACK PAIN","2 (3.8%)","0","0","0","1 (3.3%)","1 (7.1%)","VALUE",13,1,72,0
"MYALGIA","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",13,1,73,0
"Injury, poisoning and procedural complications","3 (5.7%)","0","0","0","2 (6.7%)","1 (7.1%)","VALUE",14,0,73,1
"CONTUSION","2 (3.8%)","0","0","0","1 (3.3%)","1 (7.1%)","VALUE",14,1,74,0
"Eye disorders","1 (1.9%)","0","0","1 (2.6%)","0","0","VALUE",15,0,74,1
"VISION BLURRED","1 (1.9%)","0","0","1 (2.6%)","0","0","VALUE",15,1,75,0
"Metabolism and nutrition disorders","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",16,0,75,1
"INCREASED APPETITE","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",16,1,76,0
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",17,0,76,1
"PROSTATE CANCER","1 (1.9%)","0","0","0","0","1 (7.1%)","VALUE",17,1,77,0
"Vascular disorders","1 (1.9%)","1 (1.9%)","0","0","0","0","VALUE",18,0,77,1
"HYPOTENSION","0","0","0","0","0","0","VALUE",18,1,78,0
