"label","col 1","col 2","col 3","col 4","col 5","row_type","anbr","indentme","roworder","newrows"
"Month 18","45/45 (100.0%)","367.6 (337.4, 397.7)","6.6 (-27.4, 40.6)","-43.5 (-107.3, 20.4)","0.1 (-76.4, 76.5)","VALUE",7,1,53,0
"Month 24","41/41 (100.0%)","359.7 (328.7, 390.7)","2.3 (-35.4, 40.1)","11.5 (-53.8, 76.8)","-5.7 (-69.4, 58.0)","VALUE",7,1,54,0
"RR Interval, Aggregate (msec)","","","","","","HEADER",8,0,54,1
"Baseline","59/59 (100.0%)","310.4 (268.7, 352.2)","","","","VALUE",8,1,55,0
"Month 1","58/58 (100.0%)","288.3 (245.3, 331.3)","-17.7 (-76.3, 40.9)","-45.3 (-127.6, 36.9)","53.2 (-28.0, 134.3)","VALUE",8,1,56,0
"Month 3","56/56 (100.0%)","290.0 (248.1, 332.0)","-18.8 (-69.4, 31.9)","16.1 (-65.1, 97.3)","38.0 (-44.5, 120.5)","VALUE",8,1,57,0
"Month 6","51/51 (100.0%)","331.8 (283.1, 380.6)","26.7 (-49.1, 102.6)","-73.3 (-175.7, 29.2)","-15.1 (-119.2, 88.9)","VALUE",8,1,58,0
"Month 9","51/51 (100.0%)","300.7 (252.1, 349.4)","-4.3 (-70.9, 62.3)","66.0 (-34.4, 166.4)","30.5 (-64.8, 125.7)","VALUE",8,1,59,0
"Month 12","48/48 (100.0%)","346.4 (298.9, 393.8)","41.7 (-15.5, 99.0)","-140.0 (-233.6, -46.4)","-34.0 (-123.2, 55.2)","VALUE",8,1,60,0
"Month 15","47/47 (100.0%)","337.6 (289.9, 385.3)","32.9 (-30.6, 96.5)","-41.4 (-139.7, 57.0)","4.2 (-108.0, 116.3)","VALUE",8,1,61,0
"Month 18","45/45 (100.0%)","310.0 (255.1, 364.8)","9.3 (-62.7, 81.3)","-42.2 (-167.7, 83.4)","-29.8 (-135.8, 76.2)","VALUE",8,1,62,0
"Month 24","41/41 (100.0%)","328.9 (280.2, 377.6)","27.4 (-42.3, 97.2)","-23.2 (-134.5, 88.1)","-12.6 (-149.3, 124.1)","VALUE",8,1,63,0
